Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Gitlab inc.,GTLB,"",350000.0,83625000.0,0.7952,,16,350000.0,,new,2.7777778,Q4 2021,INFORMATION TECHNOLOGY,"","",87.0
Samsara inc,IOT,"",800000.0,22488000.0,0.2138,,17,800000.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,"","",28.11
Hashicorp inc,HCP,"",225000.0,20484000.0,0.1948,,18,225000.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,"","",91.04
Toast inc,TOST,"",500000.0,17355000.0,0.165,0.2001,19,0.0,0.0,,0.6781487,Q3 2021,INFORMATION TECHNOLOGY,"","",49.95
Braze inc,BRZE,"",200000.0,15432000.0,0.1467,,20,200000.0,,new,2.0114544,Q4 2021,COMMUNICATIONS,"","",77.16
Pinduoduo inc,PDD,"",200000.0,11660000.0,0.1109,0.4155,21,-372000.0,-65.034965,reduction,0.0159580,Q3 2018,CONSUMER DISCRETIONARY,"","",25.71
23andme holding co,ME,"",1652021.0,9400000.0,0.0894,0.1974,22,-1068222.0,-39.269359,reduction,1.7635229,Q2 2021,HEALTH CARE,"","",2.46
Cazoo group ltd,CZOO,"",1500000.0,9045000.0,0.086,0.0934,23,0.0,0.0,,1.3485714,Q3 2021,FINANCE,"","",7.77
Grab holdings limited,GRABW,"",3502000.0,7389000.0,0.0703,,24,3502000.0,,new,No Data,Q4 2021,FINANCE,"","",2.11
Cvent holding corp,CVT,"",800000.0,6536000.0,0.0622,,25,800000.0,,new,0.1662781,Q4 2021,FINANCE,"","",8.17
Duolingo inc,DUOL,"",0.0,0.0,,0.1666,"",-125000.0,-100.0,soldall,0.0000000,Q3 2021,INFORMATION TECHNOLOGY,"","",166.36
Farfetch ltd,FTCH,"",0.0,0.0,,1.1348,"",-3779409.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",15.78
Qualtrics intl inc,XM,"",0.0,0.0,,0.3424,"",-1000000.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",32.91
Monday.com ltd,MNDY,"",0.0,0.0,,0.2613,"",-100000.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",5.45
Coupang inc,CPNG,"",0.0,0.0,,0.5896,"",-2642857.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",49.35
Amazon.com inc.,AMZN,"",0.0,0.0,,0.6591,"",-25045.0,-100.0,soldall,0.0000000,Q4 2016,CONSUMER DISCRETIONARY,"","",2940.68
Zoom video communications inc,ZM,"",0.0,0.0,,1.9901,"",-950000.0,-100.0,soldall,0.0000000,Q2 2020,INFORMATION TECHNOLOGY,"","",328.39
Moneylion inc,ML,"",0.0,0.0,,0.0542,"",-1000000.0,-100.0,soldall,0.0000000,Q3 2021,FINANCE,"","",6.77
Bumble inc,BMBL,"",0.0,0.0,,0.4204,"",-1050000.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",62.38
Alibaba group holding ltd adr,BABA,"",0.0,0.0,,1.3663,"",-1152000.0,-100.0,soldall,0.0000000,Q2 2017,COMMUNICATIONS,"","",215.62
Peloton interactive inc,PTON,"",0.0,0.0,,3.9401,"",-5650000.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",119.34
Ccc intelligent solutions holdings inc,CCCS,"",0.0,0.0,,0.0274,"",-325000.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,"","",13.27
Booking holdings inc. (priceline),BKNG,"",0.0,0.0,,0.2035,"",-10702.0,-100.0,soldall,0.0000000,Q4 2011,CONSUMER DISCRETIONARY,"","",1483.12
