Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Athenex inc,ATNX,"",13532467.0,161323000.0,2.3552,2.5269,12,2000000.0,17.342343,addition,14.4981539,Q1 2018,HEALTH CARE,"","",15.8241
Vbi vaccines inc,VBIV,"",55042465.0,157421000.0,2.2983,2.765,13,0.0,0.0,,22.7398658,Q1 2015,MATERIALS,"","",32.87
Neurocrine biosciences inc.,NBIX,"",1548715.0,148924000.0,2.1742,4.2335,14,-592695.0,-27.677792,reduction,1.6576357,Q2 2010,HEALTH CARE,"","",39.93
Outset medical  inc.,OM,"",2847822.0,142391000.0,2.0788,,15,2847822.0,,new,6.6692769,Q3 2020,INFORMATION TECHNOLOGY,"","",50.0
Nevro corp note 2.750% 4/0,DEBT-NEVR,PRN,9000000.0,141822000.0,2.0705,1.9688,16,0.0,0.0,,N/A,Q2 2020, ,"","",
Nevro corp,NVRO,"",826164.0,115085000.0,1.6802,1.7423,17,-73808.0,-8.201144,reduction,2.3996325,Q1 2019,HEALTH CARE,"","",74.8
Crispr therapeutics ag,CRSP,"",1341308.0,112187000.0,1.6379,,18,1341308.0,,new,1.8984599,Q3 2020,HEALTH CARE,"","",83.64
Relay therapeutics  inc.,RLAY,"",2329407.0,99209000.0,1.4484,,19,2329407.0,,new,2.5886679,Q3 2020,HEALTH CARE,"","",42.59
Meiragtx holdings plc,MGTX,"",6433277.0,85176000.0,1.2435,1.3052,20,0.0,0.0,,16.7480207,Q2 2018,HEALTH CARE,"","",12.92
Quotient ltd,QTNT,"",16200818.0,83272000.0,1.2157,1.5935,21,2911764.0,21.910995,addition,16.0369653,Q2 2014,HEALTH CARE,"","",7.2809
Albireo pharma inc,ALBO,"",2360139.0,78758000.0,1.1498,0.8414,22,400000.0,20.406716,addition,12.3714863,Q2 2017,HEALTH CARE,"","",25.2558
Immunomedics inc.,IMMU1,"",912140.0,77559000.0,1.1323,0.208,23,550000.0,151.874965,addition,0.3945981,Q2 2020,HEALTH CARE,"","",65.3417
Novavax inc,NVAX,"",707715.0,76681000.0,1.1195,0.4727,24,357715.0,102.204286,addition,1.1117115,Q2 2020,HEALTH CARE,"","",95.9863
Coherus biosciences inc,CHRS,"",3636485.0,66693000.0,0.9737,0.1578,25,3091200.0,566.89621,addition,5.0473079,Q2 2020,HEALTH CARE,"","",18.268
Frequency therapeutics inc,FREQ,"",3256518.0,62558000.0,0.9133,1.1432,26,222222.0,7.323676,addition,9.6787956,Q4 2019,HEALTH CARE,"","",17.6446
Forma therapeutics holdings  inc.,FMTX,"",1250000.0,62300000.0,0.9095,0.9417,27,0.0,0.0,,3.0366810,Q2 2020,FINANCE,"","",46.49
Kodiak sciences inc,KOD,"",1043021.0,61757000.0,0.9016,3.0814,28,-2470551.0,-70.314512,reduction,2.3279928,Q4 2018,HEALTH CARE,"","",16.45
Blueprint medicines corp,BPMC,"",664574.0,61606000.0,0.8994,0.8704,29,-24050.0,-3.492472,reduction,1.1924716,Q2 2015,HEALTH CARE,"","",65.14
Kadmon holdings inc,KDMN,"",15711334.0,61588000.0,0.8992,1.3035,30,0.0,0.0,,9.1604363,Q3 2016,HEALTH CARE,"","",4.46
Travere therapeutics inc,TVTX,"",3240112.0,59812000.0,0.8732,0.4678,31,0.0,0.0,,6.3467120,Q4 2013,MATERIALS,"","",17.43
Inari medical  inc.,NARI,"",848500.0,58563000.0,0.855,0.5463,32,152500.0,21.91092,addition,1.7419127,Q2 2020,HEALTH CARE,"","",52.1388
Athira pharma  inc.,ATHA,"",3114805.0,57499000.0,0.8395,,33,3114805.0,,new,9.5883865,Q3 2020,HEALTH CARE,"","",18.46
Crinetics pharmaceuticals inc,CRNX,"",3659381.0,57342000.0,0.8372,0.9588,34,0.0,0.0,,11.1151951,Q3 2018,HEALTH CARE,"","",25.39
Provention bio inc,PRVB,"",4265711.0,54729000.0,0.799,1.0348,35,-260000.0,-5.744954,reduction,7.5515494,Q3 2019,HEALTH CARE,"","",13.33
Rocket pharmaceuticals inc,RCKT,"",2189010.0,50041000.0,0.7306,0.7424,36,0.0,0.0,,3.9631712,Q4 2018,HEALTH CARE,"","",16.14
Immunovant inc,IMVT,"",1400000.0,49266000.0,0.7193,0.434,37,300000.0,27.272727,addition,1.5932205,Q2 2020,FINANCE,"","",
Agile therapeutics inc,AGRX,"",15919925.0,48397000.0,0.7066,0.7172,38,0.0,0.0,,18.2078082,Q1 2019,HEALTH CARE,"","",1.63
Arena pharmaceuticals inc,ARNA,"",625129.0,46753000.0,0.6826,1.1171,39,-470000.0,-42.917318,reduction,1.0747692,Q4 2017,HEALTH CARE,"","",51.09
Aldeyra therapeutics inc,ALDX,"",6285458.0,46575000.0,0.68,0.2085,40,3200000.0,103.712318,addition,16.1911433,Q1 2015,HEALTH CARE,"","",6.9829
Allogene therapeutics inc,ALLO,"",1143790.0,43132000.0,0.6297,1.0712,41,-400000.0,-25.91026,reduction,0.8153612,Q4 2018,HEALTH CARE,"","",26.93
Collegium pharmaceutical inc,COLL,"",2058068.0,42849000.0,0.6256,0.5836,42,0.0,0.0,,5.9512137,Q4 2019,HEALTH CARE,"","",17.48
Vaxcyte  inc.,PCVX,"",850000.0,41973000.0,0.6128,0.4354,43,0.0,0.0,,1.6683117,Q2 2020,HEALTH CARE,"","",31.61
Neptune wellness solutions inc,NEPT,"",19436906.0,41012000.0,0.5988,0.8365,44,1000000.0,5.423904,addition,15.0950741,Q2 2011,HEALTH CARE,"","",3.0396
Adaptive biotechnologies corp,ADPT,"",830000.0,40363000.0,0.5893,0.3763,45,350000.0,72.916667,addition,0.6068475,Q2 2019,HEALTH CARE,"","",43.4657
Adma biologics inc,ADMA,"",16584802.0,39638000.0,0.5787,0.7874,46,0.0,0.0,,17.5411356,Q3 2016,HEALTH CARE,"","",3.69
Vyne therapeutics inc,VYNE,"",5719102.5,37975000.0,0.5544,0.6413,47,0.0,0.0,,13.6267539,Q1 2020,HEALTH CARE,"","",2.01
Compass pathways plc ads,CMPS,"",1047404.0,36554000.0,0.5337,,48,1047404.0,,new,3.0093206,Q3 2020,HEALTH CARE,"","",34.9
Lyra therapeutics inc,LYRA,"",3222561.0,36028000.0,0.526,0.5922,49,0.0,0.0,,24.9289799,Q2 2020,HEALTH CARE,"","",11.34
Silk road medical inc,SILK,"",520100.0,34956000.0,0.5103,0.2614,50,135000.0,35.05583,addition,1.5442566,Q1 2020,HEALTH CARE,"","",44.3676
Avidity biosciences  inc.,RNA,"",1235818.0,34788000.0,0.5079,0.5123,51,0.0,0.0,,N/A,Q2 2020,HEALTH CARE,"","",28.26
Eidos therapeutics inc,EIDX1,"",686922.0,34710000.0,0.5067,0.488,52,0.0,0.0,,1.7766824,Q2 2018,HEALTH CARE,"","",20.9
Zentalis pharmaceuticals  inc.,ZNTL,"",1050003.0,34325000.0,0.5011,0.7419,53,0.0,0.0,,2.5853319,Q2 2020,HEALTH CARE,"","",48.02
Macrogenics inc,MGNX,"",1291181.0,32525000.0,0.4748,0.5827,54,3167.0,0.245882,addition,2.2973110,Q2 2020,HEALTH CARE,"","",27.9133
Turning point therapeutics inc,TPTX,"",329890.0,28819000.0,0.4207,0.3453,55,0.0,0.0,,0.6848106,Q2 2019,HEALTH CARE,"","",39.81
Biogen inc,BIIB,CALL,100000.0,28368000.0,0.4142,,56,100000.0,,new,N/A,Q3 2020,HEALTH CARE,"","",
Molecular templates inc,MTEM,"",2474133.0,27018000.0,0.3944,0.5529,57,0.0,0.0,,4.9518096,Q3 2017,HEALTH CARE,"","",7.59
Fusion pharmaceuticals inc.,FUSN,"",2235983.0,26877000.0,0.3924,0.5826,58,0.0,0.0,,N/A,Q2 2020,HEALTH CARE,"","",17.47
Immatics n.v.,4A3:FWB,"",2500000.0,26525000.0,0.3873,,59,2500000.0,,new,3.9740184,Q3 2020,HEALTH CARE,"","",
Verrica pharmaceuticals inc,VRCA,"",3410412.0,26397000.0,0.3854,0.6085,60,0.0,0.0,,13.1851558,Q2 2018,HEALTH CARE,"","",19.73
Geron corp.,GERN,"",13461538.0,23423000.0,0.342,0.4755,61,0.0,0.0,,4.3358267,Q2 2020,HEALTH CARE,"","",2.18
Stoke therapeutics inc,STOK,"",671978.0,22505000.0,0.3286,0.2595,62,0.0,0.0,,2.0076867,Q2 2019,HEALTH CARE,"","",29.17
Spdr(r) s&p(r) biotech etf-spdr(r) s&p(r) biotech etf,XBI,PUT,200000.0,22286000.0,0.3254,,63,200000.0,,new,No Data,Q3 2020,HEALTH CARE,"","",
Urovant sciences ltd,UROV1,"",2366831.0,22106000.0,0.3227,0.3774,64,0.0,0.0,,7.4758077,Q3 2018,HEALTH CARE,"","",9.56
Point biopharma global inc,PNT,"",1500000.0,21570000.0,0.3149,,65,1500000.0,,new,10.6826955,Q3 2020,FINANCE,"","",14.38
Pmv pharmaceuticals  inc.,PMVP,"",605556.0,21497000.0,0.3138,,66,605556.0,,new,1.3527727,Q3 2020,HEALTH CARE,"","",35.5
Wave life sciences ltd,WVE,"",2500000.0,21225000.0,0.3099,,67,2500000.0,,new,5.1252799,Q3 2020,HEALTH CARE,"","",8.49
Concert pharmaceuticals inc,CNCE,"",2150641.0,21119000.0,0.3083,0.3467,68,0.0,0.0,,7.0169452,Q4 2018,HEALTH CARE,"","",12.48
Iveric bio inc,ISEE,"",3481431.0,19635000.0,0.2867,0.2877,69,0.0,0.0,,3.8869336,Q4 2019,HEALTH CARE,"","",5.91
Cogent biosciences inc,COGT,"",1988750.0,18615000.0,0.2718,,70,1988750.0,,new,70.1350684,Q3 2020,HEALTH CARE,"","",9.36
Verona pharma plc adr,VRNA,"",2888889.0,18027000.0,0.2632,,71,2888889.0,,new,5.5750472,Q3 2020,HEALTH CARE,"","",6.24
Cytomx therapeutics inc,CTMX,"",2577043.0,17137000.0,0.2502,0.3479,72,0.0,0.0,,5.5750705,Q4 2015,HEALTH CARE,"","",16.31
Leap therapeutics inc,LPTX,"",8476496.0,16783000.0,0.245,0.283,73,0.0,0.0,,14.2085431,Q1 2020,HEALTH CARE,"","",1.69
Viatris inc,VTRS,"",1004419.0,14895000.0,0.2175,0.2617,74,0.0,0.0,,0.1854726,Q1 2020,HEALTH CARE,"","",15.61
Harmony biosciences holdings  inc.,HRMY,"",435377.0,14759000.0,0.2155,,75,435377.0,,new,0.7653081,Q3 2020,HEALTH CARE,"","",33.9
Dicerna pharmaceuticals inc,DRNA,"",800000.0,14392000.0,0.2101,0.3293,76,0.0,0.0,,1.0660285,Q4 2019,HEALTH CARE,"","",25.4
Solid biosciences inc,SLDB,"",6749803.0,13702000.0,0.2,0.3205,77,0.0,0.0,,11.1660489,Q1 2018,HEALTH CARE,"","",8.69
American well corp.,AMWL,"",455000.0,13486000.0,0.1969,,78,455000.0,,new,0.2296073,Q3 2020,HEALTH CARE,"","",29.64
Morphic holding inc,MORF,"",487000.0,13314000.0,0.1944,0.2849,79,-163000.0,-25.076923,reduction,1.5646533,Q2 2019,HEALTH CARE,"","",19.82
Establishment labs holdings inc,ESTA,"",678633.0,12575000.0,0.1836,0.2228,80,-57488.0,-7.809586,reduction,2.8954193,Q3 2018,HEALTH CARE,"","",23.02
Vaneck pharmaceutical etf-vaneck pharmaceutical etf,PPH,PUT,200000.0,12434000.0,0.1815,,81,200000.0,,new,No Data,Q3 2020,FINANCE,"","",
Dbv technologies s.a. adr,DBVT,"",6806975.0,11776000.0,0.1719,0.5206,82,-510834.0,-6.980696,reduction,6.2085132,Q4 2014,HEALTH CARE,"","",8.65
Accolade  inc.,ACCD,"",293138.0,11394000.0,0.1663,,83,293138.0,,new,0.5325989,Q3 2020,INFORMATION TECHNOLOGY,"","",38.87
Hologic inc.,HOLX,"",170000.0,11300000.0,0.165,0.2124,84,-60000.0,-26.086957,reduction,0.0656408,Q2 2020,HEALTH CARE,"","",57.0
Health catalyst inc,HCAT,"",291084.0,10654000.0,0.1555,0.1587,85,-44698.0,-13.311613,reduction,0.6849282,Q3 2019,INFORMATION TECHNOLOGY,"","",31.51
Sc health corp,SCPE.UN1,"",1000000.0,10600000.0,0.1548,0.1638,86,0.0,0.0,,N/A,Q3 2019,FINANCE,"","",10.35
Taysha gene therapies  inc.,TSHA,"",470440.0,10538000.0,0.1538,,87,470440.0,,new,1.2458213,Q3 2020,HEALTH CARE,"","",22.4
Artara therapeutics inc,TARA,"",608544.0,10242000.0,0.1495,,88,608544.0,,new,10.3875709,Q4 2019,HEALTH CARE,"","",16.83
Insulet corp,PODD,"",37733.0,8927000.0,0.1303,0.166,89,-15000.0,-28.445186,reduction,0.0572338,Q1 2020,HEALTH CARE,"","",165.68
Atricure inc,ATRC,"",216449.0,8636000.0,0.1261,0.3851,90,-312327.0,-59.066032,reduction,0.4807498,Q1 2020,HEALTH CARE,"","",38.46
Viewray inc,VRAY,"",2451748.0,8581000.0,0.1253,0.089,91,0.0,0.0,,1.6510132,Q4 2017,HEALTH CARE,"","",8.83
Amyris inc.,AMRS,"",3333332.0,8568000.0,0.1251,0.1045,92,1488720.0,80.706403,addition,1.3934670,Q2 2020,MATERIALS,"","",3.6671
Twist bioscience corp,TWST,"",112756.0,8566000.0,0.1251,0.2002,93,-160000.0,-58.660488,reduction,0.2524597,Q2 2019,HEALTH CARE,"","",27.23
Aquestive therapeutics inc,AQST,"",1750000.0,8496000.0,0.124,0.1378,94,0.0,0.0,,5.2052666,Q3 2018,HEALTH CARE,"","",12.0
Tcr2 therapeutics inc,TCRR,"",400000.0,8128000.0,0.1187,,95,400000.0,,new,1.1968118,Q3 2020,HEALTH CARE,"","",20.32
Dyne therapeutics  inc.,DYN,"",400000.0,8076000.0,0.1179,,96,400000.0,,new,N/A,Q3 2020,HEALTH CARE,"","",20.19
1life healthcare inc.,ONEM,"",279844.0,7936000.0,0.1159,0.1288,97,61000.0,27.873737,addition,0.2103890,Q1 2020,INFORMATION TECHNOLOGY,"","",22.573
Revolution medicines  inc.,RVMD,"",224224.0,7803000.0,0.1139,0.1791,98,-125776.0,-35.936,reduction,0.3377875,Q1 2020,HEALTH CARE,"","",21.91
Longview acquisition corp.,LGVW.UN1,"",700000.0,7105000.0,0.1037,0.1146,99,0.0,0.0,,N/A,Q2 2020,FINANCE,"","",10.1
Poseida therapeutics  inc.,PSTX,"",787745.0,6987000.0,0.102,,100,787745.0,,new,N/A,Q3 2020,HEALTH CARE,"","",8.87
Tango therapeutics inc,TNGX,"",500000.0,5180000.0,0.0756,,101,500000.0,,new,2.3389351,Q3 2020,FINANCE,"","",10.36
Health sciences acquisitions corp 2,HSAQ,"",450000.0,4950000.0,0.0723,,102,450000.0,,new,2.2004890,Q3 2020,FINANCE,"","",11.0
Veru inc,VERU,"",1650000.0,4323000.0,0.0631,0.0893,103,0.0,0.0,,2.3617421,Q3 2018,CONSUMER STAPLES,"","",1.52
Translate bio inc,TBIO,"",315237.0,4290000.0,0.0626,0.0915,104,0.0,0.0,,0.4241513,Q2 2018,HEALTH CARE,"","",12.65
Vincera pharma inc unit 1 com & 1 wt exp 12/24/2025,VINCU,"",300000.0,4080000.0,0.0596,0.0535,105,0.0,0.0,,6.0000000,Q1 2020, ,"","",
Motus gi holdings inc,MOTS,"",4210542.0,4027000.0,0.0588,0.09,106,0.0,0.0,,13.0594295,Q1 2018,HEALTH CARE,"","",4.01
Burning rock biotech ltd. ads,BNR,"",150000.0,3762000.0,0.0549,0.0657,107,0.0,0.0,,0.1473774,Q2 2020,HEALTH CARE,"","",27.01
Alphatec holdings inc,ATEC,"",561574.0,3729000.0,0.0544,0.0428,108,0.0,0.0,,0.7160625,Q3 2019,HEALTH CARE,"","",5.02
Adaptimmune therapeutics plc adr,ADAP,"",400000.0,3192000.0,0.0466,0.0649,109,0.0,0.0,,0.2584334,Q2 2020,HEALTH CARE,"","",10.01
Deerfield healthcare technology acquisitions corp.,DFHTU1,"",300000.0,3189000.0,0.0466,,110,300000.0,,new,2.4000000,Q3 2020,FINANCE,"","",10.63
Galera therapeutics inc,GRTX,"",325000.0,2938000.0,0.0429,0.0376,111,0.0,0.0,,1.3025346,Q4 2019,HEALTH CARE,"","",13.16
Regeneron pharmaceuticals inc.,REGN,"",5000.0,2799000.0,0.0409,0.1516,112,-10000.0,-66.666667,reduction,0.0047684,Q1 2020,HEALTH CARE,"","",488.29
Trillium therapeutics inc,TRIL,"",114674.0,1630000.0,0.0238,0.015,113,0.0,0.0,,0.1293057,Q2 2020,HEALTH CARE,"","",8.09
Livongo health inc,LVGO1,"",10663.0,1493000.0,0.0218,0.0166,114,-2957.0,-21.71072,reduction,0.0104966,Q2 2020,HEALTH CARE,"","",75.19
Ferrari n.v.,RACE,"",6200.0,1141000.0,0.0167,0.0172,115,0.0,0.0,,0.0033559,Q1 2016,CONSUMER DISCRETIONARY,"","",41.7
Eiger biopharmaceuticals inc,EIGR,"",139890.0,1138000.0,0.0166,0.0218,116,0.0,0.0,,0.4300114,Q1 2016,HEALTH CARE,"","",15.33
Tg therapeutics inc,TGTX,"",33893.0,907000.0,0.0132,0.0094,117,4131.0,13.880116,addition,0.0257761,Q2 2020,HEALTH CARE,"","",20.3673
Legend biotech corp ads,LEGN,"",25000.0,772000.0,0.0113,0.0172,118,0.0,0.0,,0.0193435,Q2 2020,HEALTH CARE,"","",42.56
Celldex therapeutics inc.,CLDX,"",49751.0,738000.0,0.0108,,119,49751.0,,new,0.1257384,Q3 2020,HEALTH CARE,"","",14.83
Sierra oncology inc,SRRA,"",66655.0,711000.0,0.0104,0.0131,120,0.0,0.0,,0.6037262,Q1 2017,HEALTH CARE,"","",3394.75
Akero therapeutics inc,AKRO,"",21938.0,675000.0,0.0099,,121,21938.0,,new,0.0631821,Q3 2020,HEALTH CARE,"","",30.79
Covetrus inc,CVET,"",26075.0,636000.0,0.0093,,122,26075.0,,new,0.0204484,Q3 2020,INFORMATION TECHNOLOGY,"","",24.4
Personalis inc,PSNL,"",27272.0,591000.0,0.0086,,123,27272.0,,new,0.0700489,Q3 2020,HEALTH CARE,"","",21.67
Replimune group inc,REPL,"",19230.0,443000.0,0.0065,,124,19230.0,,new,0.0418385,Q3 2020,HEALTH CARE,"","",23.02
Bio-rad laboratories inc class a,BIO,"",489.0,252000.0,0.0037,0.1133,125,-15000.0,-96.842921,reduction,0.0019765,Q3 2019,HEALTH CARE,"","",425.17
Outlook therapeutics inc,OTLKW,"",420875.0,54000.0,0.0008,0.0018,126,0.0,0.0,,N/A,Q4 2018, ,"","",
Axsome therapeutics inc,AXSM,"",0.0,0.0,,0.0667,"",-50000.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",82.28
Akebia therapeutics inc,AKBA,"",0.0,0.0,,0.0116,"",-52724.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",13.58
Momenta pharmaceuticals inc,MNTA1,"",0.0,0.0,,0.0165,"",-30637.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,"","",11.19
Bellus health ord shs,BLU:TSE,"",0.0,0.0,,0.1876,"",-1125000.0,-100.0,soldall,N/A,Q2 2020, ,"","",
Repro med systems inc,KRMD,"",0.0,0.0,,0.0109,"",-74813.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",6.53
Denali therapeutics inc,DNLI,"",0.0,0.0,,0.3331,"",-850000.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",17.51
Revance therapeutics inc,RVNC,"",0.0,0.0,,0.0261,"",-65839.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",16.07
Immunomedics inc.,IMMU1,PUT,0.0,0.0,,0.0574,"",-100000.0,-100.0,soldall,N/A,Q2 2020,HEALTH CARE,"","",
Neoleukin therapeutics ord shs,NLTX,"",0.0,0.0,,0.1446,"",-537425.0,-100.0,soldall,N/A,Q4 2019, ,"","",
Dynavax technologies corp,DVAX,"",0.0,0.0,,0.0254,"",-176950.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",8.87
Y-mabs therapeutics inc,YMAB,"",0.0,0.0,,0.2488,"",-355366.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",26.06
Medtronic plc,MDT,"",0.0,0.0,,0.0297,"",-20000.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",91.7
Agios pharmaceuticals inc,AGIO,"",0.0,0.0,,0.78,"",-900000.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",47.75
Fulcrum therapeutics inc,FULC,"",0.0,0.0,,0.2555,"",-894118.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",10.47
Vir biotechnology  inc.,VIR,"",0.0,0.0,,0.0087,"",-13024.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",40.97
Alector inc,ALEC,"",0.0,0.0,,0.2027,"",-511731.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,"","",18.72
Vocera communications inc,VCRA,"",0.0,0.0,,0.0996,"",-290000.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,"","",23.29
Cue biopharma inc,CUE,"",0.0,0.0,,0.0105,"",-26371.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",14.19
Dermtech inc,DMTK,"",0.0,0.0,,0.1044,"",-487121.0,-100.0,soldall,0.0000000,Q1 2020,FINANCE,"","",
Phreesia inc,PHR,"",0.0,0.0,,0.0321,"",-70000.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",26.64
Black diamond therapeutics  inc.,BDTX,"",0.0,0.0,,0.7129,"",-1104656.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",24.95
Zogenix inc,ZGNX,"",0.0,0.0,,2.1478,"",-4907139.0,-100.0,soldall,0.0000000,Q3 2016,HEALTH CARE,"","",22.68
Moderna inc,MRNA,PUT,0.0,0.0,,0.104,"",-100000.0,-100.0,soldall,N/A,Q2 2020,HEALTH CARE,"","",
Chemocentryx  inc.,CCXI,"",0.0,0.0,,0.0096,"",-10252.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",40.18
Karuna therapeutics inc,KRTX,"",0.0,0.0,,0.0125,"",-6944.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",75.34
Apellis pharmaceuticals inc,APLS,"",0.0,0.0,,0.006,"",-11418.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",26.79
Luminex corp,LMNX1,"",0.0,0.0,,0.01,"",-18926.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",27.53
Avadel phrmctcls adr,AVDL,"",0.0,0.0,,0.0022,"",-8681.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",7.55
Vapotherm inc,VAPO,"",0.0,0.0,,0.8892,"",-1338760.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,"","",18.08
