Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Gds holdings ltd adr,GDS,"",5730659.0,332206000.0,2.0002,1.6311,12,0.0,0.0,,3.7688293,Q2 2019,COMMUNICATIONS,"","",37.57
Carvana co,CVNA,"",6012907.0,331251000.0,1.9944,2.4955,13,1100000.0,22.390002,addition,3.6411906,Q1 2019,CONSUMER DISCRETIONARY,"","",60.8584
Tal education group american depositary adr,TAL,"",5762873.0,306931000.0,1.848,1.5328,14,0.0,0.0,,0.9737922,Q4 2015,CONSUMER DISCRETIONARY,"","",6.01
Workday inc,WDAY,"",2318000.0,301850000.0,1.8174,0.2523,15,2040000.0,733.81295,addition,0.9936888,Q3 2019,COMMUNICATIONS,"","",134.6347
Sunrun inc,RUN,"",29773257.0,300710000.0,1.8106,2.2689,16,0.0,0.0,,24.7832417,Q1 2018,ENERGY,"","",13.57
Uber technologies inc,UBER,"",9974716.0,278494000.0,1.6768,3.5472,17,-11640071.0,-53.852351,reduction,0.5774757,Q2 2019,CONSUMER DISCRETIONARY,"","",34.87
Mongodb inc,MDB,"",1911300.0,260969000.0,1.5713,1.3881,18,0.0,0.0,,3.3201744,Q4 2017,INFORMATION TECHNOLOGY,"","",132.5
Fleetcor technologies inc,FLT,"",1295325.0,241630000.0,1.4548,2.7421,19,-431775.0,-25.0,reduction,1.5162581,Q4 2012,INFORMATION TECHNOLOGY,"","",151.05
New oriental education & tech group inc adr,EDU,"",21415000.0,231796000.0,1.3956,0.964,20,7006590.0,48.628475,addition,1.3517089,Q4 2016,CONSUMER DISCRETIONARY,"","",75.2921
Elastic nv,ESTC,"",4019843.0,224347000.0,1.3508,1.4263,21,0.0,0.0,,4.9190081,Q4 2018,INFORMATION TECHNOLOGY,"","",65.62
Paypal holdings inc,PYPL,"",2320000.0,222117000.0,1.3374,1.4612,22,-128000.0,-5.228758,reduction,0.1978018,Q4 2019,COMMUNICATIONS,"","",108.17
Pinduoduo inc,PDD,"",5935004.0,213838000.0,1.2875,1.2386,23,0.0,0.0,,0.4955640,Q3 2018,CONSUMER DISCRETIONARY,"","",34.68
Atlassian corp plc,TEAM,"",1510000.0,207263000.0,1.2479,1.0027,24,0.0,0.0,,0.6152544,Q4 2015,INFORMATION TECHNOLOGY,"","",90.88
Anaplan inc,PLAN,"",6800903.0,205795000.0,1.2391,0.6339,25,4608503.0,210.203567,addition,4.9653689,Q3 2019,INFORMATION TECHNOLOGY,"","",36.4398
Athene holding ltd class a,ATH,"",7464626.0,185272000.0,1.1155,,26,7464626.0,,new,3.8433069,Q1 2020,FINANCE,"","",24.82
Zoom video communications inc,ZM,"",1226600.0,179231000.0,1.0791,0.4605,27,0.0,0.0,,0.4396390,Q2 2019,INFORMATION TECHNOLOGY,"","",88.34
Mastercard inc,MA,"",728500.0,175976000.0,1.0595,1.0314,28,102500.0,16.373802,addition,0.0724797,Q4 2007,FINANCE,"","",97.2664
Smartsheet inc,SMAR,"",4145400.0,172076000.0,1.0361,1.1664,29,-560300.0,-11.906836,reduction,3.4884124,Q1 2019,INFORMATION TECHNOLOGY,"","",42.13
Twilio inc,TWLO,"",1906000.0,170568000.0,1.027,1.0337,30,0.0,0.0,,1.3617132,Q3 2018,INFORMATION TECHNOLOGY,"","",115.88
Salesforce.com inc.,CRM,"",1132104.0,163000000.0,0.9814,0.6632,31,393104.0,53.194046,addition,0.1264921,Q4 2017,INFORMATION TECHNOLOGY,"","",124.743
Servicenow inc,NOW,"",557700.0,159826000.0,0.9623,0.8688,32,0.0,0.0,,0.2938356,Q3 2017,INFORMATION TECHNOLOGY,"","",163.22
Datadog inc,DDOG,"",3680572.0,132427000.0,0.7973,0.0938,33,3230572.0,717.904889,addition,1.2314430,Q3 2019,INFORMATION TECHNOLOGY,"","",35.7269
Peloton interactive inc,PTON,"",4153304.0,110270000.0,0.6639,,34,4153304.0,,new,1.4797903,Q1 2020,CONSUMER DISCRETIONARY,"","",26.55
8x8 inc,EGHT,"",4950000.0,68607000.0,0.4131,0.4999,35,0.0,0.0,,4.8312368,Q1 2019,INFORMATION TECHNOLOGY,"","",20.12
New relic inc,NEWR,"",1346000.0,62239000.0,0.3747,0.4881,36,0.0,0.0,,2.2716157,Q3 2019,INFORMATION TECHNOLOGY,"","",61.45
Adobe systems  inc.,ADBE,"",169000.0,53783000.0,0.3238,0.2712,37,20000.0,13.422819,addition,0.0350767,Q2 2018,INFORMATION TECHNOLOGY,"","",250.2466
Despegar.com corp,DESP,"",9256550.0,52485000.0,0.316,0.6886,38,0.0,0.0,,13.2904248,Q3 2017,COMMUNICATIONS,"","",32.0
Zendesk inc,ZEN,"",714000.0,45703000.0,0.2752,0.499,39,-466000.0,-39.491525,reduction,0.6264764,Q3 2018,INFORMATION TECHNOLOGY,"","",69.61
Alphabet inc. class a,GOOGL,"",30500.0,35439000.0,0.2134,0.7861,40,-75860.0,-71.323806,reduction,0.0044368,Q4 2019,COMMUNICATIONS,"","",1339.39
Momentive global inc,MNTV,"",2298995.0,31059000.0,0.187,0.2267,41,0.0,0.0,,1.6650956,Q3 2018,INFORMATION TECHNOLOGY,"","",16.03
Chewy inc,CHWY,"",800000.0,29992000.0,0.1806,0.128,42,0.0,0.0,,0.1993019,Q2 2019,CONSUMER DISCRETIONARY,"","",35.0
Shopify inc,SHOP,"",70000.0,29185000.0,0.1757,0.1536,43,0.0,0.0,,0.0664601,Q2 2015,COMMUNICATIONS,"","",33.95
Docusign inc,DOCU,"",300000.0,27720000.0,0.1669,0.1227,44,0.0,0.0,,0.1638204,Q2 2018,INFORMATION TECHNOLOGY,"","",52.95
Tencent music entertainment group,TME,"",2700000.0,27162000.0,0.1635,0.1749,45,0.0,0.0,,0.1609506,Q4 2018,INFORMATION TECHNOLOGY,"","",13.22
Visa inc,V,"",163000.0,26263000.0,0.1581,0.169,46,0.0,0.0,,0.0073559,Q3 2016,FINANCE,"","",80.48
Iqiyi inc,IQ,"",1000000.0,17800000.0,0.1072,0.1165,47,0.0,0.0,,0.1363057,Q1 2018,COMMUNICATIONS,"","",15.55
Stoneco ltd,STNE,"",768803.0,16737000.0,0.1008,0.1693,48,-273.0,-0.035497,reduction,0.2771860,Q4 2018,FINANCE,"","",18.44
Phoenix tree holdings ltd. ads,DNK1,"",1850000.0,15929000.0,0.0959,,49,1850000.0,,new,1.0115923,Q1 2020,REAL ESTATE,"","",8.61
Crowdstrike holdings inc,CRWD,"",250000.0,13920000.0,0.0838,0.0688,50,0.0,0.0,,0.1172536,Q2 2019,INFORMATION TECHNOLOGY,"","",68.29
Dynatrace inc,DT,"",500000.0,11920000.0,0.0718,0.0698,51,0.0,0.0,,0.1780612,Q3 2019,INFORMATION TECHNOLOGY,"","",18.67
Linx sa,LINX1,"",3350000.0,10854000.0,0.0654,0.1619,52,0.0,0.0,,1.8865864,Q2 2019,INFORMATION TECHNOLOGY,"","",9.12
Ceridian hcm holding inc,CDAY,"",170000.0,8512000.0,0.0513,0.0637,53,0.0,0.0,,0.1195532,Q2 2018,INFORMATION TECHNOLOGY,"","",33.19
Avalara inc,AVLR,"",100000.0,7460000.0,0.0449,0.0404,54,0.0,0.0,,0.1281882,Q2 2018,INFORMATION TECHNOLOGY,"","",53.37
Livongo health inc,LVGO1,"",250000.0,7133000.0,0.0429,0.0346,55,0.0,0.0,,0.2573440,Q3 2019,HEALTH CARE,"","",17.44
Huya inc,HUYA,"",362000.0,6136000.0,0.0369,0.0359,56,0.0,0.0,,0.1649258,Q2 2018,INFORMATION TECHNOLOGY,"","",32.89
Cardlytics inc,CDLX,"",124940.0,4368000.0,0.0263,0.1579,57,-330160.0,-72.546693,reduction,0.4634959,Q4 2019,INFORMATION TECHNOLOGY,"","",62.86
Cloudflare inc,NET,"",175000.0,4109000.0,0.0247,0.0165,58,0.0,0.0,,0.0576800,Q3 2019,INFORMATION TECHNOLOGY,"","",18.57
Farfetch ltd,FTCH,"",500000.0,3950000.0,0.0238,0.0286,59,0.0,0.0,,0.1471125,Q3 2018,CONSUMER DISCRETIONARY,"","",27.23
Xp inc.,XP,"",200000.0,3858000.0,0.0232,0.0425,60,0.0,0.0,,0.0362450,Q4 2019,FINANCE,"","",38.52
Dropbox inc,DBX,"",200000.0,3620000.0,0.0218,0.0198,61,0.0,0.0,,0.0466851,Q1 2018,INFORMATION TECHNOLOGY,"","",31.25
Tenable holdings inc,TENB,"",150000.0,3279000.0,0.0197,0.0198,62,0.0,0.0,,0.1499959,Q3 2018,INFORMATION TECHNOLOGY,"","",38.88
Solarwinds corp,SWI,"",189600.0,3134000.0,0.0189,0.0205,63,0.0,0.0,,0.0641433,Q4 2018,INFORMATION TECHNOLOGY,"","",13.83
Bill.com holdings  inc.,BILL,"",80000.0,2736000.0,0.0165,0.0168,64,0.0,0.0,,0.1105987,Q4 2019,INFORMATION TECHNOLOGY,"","",38.05
Pagerduty inc,PD,"",150000.0,2592000.0,0.0156,0.0194,65,0.0,0.0,,0.1927490,Q2 2019,INFORMATION TECHNOLOGY,"","",47.05
Douyu international holdings ltd,DOYU,"",400000.0,2564000.0,0.0154,0.0187,66,0.0,0.0,,0.1232196,Q3 2019,INFORMATION TECHNOLOGY,"","",8.19
Bilibili inc,BILI,"",100000.0,2342000.0,0.0141,0.0103,67,0.0,0.0,,0.0289497,Q1 2018,COMMUNICATIONS,"","",11.01
Onesmart international education group ltd,ONE,"",320000.0,1632000.0,0.0098,0.0118,68,0.0,0.0,,0.1977713,Q1 2018,CONSUMER DISCRETIONARY,"","",10.75
Health catalyst inc,HCAT,"",50000.0,1308000.0,0.0079,0.0096,69,0.0,0.0,,0.1342048,Q3 2019,INFORMATION TECHNOLOGY,"","",31.64
Medallia inc,MDLA1,"",50000.0,1002000.0,0.006,0.0086,70,0.0,0.0,,0.0361827,Q3 2019,INFORMATION TECHNOLOGY,"","",27.43
Redfin corp,RDFN,"",45273.0,698000.0,0.0042,0.0053,71,0.0,0.0,,0.0463826,Q3 2017,REAL ESTATE,"","",25.09
Sunlands online education group,STG,"",24000.0,411000.0,0.0025,0.0043,72,0.0,0.0,,0.1764257,Q1 2018,CONSUMER DISCRETIONARY,"","",8.3
J c penney company inc,CPPRQ1,"",850000.0,306000.0,0.0018,0.0053,73,0.0,0.0,,0.2648126,Q2 2017,CONSUMER DISCRETIONARY,"","",4.65
Farmland partners inc,FPI,"",44502.0,270000.0,0.0016,0.0017,74,0.0,0.0,,0.1181527,Q1 2017,REAL ESTATE,"","",11.17
Slack technologies inc,WORK2,"",0.0,0.0,,0.2489,"",-2006510.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",23.23
Barclays ipath series b s&p 500 vix shor,VXX,"",0.0,0.0,,0.0736,"",-220393.75,-100.0,soldall,No Data,Q1 2019,FINANCE,"","",29.26
