Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Allakos inc,ALLK,"",714250.0,99995000.0,0.3767,0.2273,19,15781.0,2.25937,addition,1.3603895,Q3 2019,HEALTH CARE,"","",62.0218
Cerus corp.,CERS,"",13713195.0,94895000.0,0.3575,0.343,20,0.0,0.0,,8.2045189,Q2 2012,HEALTH CARE,"","",4.35
Biocryst pharmaceutical inc.,BCRX,"",12695818.0,94584000.0,0.3563,0.1743,21,0.0,0.0,,7.1904246,Q4 2004,HEALTH CARE,"","",8.0
Pacific biosciences of california  inc.,PACB,"",3201972.0,83059000.0,0.3129,0.1282,22,-48028.0,-1.477785,reduction,1.7102438,Q3 2020,HEALTH CARE,"","",9.87
Zymeworks inc,ZYME,"",1708472.0,80742000.0,0.3042,0.318,23,0.0,0.0,,3.7184417,Q2 2018,HEALTH CARE,"","",14.76
Insmed inc,INSM,"",2156001.0,71773000.0,0.2704,0.2919,24,-116711.0,-5.135319,reduction,2.1164715,Q4 2012,HEALTH CARE,"","",21.13
Forma therapeutics holdings  inc.,FMTX,"",2024876.0,70668000.0,0.2662,0.3528,25,253367.0,14.302326,addition,4.9191220,Q2 2020,FINANCE,"","",45.0398
Rhythm pharmaceuticals inc,RYTM,"",2314873.0,68821000.0,0.2593,0.214,26,-156282.0,-6.324249,reduction,5.2367071,Q4 2017,HEALTH CARE,"","",29.6
Neurocrine biosciences inc.,NBIX,"",676975.0,64888000.0,0.2445,0.2601,27,0.0,0.0,,0.7245865,Q1 2014,HEALTH CARE,"","",65.88
Axsome therapeutics inc,AXSM,"",778834.0,63452000.0,0.239,0.2732,28,-180923.0,-18.850917,reduction,2.0855554,Q1 2019,HEALTH CARE,"","",30.04
Ultragenyx pharmaceutical inc,RARE,"",444444.0,61524000.0,0.2318,,29,444444.0,,new,0.6718141,Q4 2020,HEALTH CARE,"","",138.43
Nurix therapeutics  inc.,NRIX,"",1788921.0,58820000.0,0.2216,0.2495,30,0.0,0.0,,4.6040427,Q3 2020,HEALTH CARE,"","",34.91
Atreca inc,BCEL,"",3532760.0,57054000.0,0.2149,0.1972,31,0.0,0.0,,11.7792944,Q2 2019,HEALTH CARE,"","",18.84
Neoleukin therapeutics ord shs,NLTX,"",3821740.0,53887000.0,0.203,0.1833,32,0.0,0.0,,N/A,Q3 2019, ,"","",
Adaptimmune therapeutics plc adr,ADAP,"",9830877.0,52988000.0,0.1996,0.2019,33,3500523.0,55.297429,addition,6.3515671,Q1 2020,HEALTH CARE,"","",5.7699
Apellis pharmaceuticals inc,APLS,"",896551.0,51283000.0,0.1932,0.1081,34,0.0,0.0,,1.1837700,Q2 2018,HEALTH CARE,"","",25.57
Kiniksa pharmaceuticals ltd,KNSA,"",2799577.0,49469000.0,0.1864,0.1714,35,0.0,0.0,,8.8489385,Q2 2018,HEALTH CARE,"","",17.35
Adc therapeutics sa,ADCT,"",1418107.0,45394000.0,0.171,0.2225,36,-269393.0,-15.96403,reduction,2.0585092,Q2 2020,HEALTH CARE,"","",46.81
Aligos therapeutics  inc.,ALGS,"",1610000.0,44517000.0,0.1677,,37,1610000.0,,new,4.5966416,Q4 2020,HEALTH CARE,"","",27.65
Horizon therapeutics plc,HZNP,"",599110.0,43825000.0,0.1651,0.2069,38,-67390.0,-10.111028,reduction,0.2714466,Q1 2020,HEALTH CARE,"","",63.26
Krystal biotech inc,KRYS,"",698874.0,41932000.0,0.158,0.1333,39,-76318.0,-9.845045,reduction,3.5462121,Q3 2017,HEALTH CARE,"","",24.29
Chemocentryx  inc.,CCXI,"",656710.0,40663000.0,0.1532,0.197,40,-243111.0,-27.017707,reduction,0.9488875,Q1 2012,HEALTH CARE,"","",35.58
Global blood therapeutics inc,GBT,"",920375.0,39861000.0,0.1502,0.2028,41,0.0,0.0,,1.4893657,Q1 2020,HEALTH CARE,"","",54.93
Dbv technologies s.a. adr,DBVT,"",14614264.0,38289000.0,0.1442,0.101,42,0.0,0.0,,13.3300752,Q4 2014,HEALTH CARE,"","",19.06
Opthea ltd ads,OPT,"",3308705.0,37107000.0,0.1398,,43,3308705.0,,new,7.8390432,Q4 2020,HEALTH CARE,"","",11.215
Merus bv,MRUS,"",2037469.0,35717000.0,0.1346,0.0977,44,0.0,0.0,,7.0043388,Q2 2016,HEALTH CARE,"","",10.77
Alkermes plc.,ALKS,"",1535149.0,30626000.0,0.1154,0.09,45,176148.0,12.96158,addition,0.9645938,Q4 2015,HEALTH CARE,"","",21.2159
Frequency therapeutics inc,FREQ,"",856507.0,30200000.0,0.1138,0.0729,46,-93048.0,-9.799116,reduction,2.5389501,Q4 2019,HEALTH CARE,"","",17.54
Protagonist therapeutics inc,PTGX,"",1436192.0,28954000.0,0.1091,0.1247,47,-160006.0,-10.024195,reduction,3.3385298,Q1 2019,HEALTH CARE,"","",11.55
Bioatla  inc.,BCAB,"",825000.0,28058000.0,0.1057,,48,825000.0,,new,2.5643767,Q4 2020,HEALTH CARE,"","",34.01
Reata pharmaceuticals inc,RETA,"",223976.0,27688000.0,0.1043,0.0207,49,170793.0,321.142094,addition,0.7208564,Q4 2019,HEALTH CARE,"","",138.9854
Athira pharma  inc.,ATHA,"",806367.0,27618000.0,0.104,0.0651,50,-75985.0,-8.611643,reduction,2.4822608,Q3 2020,HEALTH CARE,"","",18.46
Aeglea biotherapeutics inc,AGLE,"",3410106.0,26838000.0,0.1011,0.1241,51,-969486.0,-22.136446,reduction,7.1137084,Q2 2016,HEALTH CARE,"","",7.84
Fulgent genetics inc,FLGT,"",495573.0,25819000.0,0.0973,0.0874,52,-50616.0,-9.267122,reduction,2.0416161,Q3 2016,HEALTH CARE,"","",12.09
Adaptive biotechnologies corp,ADPT,"",379682.0,22451000.0,0.0846,0.0856,53,-60857.0,-13.814214,reduction,0.2776013,Q2 2019,HEALTH CARE,"","",48.3
Verastem inc,VSTM,"",10144039.0,21607000.0,0.0814,,54,10144039.0,,new,5.9750098,Q4 2020,HEALTH CARE,"","",2.13
Mereo biopharma group plc,MREO,"",6030293.0,21588000.0,0.0813,,55,6030293.0,,new,8.9017485,Q4 2020,HEALTH CARE,"","",3.58
Altimmune inc,ALT,"",1884451.0,21257000.0,0.0801,0.1164,56,-322504.0,-14.613075,reduction,5.0735098,Q2 2020,HEALTH CARE,"","",10.82
Aurinia pharmaceuticals inc,AUPH,"",1410064.0,19501000.0,0.0735,0.0952,57,-207965.0,-12.852983,reduction,1.1140762,Q4 2019,HEALTH CARE,"","",20.26
Immatics n.v.,4A3:FWB,"",1805025.0,19476000.0,0.0734,0.0425,58,803611.0,80.24763,addition,2.8692810,Q3 2020,HEALTH CARE,"","",
Novavax inc,NVAX,"",169706.0,18924000.0,0.0713,0.0811,59,-17670.0,-9.430237,reduction,0.2665820,Q2 2020,HEALTH CARE,"","",83.35
Idera pharmaceuticals inc,IDRA,"",4608786.0,16914000.0,0.0637,0.0394,60,0.0,0.0,,13.0483883,Q2 2013,HEALTH CARE,"","",1004.76
Cymabay therapeutics inc,CBAY,"",2893276.0,16607000.0,0.0626,0.0941,61,-359266.0,-11.045699,reduction,4.2000263,Q2 2020,HEALTH CARE,"","",5.48
Invitae corp note 2.000% 9/0,DEBT-INVI,PRN,10300000.0,16446000.0,0.062,0.0675,62,0.0,0.0,,N/A,Q3 2020, ,"","",
Xencor inc,XNCR,"",369370.0,16116000.0,0.0607,0.0636,63,-40772.0,-9.940947,reduction,0.6428835,Q4 2013,HEALTH CARE,"","",11.52
Biomarin pharmaceutical inc,BMRN,PRN,15000000.0,16033000.0,0.0604,0.0625,64,0.0,0.0,,N/A,Q1 2006,HEALTH CARE,"","",
Albireo pharma inc,ALBO,"",412466.0,15472000.0,0.0583,0.0732,65,-136581.0,-24.876012,reduction,2.1620834,Q2 2017,HEALTH CARE,"","",24.95
Sangamo therapeutics inc,SGMO,"",857339.0,13379000.0,0.0504,0.0359,66,-92484.0,-9.736972,reduction,0.6061444,Q3 2013,HEALTH CARE,"","",10.51
Gw pharmaceuticals plc adr,GWPH,"",112897.0,13029000.0,0.0491,0.054,67,-25848.0,-18.629861,reduction,0.3620614,Q3 2017,HEALTH CARE,"","",132.99
Gamida cell ltd,GMDA,"",1548314.0,12990000.0,0.0489,0.0105,68,914990.0,144.474234,addition,2.6246045,Q2 2020,HEALTH CARE,"","",6.8275
Chinook therapeutics  inc.,KDNY,"",748693.0,11874000.0,0.0447,,69,748693.0,,new,1.7759033,Q4 2020,HEALTH CARE,"","",15.86
Five prime therapeutics inc,FPRX,"",668000.0,11363000.0,0.0428,,70,668000.0,,new,1.4422143,Q4 2020,HEALTH CARE,"","",17.01
Mirum pharmaceuticals inc,MIRM,"",647313.0,11302000.0,0.0426,0.0426,71,94304.0,17.052887,addition,2.1967479,Q3 2019,HEALTH CARE,"","",12.5819
Silverback therapeutics  inc.,SBTX,"",238095.0,11033000.0,0.0416,,72,238095.0,,new,0.6843441,Q4 2020,HEALTH CARE,"","",46.34
Xenon pharmaceuticals inc,XENE,"",687386.0,10572000.0,0.0398,0.0336,73,-72922.0,-9.591113,reduction,1.9635468,Q2 2020,HEALTH CARE,"","",12.54
Bluebird bio inc,BLUE,"",350469.47,9822000.0,0.037,0.0543,74,-38618.53,-9.925397,reduction,0.3419868,Q3 2013,HEALTH CARE,"","",58.05
Iveric bio inc,ISEE,"",1406037.0,9716000.0,0.0366,0.0317,75,0.0,0.0,,1.5698064,Q4 2019,HEALTH CARE,"","",3.89
Assembly biosciences inc,ASMB,"",1541418.0,9326000.0,0.0351,0.1013,76,0.0,0.0,,4.6678042,Q1 2015,HEALTH CARE,"","",17.5
Anaptysbio inc,ANAB,"",427179.0,9184000.0,0.0346,0.0287,77,-60064.0,-12.327319,reduction,1.5620230,Q1 2017,HEALTH CARE,"","",31.2
Crinetics pharmaceuticals inc,CRNX,"",616520.0,8699000.0,0.0328,0.0189,78,314200.0,103.929611,addition,1.8726501,Q3 2018,HEALTH CARE,"","",17.8956
Vaxart inc ord,VXRT,"",1398795.0,7987000.0,0.0301,0.0416,79,-167326.0,-10.684104,reduction,1.2778007,Q2 2020,HEALTH CARE,"","",
Cabaletta bio  inc.,CABA,"",636363.0,7942000.0,0.0299,0.0276,80,0.0,0.0,,2.6453987,Q4 2019,HEALTH CARE,"","",13.97
Hookipa pharma inc,HOOK,"",700481.0,7768000.0,0.0293,0.0265,81,0.0,0.0,,2.7191732,Q2 2019,HEALTH CARE,"","",6.73
Syros pharmaceuticals inc,SYRS,"",690167.0,7488000.0,0.0282,0.0244,82,0.0,0.0,,1.2281184,Q2 2016,HEALTH CARE,"","",13.72
Denali therapeutics inc,DNLI,"",88738.0,7433000.0,0.028,0.0142,83,-10662.0,-10.726358,reduction,0.0739986,Q1 2020,HEALTH CARE,"","",17.51
Karuna therapeutics inc,KRTX,"",69966.0,7108000.0,0.0268,0.024,84,-7810.0,-10.041658,reduction,0.2610032,Q1 2020,HEALTH CARE,"","",91.25
Autolus therapeutics plc,AUTL,"",782183.0,6993000.0,0.0263,0.0215,85,320859.0,69.551768,addition,1.4969894,Q2 2018,HEALTH CARE,"","",15.1682
Harmony biosciences holdings  inc.,HRMY,"",180000.0,6507000.0,0.0245,0.0542,86,-220000.0,-55.0,reduction,0.3164050,Q3 2020,HEALTH CARE,"","",33.9
Genetron holdings ltd ads,GTH,"",455306.0,6374000.0,0.024,0.0048,87,355306.0,355.306,addition,0.5152734,Q3 2020,HEALTH CARE,"","",13.5476
Intellia therapeutics inc,NTLA,"",111296.0,6055000.0,0.0228,0.0097,88,-10942.0,-8.95139,reduction,0.1722995,Q2 2016,HEALTH CARE,"","",21.2
Passage bio  inc.,PASG,"",235362.0,6018000.0,0.0227,0.0137,89,-25704.0,-9.845786,reduction,0.5168851,Q1 2020,HEALTH CARE,"","",15.75
Replimune group inc,REPL,"",153512.0,5856000.0,0.0221,0.019,90,-53074.0,-25.690996,reduction,0.3339946,Q2 2020,HEALTH CARE,"","",23.07
Iteos therapeutics  inc.,ITOS,"",150346.0,5085000.0,0.0192,0.0165,91,-17216.0,-10.274406,reduction,0.4290114,Q3 2020,HEALTH CARE,"","",24.67
Artara therapeutics inc,TARA,"",199671.0,4834000.0,0.0182,0.0134,92,0.0,0.0,,3.4082937,Q1 2020,HEALTH CARE,"","",23.0
Burning rock biotech ltd. ads,BNR,"",209131.0,4831000.0,0.0182,0.0238,93,-28169.0,-11.870628,reduction,0.2014662,Q2 2020,HEALTH CARE,"","",27.01
Gossamer bio inc,GOSS,"",480729.0,4649000.0,0.0175,,94,480729.0,,new,0.6331390,Q4 2020,HEALTH CARE,"","",9.67
Macrogenics inc,MGNX,"",200679.0,4588000.0,0.0173,,95,200679.0,,new,0.3570546,Q4 2020,HEALTH CARE,"","",22.86
Tricida inc,TCDA,"",629300.0,4437000.0,0.0167,,96,629300.0,,new,1.2539728,Q2 2018,HEALTH CARE,"","",7.05
Inflarx nv,IFRX,"",856228.0,4307000.0,0.0162,0.0172,97,-151331.0,-15.019567,reduction,3.2593092,Q4 2017,HEALTH CARE,"","",2.47
Alector inc,ALEC,"",239228.0,3620000.0,0.0136,0.0112,98,-26372.0,-9.929217,reduction,0.3018928,Q1 2020,HEALTH CARE,"","",24.13
Logicbio therapeutics inc,LOGC,"",451478.0,3445000.0,0.013,,99,451478.0,,new,1.4203457,Q4 2020,HEALTH CARE,"","",7.63
Tcr2 therapeutics inc,TCRR,"",110888.0,3430000.0,0.0129,0.0099,100,-11644.0,-9.502824,reduction,0.3317802,Q3 2020,HEALTH CARE,"","",20.32
Constellation pharmaceuticals inc,CNST,"",114735.0,3304000.0,0.0124,0.0108,101,-18598.0,-13.948535,reduction,0.2411639,Q3 2018,HEALTH CARE,"","",6.73
Legend biotech corp ads,LEGN,"",115626.0,3256000.0,0.0123,0.0158,102,-12574.0,-9.808112,reduction,0.0894643,Q2 2020,HEALTH CARE,"","",42.56
Ngm biopharmaceuticals inc,NGM,"",106616.0,3230000.0,0.0122,0.0075,103,-11484.0,-9.723963,reduction,0.1528666,Q2 2019,HEALTH CARE,"","",14.64
Chiasma inc,CHMA1,"",742133.0,3228000.0,0.0122,0.0128,104,0.0,0.0,,1.2838762,Q2 2020,HEALTH CARE,"","",5.38
Akero therapeutics inc,AKRO,"",118378.0,3054000.0,0.0115,0.0162,105,-13410.0,-10.175433,reduction,0.3409323,Q3 2020,HEALTH CARE,"","",30.79
Acceleron pharma inc,XLRN,"",22430.0,2870000.0,0.0108,0.0115,106,-3210.0,-12.519501,reduction,0.0372270,Q4 2013,HEALTH CARE,"","",89.87
Dicerna pharmaceuticals inc,DRNA,"",102121.0,2250000.0,0.0085,0.0081,107,-11014.0,-9.735272,reduction,0.1360799,Q1 2020,HEALTH CARE,"","",20.57
Inozyme pharma  inc.,INZY,"",106999.0,2208000.0,0.0083,0.0124,108,-11501.0,-9.705485,reduction,0.4577920,Q3 2020,HEALTH CARE,"","",26.29
Ovid therapeutics inc,OVID,"",955690.0,2208000.0,0.0083,0.0135,109,364929.0,61.772697,addition,1.5065605,Q1 2020,HEALTH CARE,"","",4.8877
Viking therapeutics inc,VKTX,"",363980.0,2049000.0,0.0077,0.0094,110,-40220.0,-9.95052,reduction,0.4989310,Q3 2018,HEALTH CARE,"","",17.42
Arcus biosciences inc,RCUS,"",72709.0,1888000.0,0.0071,0.0079,111,-42716.0,-37.007581,reduction,0.1119921,Q2 2018,HEALTH CARE,"","",12.24
Orchard therapeutics plc,ORTX,"",332502.0,1436000.0,0.0054,0.0056,112,-10700.0,-3.117697,reduction,0.3401574,Q4 2018,HEALTH CARE,"","",14.53
Leap therapeutics inc,LPTX,"",559705.0,1259000.0,0.0047,0.0044,113,0.0,0.0,,0.9381934,Q3 2019,HEALTH CARE,"","",1.17
Molecular templates inc,MTEM,"",133833.0,1257000.0,0.0047,0.0065,114,-14984.0,-10.068742,reduction,0.2678577,Q3 2017,HEALTH CARE,"","",7.45
Oyster point pharma  inc.,OYST,"",61424.0,1156000.0,0.0044,0.0058,115,-6804.0,-9.972445,reduction,0.2374493,Q2 2020,HEALTH CARE,"","",28.88
Infinity pharmaceuticals inc,INFI,"",522360.0,1107000.0,0.0042,0.0027,116,-58040.0,-10.0,reduction,0.8135592,Q3 2016,HEALTH CARE,"","",1.56
Galapagos nv adr,GLPG,"",11180.0,1107000.0,0.0042,0.007,117,-1232.0,-9.925878,reduction,0.0170917,Q2 2015,HEALTH CARE,"","",51.5
Evofem biosciences inc,EVFM,"",411396.0,991000.0,0.0037,0.0041,118,-21652.0,-4.999908,reduction,0.5061449,Q3 2019,HEALTH CARE,"","",4.22
Affimed n.v.,AFMD,"",164605.0,958000.0,0.0036,0.0026,119,-25195.0,-13.274499,reduction,0.1677594,Q3 2014,HEALTH CARE,"","",6.3
Bellicum pharmaceuticals inc,BLCM,"",249123.0,879000.0,0.0033,0.0065,120,0.0,0.0,,4.0841316,Q4 2014,HEALTH CARE,"","",2231.4
Kezar life sciences inc,KZR,"",139676.0,729000.0,0.0027,0.0111,121,-435282.0,-75.706747,reduction,0.3018829,Q2 2020,HEALTH CARE,"","",5.18
Adamas pharmaceuticals inc,ADMS,"",147996.0,641000.0,0.0024,0.0027,122,-15834.0,-9.664897,reduction,0.5189106,Q1 2016,HEALTH CARE,"","",14.46
Galmed pharmaceuticals ltd,GLMD,"",184927.0,575000.0,0.0022,0.0029,123,-20448.0,-9.956421,reduction,0.8758889,Q2 2018,HEALTH CARE,"","",11.9
Uniqure n.v.,QURE,"",6740.0,244000.0,0.0009,0.0286,124,-187643.0,-96.532619,reduction,0.0151474,Q4 2017,HEALTH CARE,"","",22.87
Sunesis pharmaceuticals inc,VIRX,"",53066.0,106000.0,0.0004,0.0003,125,0.0,0.0,,0.2932948,Q4 2014,HEALTH CARE,"","",750.99
Genfit sa,GNFT,"",14720.0,71000.0,0.0003,0.0006,126,-13676.0,-48.161713,reduction,0.0379381,Q1 2020,HEALTH CARE,"","",14.23
Urovant sciences ltd,UROV1,"",0.0,0.0,,0.0365,"",-978505.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",15.51
Applied therapeutics inc,APLT,"",0.0,0.0,,0.0032,"",-38034.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",32.69
Aravive inc,ARAV,"",0.0,0.0,,0.0014,"",-75854.0,-100.0,soldall,0.0000000,Q2 2014,HEALTH CARE,"","",279.81
Immunomedics inc.,IMMU1,"",0.0,0.0,,0.0808,"",-237694.0,-100.0,soldall,N/A,Q1 2020,HEALTH CARE,"","",14.81
Catalyst pharmaceuticals inc,CPRX,"",0.0,0.0,,0.0056,"",-474400.0,-100.0,soldall,0.0000000,Q1 2014,HEALTH CARE,"","",3.2
Neurocrine biosciences inc.,NBIX,PRN,0.0,0.0,,0.1692,"",-30770000.0,-100.0,soldall,N/A,Q2 2018,HEALTH CARE,"","",
Myokardia inc,MYOK1,"",0.0,0.0,,1.6394,"",-3009344.0,-100.0,soldall,N/A,Q3 2016,HEALTH CARE,"","",72.13
Exact sciences corp,EXAS,"",0.0,0.0,,0.7521,"",-1846139.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",92.48
