Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Roblox corp. class a,RBLX,"",827864.0,74781000.0,0.2928,0.1315,65,413753.0,99.91355,addition,0.1603629,Q1 2021,INFORMATION TECHNOLOGY,"","",77.3996
Nvidia corp.,NVDA,"",370360.0,74292000.0,0.2909,0.3858,66,-219620.0,-37.224991,reduction,0.0148620,Q4 2016,INFORMATION TECHNOLOGY,"","",285.25
Kratos defense & security solutions inc,KTOS,"",2505636.0,72062000.0,0.2821,0.1779,67,1174730.0,88.265437,addition,2.0213664,Q3 2018,INDUSTRIALS,"","",24.6709
Adaptive biotechnologies corp,ADPT,"",1782219.0,71289000.0,0.2791,0.0787,68,1383409.0,346.884231,addition,1.2660876,Q2 2020,HEALTH CARE,"","",41.961
Cloudflare inc,NET,"",677235.0,71245000.0,0.2789,0.2591,69,-75665.0,-10.049807,reduction,0.2570782,Q4 2020,INFORMATION TECHNOLOGY,"","",74.78
Mongodb inc,MDB,"",196356.0,70492000.0,0.276,0.4177,70,-122467.0,-38.412222,reduction,0.3159892,Q3 2020,INFORMATION TECHNOLOGY,"","",275.54
Activision blizzard inc,ATVI,"",700320.0,66530000.0,0.2605,0.303,71,35221.0,5.295603,addition,0.0900492,Q3 2020,INFORMATION TECHNOLOGY,"","",86.5507
Bilibili inc,BILI,"",533360.0,64985000.0,0.2544,0.2658,72,26635.0,5.256303,addition,0.1774039,Q3 2020,COMMUNICATIONS,"","",45.607
Materialise nv adr,MTLS,"",2640699.0,63509000.0,0.2486,0.4651,73,0.0,0.0,,4.8749035,Q3 2018,INFORMATION TECHNOLOGY,"","",18.86
Niu technologies,NIU,"",1903794.0,62463000.0,0.2446,0.0823,74,1445481.0,315.391665,addition,2.8294904,Q3 2020,CONSUMER DISCRETIONARY,"","",31.2248
Stoneco ltd,STNE,"",887698.0,59582000.0,0.2333,,75,887698.0,,new,0.3362002,Q2 2021,FINANCE,"","",67.06
Compugen ltd,CGEN,"",7162406.0,59090000.0,0.2313,0.3014,76,0.0,0.0,,8.5350128,Q3 2018,HEALTH CARE,"","",4.43
Deere & co.,DE,"",160118.0,56522000.0,0.2213,0.1815,77,61089.0,61.68799,addition,0.0513294,Q2 2017,INDUSTRIALS,"","",243.8213
Charles schwab corp,SCHW,"",717806.0,51840000.0,0.203,0.3825,78,-479956.0,-40.071066,reduction,0.0397225,Q3 2016,FINANCE,"","",39.21
Aptiv plc,APTV,"",333764.0,50899000.0,0.1993,0.07,79,230179.0,222.212676,addition,0.1233843,Q1 2018,INDUSTRIALS,"","",140.7881
Monday.com ltd,MNDY,"",225313.0,47316000.0,0.1852,,80,225313.0,,new,0.5153049,Q2 2021,INFORMATION TECHNOLOGY,"","",5.4471
Caterpillar inc.,CAT,"",204423.0,44654000.0,0.1748,0.1004,81,116001.0,131.190202,addition,0.0373395,Q4 2018,INDUSTRIALS,"","",179.259
Arcturus therapeutics ltd,ARCT,"",1214901.0,41185000.0,0.1612,0.0639,82,899089.0,284.691209,addition,4.6146445,Q2 2019,HEALTH CARE,"","",32.6416
Nxp semiconductors n.v.,NXPI,"",195544.0,40155000.0,0.1572,0.1535,83,39939.0,25.666913,addition,0.0737526,Q3 2018,INFORMATION TECHNOLOGY,"","",154.7281
Aerovironment inc,AVAV,"",403019.0,39697000.0,0.1554,0.0784,84,265130.0,192.277847,addition,1.6265316,Q1 2018,INDUSTRIALS,"","",88.637
Solaredge technologies inc,SEDG,"",136974.0,37743000.0,0.1478,,85,136974.0,,new,0.2620495,Q2 2021,ENERGY,"","",276.37
Bill.com holdings  inc.,BILL,"",198674.0,35771000.0,0.14,0.0589,86,116035.0,140.411912,addition,0.2109294,Q1 2021,INFORMATION TECHNOLOGY,"","",167.5069
Adobe systems  inc.,ADBE,"",61177.0,35605000.0,0.1394,0.322,87,-77084.0,-55.752526,reduction,0.0128415,Q3 2020,INFORMATION TECHNOLOGY,"","",488.95
Splunk inc,SPLK,"",244363.0,35188000.0,0.1378,,88,244363.0,,new,0.1490769,Q4 2016,INFORMATION TECHNOLOGY,"","",144.58
Beam therapeutics inc.,BEAM,"",253631.0,32972000.0,0.1291,0.0899,89,24230.0,10.56229,addition,0.3822583,Q4 2020,HEALTH CARE,"","",85.9739
Apple inc,AAPL,"",237918.0,32552000.0,0.1274,0.9806,90,-1400790.0,-85.481367,reduction,0.0014393,Q1 2010,INFORMATION TECHNOLOGY,"","",67.75
The exone co,XONE,"",1475897.0,31732000.0,0.1242,0.2267,91,0.0,0.0,,6.6427562,Q3 2018,COMMUNICATIONS,"","",9.14
Castle biosciences inc,CSTL,"",445112.0,28403000.0,0.1112,,92,445112.0,,new,1.7686079,Q2 2021,HEALTH CARE,"","",73.33
Ansys  inc.,ANSS,"",92758.0,27842000.0,0.109,0.0629,93,54928.0,145.196934,addition,0.1063098,Q2 2018,INFORMATION TECHNOLOGY,"","",324.262
Personalis inc,PSNL,"",1072717.0,26818000.0,0.105,0.1474,94,-149961.0,-12.264963,reduction,2.4153502,Q3 2019,HEALTH CARE,"","",18.17
Hdfc bank ltd adr,HDB,"",343076.0,24774000.0,0.097,0.2702,95,-366874.0,-51.676034,reduction,0.0186046,Q4 2016,FINANCE,"","",46.47
Burning rock biotech ltd. ads,BNR,"",761503.0,21718000.0,0.085,0.1139,96,-101840.0,-11.796007,reduction,0.8730466,Q4 2020,HEALTH CARE,"","",25.14
Dominos pizza inc,DPZ,"",47066.0,21674000.0,0.0849,0.0646,97,11238.0,31.366529,addition,0.1277086,Q4 2016,CONSUMER DISCRETIONARY,"","",362.1788
Vertex pharmaceuticals  inc.,VRTX,"",108081.0,21670000.0,0.0848,0.1297,98,-15166.0,-12.305371,reduction,0.0416612,Q1 2019,HEALTH CARE,"","",208.73
Ionis phrmacutls,IONS,"",508374.0,20381000.0,0.0798,0.1097,99,10118.0,2.030683,addition,0.3601717,Q1 2019,HEALTH CARE,"","",58.3844
Codexis inc,CDXS,"",978252.0,20201000.0,0.0791,0.1085,100,10580.0,1.093346,addition,1.5133677,Q1 2019,MATERIALS,"","",18.1988
L3harris technologies inc,LHX,"",94600.0,20044000.0,0.0785,0.0341,101,60246.0,175.368225,addition,0.0801967,Q3 2018,INFORMATION TECHNOLOGY,"","",211.1785
Veeva systems inc,VEEV,"",63640.0,19063000.0,0.0746,0.0925,102,-8622.0,-11.931582,reduction,0.0460650,Q4 2020,INFORMATION TECHNOLOGY,"","",270.96
Nanostring technologies inc,NSTG,"",320397.0,18263000.0,0.0715,0.1035,103,-1008.0,-0.313623,reduction,0.7038346,Q3 2018,HEALTH CARE,"","",26.38
Blade air mobility inc,BLDE,"",1652020.0,17528000.0,0.0686,0.0471,104,717064.0,76.694946,addition,2.3868570,Q4 2020,TRANSPORTS,"","",10.3868
Accolade  inc.,ACCD,"",428232.0,17386000.0,0.0681,0.1071,105,-53653.0,-11.133984,reduction,0.6481122,Q4 2020,INFORMATION TECHNOLOGY,"","",44.22
Lockheed martin corp.,LMT,"",45228.0,17096000.0,0.0669,0.0306,106,28336.0,167.748046,addition,0.0163327,Q1 2018,INDUSTRIALS,"","",373.181
Dicerna pharmaceuticals inc,DRNA,"",452167.0,16875000.0,0.0661,,107,452167.0,,new,0.5816837,Q2 2021,HEALTH CARE,"","",37.32
Corteva inc,CTVA,"",386532.0,16775000.0,0.0657,0.0974,108,-40027.0,-9.383696,reduction,0.0526478,Q3 2019,MATERIALS,"","",28.83
Quantum-si incorporated,QSI,"",1283001.0,16012000.0,0.0627,,109,1283001.0,,new,1.1016368,Q2 2021,HEALTH CARE,"","",12.26
Incyte corporation,INCY,"",189909.0,15762000.0,0.0617,0.0852,110,-24131.0,-11.274061,reduction,0.0859958,Q1 2019,HEALTH CARE,"","",81.41
Synopsys inc.,SNPS,"",55345.0,15116000.0,0.0592,0.5326,111,-383452.0,-87.387106,reduction,0.0362740,Q2 2019,INFORMATION TECHNOLOGY,"","",222.65
Magna international inc. class a,MGA,"",160415.0,14888000.0,0.0583,0.0754,112,-14351.0,-8.211551,reduction,0.0533551,Q1 2021,CONSUMER DISCRETIONARY,"","",88.04
Markforged holding corporation,MKFG,"",1452176.0,14468000.0,0.0566,0.0491,113,588242.0,68.088766,addition,0.7838929,Q1 2021,INFORMATION TECHNOLOGY,"","",10.9378
Schrodinger  inc.,SDGR,"",184455.0,13963000.0,0.0547,0.078,114,-24353.0,-11.662867,reduction,0.2995659,Q2 2020,INFORMATION TECHNOLOGY,"","",78.41
Raven industries inc.,RAVN,"",237026.0,13593000.0,0.0532,0.0792,115,-184809.0,-43.810732,reduction,0.6599154,Q3 2020,INDUSTRIALS,"","",30.38
Bhp group plc,BBL,"",216940.0,13027000.0,0.051,0.0636,116,-7454.0,-3.321836,reduction,0.0205429,Q1 2012,MATERIALS,"","",44.3
Bristol-myers squibb co,BMY,"",194780.0,12894000.0,0.0505,0.083,117,-73723.0,-27.457049,reduction,0.0087655,Q1 2019,HEALTH CARE,"","",49.72
Garmin ltd,GRMN,"",89643.0,12729000.0,0.0498,0.0617,118,-5838.0,-6.114305,reduction,0.0466109,Q3 2018,CONSUMER DISCRETIONARY,"","",115.55
Signify health  inc.,SGFY,"",493723.0,12713000.0,0.0498,,119,493723.0,,new,0.2938296,Q2 2021,INFORMATION TECHNOLOGY,"","",30.43
Cellectis s.a. adr,CLLS,"",786883.0,11976000.0,0.0469,0.0882,120,-103628.0,-11.636914,reduction,1.7308850,Q1 2019,HEALTH CARE,"","",18.48
Freeport-mcmoran copper & gold  inc,FCX,"",299193.0,11235000.0,0.044,0.0504,121,-12979.0,-4.157644,reduction,0.0203801,Q4 2009,MATERIALS,"","",21.8
Elbit systems ltd,ESLT,"",86486.0,11099000.0,0.0435,0.0413,122,27531.0,46.698329,addition,0.1956690,Q1 2018,INDUSTRIALS,"","",134.8012
Nutrien ltd,NTR,"",179927.0,10997000.0,0.0431,0.0496,123,-7864.0,-4.187634,reduction,0.0315299,Q4 2009,MATERIALS,"","",27.16
Joby aviation inc,JOBY,"",1097793.0,10956000.0,0.0429,0.0049,124,998471.0,1005.286845,addition,1.5910043,Q1 2021,TRANSPORTS,"","",9.9954
Exxonmobil corp. (standard oil of new jersey),XOM,"",171404.0,10937000.0,0.0428,0.0487,125,-6712.0,-3.768331,reduction,0.0040487,Q4 2009,ENERGY,"","",72.22
1life healthcare inc.,ONEM,"",335678.0,10567000.0,0.0414,,126,335678.0,,new,0.2435936,Q2 2021,INFORMATION TECHNOLOGY,"","",33.06
Calyxt inc,CLXT,"",2539936.0,10007000.0,0.0392,0.0772,127,-78351.0,-2.992453,reduction,6.8147786,Q1 2019,HEALTH CARE,"","",6.68
Boeing company,BA,"",41321.0,9973000.0,0.039,0.0244,128,21763.0,111.274159,addition,0.0070495,Q3 2018,INDUSTRIALS,"","",246.9769
Chevron corp. (standard oil of california),CVX,"",91131.0,9681000.0,0.0379,0.0511,129,-8330.0,-8.375142,reduction,0.0047123,Q4 2009,ENERGY,"","",95.56
3d systems corp.,DDD,"",241020.0,9665000.0,0.0378,,130,241020.0,,new,0.1924534,Q2 2021,INDUSTRIALS,"","",39.97
Companhia vale de rio doce s.a. adr,VALE,"",406663.0,9280000.0,0.0363,0.0341,131,6125.0,1.529193,addition,0.0076954,Q3 2020,MATERIALS,"","",11.6408
908 devices inc.,MASS,"",241013.0,9183000.0,0.036,0.0164,132,171910.0,248.77357,addition,0.8716845,Q1 2021,HEALTH CARE,"","",41.5455
Totalenergies se,TTE,"",197116.0,9089000.0,0.0356,0.0444,133,2432.0,1.249204,addition,0.0074653,Q4 2009,ENERGY,"","",48.8452
Spirit aerosystems holdings inc. class a,SPR,"",187131.0,8864000.0,0.0347,0.0211,134,98612.0,111.402072,addition,0.1774936,Q3 2018,INDUSTRIALS,"","",47.8617
United parcel service  inc. class b,UPS,"",42668.0,8845000.0,0.0346,0.0436,135,-9679.0,-18.490076,reduction,0.0058587,Q4 2019,TRANSPORTS,"","",151.12
Recursion pharmaceuticals inc,RXRX,"",235846.0,8613000.0,0.0337,,136,235846.0,,new,0.1401170,Q2 2021,HEALTH CARE,"","",36.5
Rio tinto plc (nyse) adr,RIO,"",75684.0,6339000.0,0.0248,0.0321,137,-8582.0,-10.184416,reduction,0.0060655,Q4 2009,MATERIALS,"","",48.5
International paper co.,IP,"",101018.0,5947000.0,0.0233,0.0279,138,-4369.0,-4.145673,reduction,0.0258467,Q4 2009,MATERIALS,"","",45.54
Royal dutch shell plc class a adr,RDS.A,"",144016.0,5923000.0,0.0232,0.0289,139,-6288.0,-4.183521,reduction,0.0070230,Q4 2009,ENERGY,"","",53.77
Berkeley lights  inc.,BLI,"",134345.0,5880000.0,0.023,0.019,140,57280.0,74.326867,addition,0.2002143,Q4 2020,HEALTH CARE,"","",67.939
Barrick gold corp,GOLD,"",243351.0,5067000.0,0.0198,0.0244,141,-7902.0,-3.145037,reduction,0.0136837,Q4 2009,MATERIALS,"","",22.35
Linde plc (praxair inc.),LIN,"",17003.0,4908000.0,0.0192,0.0244,142,-742.0,-4.18146,reduction,0.0032925,Q4 2019,MATERIALS,"","",196.02
Conocophillips (phillips petroleum),COP,"",77735.0,4815000.0,0.0189,0.0198,143,1410.0,1.847363,addition,0.0058051,Q4 2013,ENERGY,"","",53.7717
Steel dynamics  inc.,STLD,"",79004.0,4706000.0,0.0184,0.0205,144,-3397.0,-4.122523,reduction,0.0387058,Q3 2015,MATERIALS,"","",31.59
Newmont mining corp. (holding co.),NEM,"",72343.0,4614000.0,0.0181,0.0223,145,-3150.0,-4.172572,reduction,0.0090528,Q2 2016,MATERIALS,"","",40.33
Velo3d inc,VLD,"",458777.0,4588000.0,0.018,,146,458777.0,,new,1.3297884,Q2 2021,FINANCE,"","",10.01
Seer  inc.,SEER,"",135796.0,4451000.0,0.0174,0.0376,147,-17498.0,-11.414667,reduction,0.2392706,Q1 2021,HEALTH CARE,"","",50.02
Organovo holdings inc,ONVO,"",478570.0,4379000.0,0.0171,0.0228,148,-5241.0,-1.083274,reduction,5.4974189,Q3 2018,HEALTH CARE,"","",11.07
Bp plc adr (british petroleum),BP,"",162753.0,4378000.0,0.0171,0.0203,149,-7117.0,-4.189674,reduction,0.0048358,Q3 2010,ENERGY,"","",37.82
Suncor energy  inc.,SU,"",178992.0,4375000.0,0.0171,0.018,150,2796.0,1.586869,addition,0.0120053,Q4 2013,ENERGY,"","",29.7581
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",19703.0,4322000.0,0.0169,0.0076,151,12549.0,175.412357,addition,0.0028539,Q4 2019,INDUSTRIALS,"","",212.2007
Nucor corp. (nuclear corp. of america),NUE,"",42888.0,4113000.0,0.0161,0.0199,152,-7729.0,-15.269573,reduction,0.0146029,Q3 2010,MATERIALS,"","",52.76
Weyerhaeuser corp.,WY,"",118207.0,3989000.0,0.0156,0.0215,153,-5165.0,-4.186525,reduction,0.0157655,Q3 2010,MATERIALS,"","",29.68
Heico corp.,HEI,"",28120.0,3920000.0,0.0153,0.0078,154,15439.0,121.749073,addition,0.0518578,Q3 2018,INDUSTRIALS,"","",130.9329
Archer aviation inc,ACHR,"",383234.0,3817000.0,0.0149,0.0049,155,284183.0,286.905735,addition,0.7664680,Q1 2021,FINANCE,"","",9.9833
Air products & chemicals inc,APD,"",13382.0,3787000.0,0.0148,0.019,156,-429.0,-3.10622,reduction,0.0060452,Q2 2020,MATERIALS,"","",276.22
Archer-daniels-midland co.,ADM,"",60755.0,3665000.0,0.0143,0.0177,157,-2661.0,-4.196102,reduction,0.0108743,Q4 2009,CONSUMER STAPLES,"","",37.38
Alamos gold inc,AGI,"",455323.0,3506000.0,0.0137,0.0182,158,-19832.0,-4.173796,reduction,0.1158747,Q4 2017,MATERIALS,"","",5.57
Baker hughes company,BKR,"",143330.0,3332000.0,0.013,0.0118,159,32326.0,29.121473,addition,0.0173002,Q1 2013,ENERGY,"","",26.5642
Teck resources ltd,TECK,"",129330.0,2982000.0,0.0117,0.0147,160,-27534.0,-17.552785,reduction,0.0246519,Q3 2010,MATERIALS,"","",23.71
Agnico-eagle mines  ltd,AEM,"",47213.0,2873000.0,0.0112,0.0141,161,-2631.0,-5.278469,reduction,0.0193300,Q1 2018,MATERIALS,"","",41.36
Univar solutions inc,UNVR,"",114209.0,2770000.0,0.0108,0.0125,162,-4253.0,-3.590181,reduction,0.0668248,Q4 2017,MATERIALS,"","",24.82
