Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Mondelez international inc. (kraft foods),MDLZ,"",84691.0,4665000.0,0.0371,0.012,53,59373.0,234.509045,addition,0.0058726,Q1 2019,CONSUMER STAPLES,"","",54.5479
Tyson foods  inc.,TSN,"",49875.0,4541000.0,0.0361,0.0134,54,31725.0,174.793388,addition,0.0136760,Q2 2019,CONSUMER STAPLES,"","",87.8158
Anheuser-busch inbev sa adr,BUD,"",54636.0,4482000.0,0.0357,0.0186,55,31780.0,139.044452,addition,0.0033455,Q1 2019,CONSUMER STAPLES,"","",87.5243
Vanguard total stock market etf,VTI,"",25156.0,4116000.0,0.0327,0.0544,56,-16854.0,-40.119019,reduction,No Data,Q3 2019,FINANCE,"","",151.0
Simply good foods co/the,SMPL,"",136581.0,3898000.0,0.031,0.0041,57,120007.0,724.067817,addition,0.1431367,Q2 2019,CONSUMER STAPLES,"","",27.9988
J c penney company inc,CPPRQ1,"",3429321.0,3841000.0,0.0306,0.0142,58,1559687.0,83.422049,addition,1.0789457,Q3 2019,CONSUMER DISCRETIONARY,"","",0.9946
Green dot corp,GDOT,"",164298.0,3828000.0,0.0305,0.2708,59,-1086997.0,-86.869763,reduction,0.3170552,Q2 2019,FINANCE,"","",48.9
Ishares msci united kingdom etf-ishares msci united kingdom etf,EWU,"",97512.0,3325000.0,0.0265,0.0023,60,88878.0,1029.395413,addition,No Data,Q2 2019,FINANCE,"","",33.9424
Molson coors brewing co,TAP,"",55827.0,3009000.0,0.0239,0.0078,61,40062.0,254.119886,addition,0.0258040,Q3 2019,CONSUMER STAPLES,"","",54.9166
Coupa software inc,COUP,"",20195.0,2953000.0,0.0235,0.0072,62,13746.0,213.149325,addition,0.0321372,Q4 2018,INFORMATION TECHNOLOGY,"","",140.9235
Hostess brands inc class a,TWNK,"",195808.0,2847000.0,0.0226,0.0045,63,158011.0,418.051697,addition,0.1502517,Q2 2019,FINANCE,"","",14.5207
Papa johns international inc.,PZZA,"",44816.0,2830000.0,0.0225,0.0335,64,-29859.0,-39.98527,reduction,0.1409751,Q1 2018,CONSUMER DISCRETIONARY,"","",52.45
Expedia group inc,EXPE,"",24297.0,2627000.0,0.0209,,65,24297.0,,new,0.0162381,Q4 2019,CONSUMER DISCRETIONARY,"","",108.14
Crocs inc,CROX,"",61400.0,2572000.0,0.0205,,66,61400.0,,new,0.0881930,Q4 2019,CONSUMER DISCRETIONARY,"","",41.89
Keurig dr pepper inc,KDP,"",82560.0,2390000.0,0.019,,67,82560.0,,new,0.0058553,Q2 2019,CONSUMER STAPLES,"","",28.95
Macys inc,M,"",136320.0,2317000.0,0.0184,0.3134,68,-2216430.0,-94.205929,reduction,0.0441279,Q2 2018,CONSUMER DISCRETIONARY,"","",15.62
Gap (the),GPS,"",118546.0,2096000.0,0.0167,,69,118546.0,,new,0.0315458,Q4 2019,CONSUMER DISCRETIONARY,"","",17.68
Wix.com ltd,WIX,"",16839.0,2061000.0,0.0164,0.0893,70,-72462.0,-81.143548,reduction,0.0337726,Q2 2019,COMMUNICATIONS,"","",142.1
Walgreens boots alliance inc.,WBA,"",34732.0,2048000.0,0.0163,,71,34732.0,,new,0.0038914,Q4 2019,CONSUMER STAPLES,"","",58.96
Avis budget group inc. (cuc international - cendant),CAR,"",63460.0,2046000.0,0.0163,,72,63460.0,,new,0.0835220,Q4 2019,TRANSPORTS,"","",32.24
Glu mobile inc,GLUU1,"",337029.0,2039000.0,0.0162,0.0257,73,-263027.0,-43.833742,reduction,0.2310158,Q2 2019,INFORMATION TECHNOLOGY,"","",5.17
Chipotle mexican grill  inc.,CMG,"",2426.0,2031000.0,0.0162,0.0222,74,-658.0,-21.335927,reduction,0.0087518,Q4 2017,CONSUMER DISCRETIONARY,"","",767.12
Colgate-palmolive co.,CL,"",28846.0,1986000.0,0.0158,,75,28846.0,,new,0.0033620,Q4 2019,CONSUMER STAPLES,"","",68.84
Carters inc,CRI,"",18148.0,1984000.0,0.0158,,76,18148.0,,new,0.0405633,Q2 2018,CONSUMER DISCRETIONARY,"","",109.34
Costco co.,COST,"",6477.0,1904000.0,0.0151,0.0062,77,3973.0,158.666134,addition,0.0014746,Q3 2018,CONSUMER STAPLES,"","",281.9857
Zillow group inc class c,Z,"",40116.0,1843000.0,0.0147,0.112,78,-397962.0,-90.842727,reduction,0.0281102,Q4 2017,COMMUNICATIONS,"","",34.57
Lululemon athletica inc.,LULU,"",7851.0,1819000.0,0.0145,0.0259,79,-7871.0,-50.063605,reduction,0.0060267,Q1 2018,CONSUMER DISCRETIONARY,"","",190.49
Urban outfitters inc.,URBN,"",65372.0,1815000.0,0.0144,,80,65372.0,,new,0.0667197,Q4 2019,CONSUMER DISCRETIONARY,"","",27.77
Turning point brands inc,TPB,"",63001.0,1802000.0,0.0143,0.0026,81,49906.0,381.107293,addition,0.3204527,Q2 2019,CONSUMER STAPLES,"","",32.3123
Hanesbrands  inc.,HBI,"",121043.0,1797000.0,0.0143,0.0029,82,99284.0,456.289352,addition,0.0334798,Q3 2019,CONSUMER DISCRETIONARY,"","",14.9345
Southwest airlines co.,LUV,"",32148.0,1735000.0,0.0138,0.0032,83,25170.0,360.705073,addition,0.0061945,Q3 2019,TRANSPORTS,"","",53.9865
Qurate retail group inc series a (formerly liberty interactive),QRTEA,"",197218.0,1663000.0,0.0132,,84,197218.0,,new,0.0471926,Q2 2019,COMMUNICATIONS,"","",8.43
Nortonlifelock inc,NLOK,"",63423.0,1619000.0,0.0129,,85,63423.0,,new,0.0102621,Q4 2019,INFORMATION TECHNOLOGY,"","",25.52
Williams-sonoma inc.,WSM,"",21696.0,1593000.0,0.0127,0.011,86,2742.0,14.466603,addition,0.0278083,Q1 2018,CONSUMER DISCRETIONARY,"","",65.3154
Cracker barrel old country store  inc.,CBRL,"",10272.0,1579000.0,0.0126,0.0228,87,-6121.0,-37.339108,reduction,0.0426933,Q4 2018,CONSUMER DISCRETIONARY,"","",169.19
Boston beer inc class a,SAM,"",4082.0,1542000.0,0.0123,0.0053,88,2379.0,139.694656,addition,0.0337355,Q2 2019,CONSUMER STAPLES,"","",377.8125
Petmed express inc,PETS,"",63483.0,1493000.0,0.0119,,89,63483.0,,new,0.3145837,Q4 2019,CONSUMER DISCRETIONARY,"","",23.52
Lands end inc,LE,"",87344.0,1467000.0,0.0117,0.0013,90,73721.0,541.150995,addition,0.2698301,Q1 2018,CONSUMER DISCRETIONARY,"","",15.95
Roku inc,ROKU,"",10762.0,1441000.0,0.0115,,91,10762.0,,new,0.0092592,Q4 2019,INFORMATION TECHNOLOGY,"","",133.9
Stamps.com inc,STMP1,"",17045.0,1424000.0,0.0113,,92,17045.0,,new,0.0993298,Q4 2019,INFORMATION TECHNOLOGY,"","",83.52
Block (h&r) inc.,HRB,"",60430.0,1419000.0,0.0113,,93,60430.0,,new,0.0301066,Q4 2019,CONSUMER DISCRETIONARY,"","",23.48
Burlington stores inc,BURL,"",6068.0,1384000.0,0.011,,94,6068.0,,new,0.0091565,Q2 2019,CONSUMER DISCRETIONARY,"","",228.03
Spdr(r) euro stoxx 50(r) etf-spdr(r) euro stoxx 50(r) etf,FEZ,"",32717.0,1335000.0,0.0106,,95,32717.0,,new,No Data,Q1 2019,FINANCE,"","",40.79
G-iii apparel group ltd,GIII,"",39763.0,1332000.0,0.0106,0.0132,96,-20209.0,-33.697392,reduction,0.0832733,Q3 2019,CONSUMER DISCRETIONARY,"","",25.77
Signet jewelers ltd,SIG,"",60977.0,1326000.0,0.0105,,97,60977.0,,new,0.1166801,Q2 2019,CONSUMER DISCRETIONARY,"","",21.74
Hormel foods corp.,HRL,"",29176.0,1316000.0,0.0105,,98,29176.0,,new,0.0054640,Q4 2019,CONSUMER STAPLES,"","",45.11
Procter & gamble co. (oh) (1905),PG,"",10515.0,1313000.0,0.0104,0.0226,99,-10701.0,-50.438348,reduction,0.0004202,Q1 2019,CONSUMER STAPLES,"","",120.35
Caleres inc. (brown shoe co.),CAL,"",54724.0,1300000.0,0.0103,0.009,100,9689.0,21.514378,addition,0.1343910,Q4 2018,CONSUMER DISCRETIONARY,"","",21.1659
Tapestry inc,TPR,"",47898.0,1292000.0,0.0103,,101,47898.0,,new,0.0166411,Q2 2019,CONSUMER DISCRETIONARY,"","",26.97
El pollo loco holdings inc,LOCO,"",84879.0,1285000.0,0.0102,,102,84879.0,,new,0.2303990,Q4 2019,CONSUMER DISCRETIONARY,"","",15.14
Dunkin brands group inc,DNKN1,"",16853.0,1273000.0,0.0101,0.0308,103,-28363.0,-62.727795,reduction,0.0203735,Q4 2018,CONSUMER DISCRETIONARY,"","",77.62
Red robin gourmet burgers inc,RRGB,"",38047.0,1256000.0,0.01,0.033,104,-77797.0,-67.156693,reduction,0.2933462,Q2 2019,CONSUMER DISCRETIONARY,"","",31.35
Medallia inc,MDLA1,"",40201.0,1251000.0,0.01,,105,40201.0,,new,0.0315080,Q4 2019,INFORMATION TECHNOLOGY,"","",31.11
Yeti holdings inc,YETI,"",35819.0,1246000.0,0.0099,,106,35819.0,,new,0.0421996,Q4 2019,CONSUMER DISCRETIONARY,"","",34.78
Ross stores inc. (de),ROST,"",10697.0,1245000.0,0.0099,0.0426,107,-34576.0,-76.372231,reduction,0.0029572,Q4 2018,CONSUMER DISCRETIONARY,"","",102.6
Treehouse foods inc,THS,"",25481.0,1236000.0,0.0098,,108,25481.0,,new,0.0453399,Q4 2019,CONSUMER STAPLES,"","",48.5
Ishares msci hong kong etf-ishares msci hong kong etf,EWH,"",49558.0,1206000.0,0.0096,,109,49558.0,,new,No Data,Q2 2019,FINANCE,"","",24.33
La-z-boy inc,LZB,"",37848.0,1191000.0,0.0095,,110,37848.0,,new,0.0811666,Q2 2019,CONSUMER DISCRETIONARY,"","",31.48
Westinghouse air brake technologies corp,WAB,"",15252.0,1187000.0,0.0094,,111,15252.0,,new,0.0081059,Q4 2019,INDUSTRIALS,"","",77.8
3m co. (minnesota mining & manufacturing),MMM,"",6711.0,1184000.0,0.0094,,112,6711.0,,new,0.0011666,Q4 2019,INDUSTRIALS,"","",176.42
Dicks sporting goods  inc,DKS,"",23458.0,1161000.0,0.0092,0.0498,113,-118993.0,-83.532583,reduction,0.0259549,Q1 2018,CONSUMER DISCRETIONARY,"","",37.63
Six flags entertainment corp.,SIX,"",25574.0,1154000.0,0.0092,,114,25574.0,,new,0.0303153,Q2 2019,COMMUNICATIONS,"","",45.11
Commscope holding co inc,COMM,"",79772.0,1132000.0,0.009,,115,79772.0,,new,0.0410963,Q4 2019,INFORMATION TECHNOLOGY,"","",14.19
Irobot corp,IRBT,"",22188.0,1123000.0,0.0089,,116,22188.0,,new,0.0789047,Q4 2019,CONSUMER DISCRETIONARY,"","",50.63
Tractor supply company,TSCO,"",11882.0,1110000.0,0.0088,,117,11882.0,,new,0.0099623,Q4 2019,CONSUMER DISCRETIONARY,"","",93.44
Tjx companies inc.,TJX,"",18153.0,1108000.0,0.0088,0.0284,118,-41320.0,-69.476905,reduction,0.0015016,Q1 2018,CONSUMER DISCRETIONARY,"","",49.92
Delta air lines inc.,DAL,"",18821.0,1101000.0,0.0088,,119,18821.0,,new,0.0028946,Q4 2019,TRANSPORTS,"","",58.48
Tailored brands inc,TLRDQ1,"",250980.0,1039000.0,0.0083,,120,250980.0,,new,0.4956161,Q2 2019,CONSUMER DISCRETIONARY,"","",4.14
Spirit aerosystems holdings inc. class a,SPR,"",14242.0,1038000.0,0.0083,,121,14242.0,,new,0.0137617,Q4 2019,INDUSTRIALS,"","",72.88
Monro muffler brake  inc.,MNRO,"",12952.0,1013000.0,0.0081,,122,12952.0,,new,0.0389886,Q4 2019,CONSUMER DISCRETIONARY,"","",78.2
Ptc inc.,PTC,"",13466.0,1008000.0,0.008,,123,13466.0,,new,0.0116913,Q4 2019,INFORMATION TECHNOLOGY,"","",74.89
Merck & co,MRK,"",11547.91,1002000.0,0.008,,124,11547.91,,new,0.0004304,Q4 2019,HEALTH CARE,"","",90.95
Zumiez inc,ZUMZ,"",28428.0,982000.0,0.0078,0.0387,125,-113994.0,-80.039601,reduction,0.1103571,Q2 2019,CONSUMER DISCRETIONARY,"","",29.89
Marketaxess holdings inc,MKTX,"",2547.0,966000.0,0.0077,,126,2547.0,,new,0.0067452,Q4 2019,FINANCE,"","",379.11
Teradata corp.,TDC,"",35780.0,958000.0,0.0076,,127,35780.0,,new,0.0313585,Q4 2019,INFORMATION TECHNOLOGY,"","",26.77
Altice usa inc,ATUS,"",34970.0,956000.0,0.0076,,128,34970.0,,new,0.0053989,Q4 2019,CONSUMER DISCRETIONARY,"","",27.34
Lamb weston holdings inc,LW,"",11006.0,947000.0,0.0075,,129,11006.0,,new,0.0075353,Q4 2019,CONSUMER STAPLES,"","",86.03
Prog holdings inc,PRG,"",19315.56,936000.0,0.0074,,130,19315.56,,new,0.0242531,Q4 2019,CONSUMER DISCRETIONARY,"","",57.11
Citrix systems inc.,CTXS,"",8429.0,935000.0,0.0074,,131,8429.0,,new,0.0064393,Q4 2019,INFORMATION TECHNOLOGY,"","",110.9
Hertz global hld,HTZGQ1,"",58937.0,928000.0,0.0074,0.0633,132,-474650.0,-88.954566,reduction,0.0414845,Q2 2018,CONSUMER DISCRETIONARY,"","",14.3
Incyte corporation,INCY,"",10471.0,914000.0,0.0073,,133,10471.0,,new,0.0048686,Q4 2019,HEALTH CARE,"","",87.32
Ebay inc.,EBAY,"",25254.0,912000.0,0.0073,,134,25254.0,,new,0.0030109,Q4 2019,CONSUMER DISCRETIONARY,"","",36.11
Carvana co,CVNA,"",9793.0,901000.0,0.0072,,135,9793.0,,new,0.0064790,Q4 2019,CONSUMER DISCRETIONARY,"","",92.05
Amc networks inc,AMCX,"",22699.0,897000.0,0.0071,,136,22699.0,,new,0.0407962,Q4 2019,COMMUNICATIONS,"","",39.5
Ppl corp. (pennsylvania power & light),PPL,"",24656.0,885000.0,0.007,,137,24656.0,,new,0.0034138,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",35.88
Middleby corp (the),MIDD,"",7988.0,875000.0,0.007,,138,7988.0,,new,0.0143488,Q4 2019,INDUSTRIALS,"","",109.52
Concho resources inc,CXO1,"",9967.0,873000.0,0.0069,,139,9967.0,,new,0.0049567,Q4 2019,ENERGY,"","",87.57
Element solutions inc,ESI,"",74146.0,866000.0,0.0069,,140,74146.0,,new,0.0257157,Q4 2019,MATERIALS,"","",11.68
Philip morris international inc,PM,"",10002.0,851000.0,0.0068,,141,10002.0,,new,0.0006429,Q4 2019,CONSUMER STAPLES,"","",85.09
World wrestling entertainment inc,WWE,"",13022.0,845000.0,0.0067,,142,13022.0,,new,0.0165548,Q4 2019,COMMUNICATIONS,"","",64.87
Darden restaurants inc,DRI,"",7648.0,834000.0,0.0066,0.0093,143,-1570.0,-17.031894,reduction,0.0062382,Q1 2018,CONSUMER DISCRETIONARY,"","",121.53
Boeing company,BA,"",2551.0,831000.0,0.0066,,144,2551.0,,new,0.0004533,Q4 2019,INDUSTRIALS,"","",325.76
Ipg photonics corp,IPGP,"",5564.0,806000.0,0.0064,,145,5564.0,,new,0.0104586,Q4 2019,INFORMATION TECHNOLOGY,"","",144.92
S&p global inc. (mcgraw-hill inc.),SPGI,"",2947.0,805000.0,0.0064,,146,2947.0,,new,0.0011965,Q4 2019,COMMUNICATIONS,"","",273.05
Mohawk industries inc.,MHK,"",5847.0,797000.0,0.0063,,147,5847.0,,new,0.0081040,Q4 2019,CONSUMER DISCRETIONARY,"","",136.38
Etsy inc,ETSY,"",17760.0,787000.0,0.0063,0.0779,148,-143070.0,-88.957284,reduction,0.0147435,Q3 2019,CONSUMER DISCRETIONARY,"","",56.5
Gartner  inc.,IT,"",5107.0,787000.0,0.0063,,149,5107.0,,new,0.0056656,Q4 2019,INFORMATION TECHNOLOGY,"","",154.1
The trade desk inc class a,TTD,"",30210.0,785000.0,0.0062,,150,30210.0,,new,0.0067163,Q4 2019,COMMUNICATIONS,"","",259.78
Marriott international inc/md,MAR,"",5131.0,777000.0,0.0062,,151,5131.0,,new,0.0015579,Q4 2019,CONSUMER DISCRETIONARY,"","",151.43
Dish network corp  class a,DISH,"",21782.0,773000.0,0.0061,,152,21782.0,,new,0.0046349,Q4 2019,COMMUNICATIONS,"","",35.47
Deere & co.,DE,"",4414.0,765000.0,0.0061,,153,4414.0,,new,0.0014018,Q4 2019,INDUSTRIALS,"","",173.26
Janus henderson group plc,JHG,"",31063.0,759000.0,0.006,,154,31063.0,,new,0.0169050,Q4 2019,FINANCE,"","",24.45
Lennox international  inc.,LII,"",3072.0,749000.0,0.006,,155,3072.0,,new,0.0079318,Q4 2019,INDUSTRIALS,"","",243.97
Abbvie inc,ABBV,"",8406.0,744000.0,0.0059,,156,8406.0,,new,0.0005686,Q4 2019,HEALTH CARE,"","",88.54
Sprouts farmers market inc,SFM,"",37235.0,721000.0,0.0057,0.0287,157,-135880.0,-78.491176,reduction,0.0315257,Q3 2019,CONSUMER DISCRETIONARY,"","",19.34
Baker hughes company,BKR,"",28085.0,720000.0,0.0057,,158,28085.0,,new,0.0027059,Q4 2019,ENERGY,"","",25.63
Rollins  inc.,ROL,"",32535.0,719000.0,0.0057,0.0042,159,11065.5,51.540558,addition,0.0066231,Q3 2019,INDUSTRIALS,"","",33.7605
Old dominion freight line inc,ODFL,"",5673.0,718000.0,0.0057,,160,5673.0,,new,0.0047269,Q4 2019,TRANSPORTS,"","",126.52
Applied materials inc.,AMAT,"",11507.0,702000.0,0.0056,0.07,161,-152155.0,-92.969046,reduction,0.0012457,Q3 2019,INFORMATION TECHNOLOGY,"","",49.9
Dropbox inc,DBX,"",39162.0,701000.0,0.0056,0.0044,162,13523.0,52.743867,addition,0.0094734,Q3 2019,INFORMATION TECHNOLOGY,"","",19.3896
Heico corp.,HEI,"",6082.0,694000.0,0.0055,,163,6082.0,,new,0.0045337,Q4 2019,INDUSTRIALS,"","",114.15
Colfax corp,CFX,"",18948.0,689000.0,0.0055,,164,18948.0,,new,0.0161027,Q4 2019,INDUSTRIALS,"","",36.38
United airlines holdings inc,UAL,"",7824.0,689000.0,0.0055,,165,7824.0,,new,0.0030453,Q4 2019,TRANSPORTS,"","",88.09
Medtronic plc,MDT,"",6055.0,687000.0,0.0055,,166,6055.0,,new,0.0004513,Q4 2019,HEALTH CARE,"","",113.45
Dennys corp.,DENN,"",34368.0,683000.0,0.0054,0.0201,167,-68747.0,-66.670223,reduction,0.0578294,Q2 2019,CONSUMER DISCRETIONARY,"","",20.71
