Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Proto labs inc,PRLB,"",1590666.0,244008000.0,1.3858,1.5931,25,186240.0,13.260934,addition,5.9456270,Q3 2018,CONSUMER DISCRETIONARY,"","",102.1202
Meta platforms  inc.,FB,"",873096.0,238495000.0,1.3545,1.9076,26,60452.0,7.438928,addition,0.0363189,Q2 2019,COMMUNICATIONS,"","",245.4699
Snap inc class a,SNAP,"",4555968.0,228117000.0,1.2955,1.0564,27,40659.0,0.90047,addition,0.3689916,Q3 2019,UTILITIES AND TELECOMMUNICATIONS,"","",18.6529
Splunk inc,SPLK,"",1315623.0,223511000.0,1.2694,1.5247,28,409168.0,45.139362,addition,0.8135148,Q4 2016,INFORMATION TECHNOLOGY,"","",122.6044
Apple inc,AAPL,"",1549006.0,205538000.0,1.1673,1.2173,29,380404.0,32.552058,addition,0.0089345,Q1 2010,INFORMATION TECHNOLOGY,"","",64.6035
Ke holdings inc.,BEKE,"",3337470.0,205388000.0,1.1664,,30,3337470.0,,new,0.2831293,Q4 2020,INFORMATION TECHNOLOGY,"","",61.54
Iovance biotherapeutics inc,IOVA,"",4423910.0,205269000.0,1.1658,1.0293,31,904165.0,25.688367,addition,3.0158773,Q1 2019,HEALTH CARE,"","",30.1216
Baidu inc adr,BIDU,"",889326.0,192308000.0,1.0922,0.0646,32,831943.0,1449.807434,addition,0.3261742,Q4 2016,COMMUNICATIONS,"","",216.2181
Unity software inc.,U,"",1237531.0,189924000.0,1.0786,,33,1237531.0,,new,0.4570296,Q4 2020,INFORMATION TECHNOLOGY,"","",153.47
Alibaba group holding ltd adr,BABA,"",804418.0,187212000.0,1.0632,1.7353,34,142908.0,21.603302,addition,0.0297312,Q4 2016,COMMUNICATIONS,"","",200.7983
Workday inc,WDAY,"",747758.0,179170000.0,1.0175,1.118,35,175394.0,30.643786,addition,0.4154211,Q3 2019,COMMUNICATIONS,"","",181.5361
Exact sciences corp,EXAS,"",1325289.0,175588000.0,0.9972,0.1052,36,1209150.0,1041.123137,addition,0.7853662,Q3 2020,HEALTH CARE,"","",129.8137
Amazon.com inc.,AMZN,"",52365.0,170549000.0,0.9686,1.3284,37,5466.0,11.654833,addition,0.0104364,Q4 2009,CONSUMER DISCRETIONARY,"","",1634.0446
Veracyte inc,VCYT,"",3272038.0,160134000.0,0.9094,0.7169,38,281501.0,9.413059,addition,5.6514497,Q3 2018,HEALTH CARE,"","",28.5677
Zoom video communications inc,ZM,"",463545.0,156363000.0,0.888,0.1502,39,427936.0,1201.763599,addition,0.2332706,Q3 2020,INFORMATION TECHNOLOGY,"","",347.5208
Netflix inc,NFLX,"",287194.0,155294000.0,0.8819,0.7146,40,127998.0,80.402774,addition,0.0650062,Q1 2018,COMMUNICATIONS,"","",489.0734
Pinduoduo inc,PDD,"",834776.0,148315000.0,0.8423,0.4373,41,173417.0,26.221311,addition,0.0680713,Q1 2019,CONSUMER DISCRETIONARY,"","",53.8636
Materialise nv adr,MTLS,"",2655198.0,143938000.0,0.8175,0.8494,42,-2165.0,-0.081472,reduction,4.9016696,Q3 2018,INFORMATION TECHNOLOGY,"","",18.86
Seres therapeutics inc,MCRB,"",5823603.0,142678000.0,0.8103,1.3486,43,291933.0,5.277484,addition,6.3821539,Q3 2018,HEALTH CARE,"","",4.8947
Peloton interactive inc,PTON,"",905635.0,137403000.0,0.7803,0.3811,44,476234.0,110.906588,addition,0.3544382,Q3 2020,CONSUMER DISCRETIONARY,"","",126.8369
Pacific biosciences of california  inc.,PACB,"",5019138.0,130196000.0,0.7394,0.3655,45,902585.0,21.925747,addition,2.6808322,Q3 2020,HEALTH CARE,"","",12.7598
Jd.com inc adr,JD,"",1407450.0,123715000.0,0.7026,0.6977,46,406408.0,40.598496,addition,0.0908104,Q4 2016,CONSUMER DISCRETIONARY,"","",72.7576
Synopsys inc.,SNPS,"",348017.0,90220000.0,0.5124,0.5468,47,56565.0,19.407999,addition,0.2274138,Q2 2019,INFORMATION TECHNOLOGY,"","",216.0854
Nanostring technologies inc,NSTG,"",1330140.0,88960000.0,0.5052,0.5106,48,-590410.0,-30.741715,reduction,3.0185637,Q3 2018,HEALTH CARE,"","",26.38
Stratasys ltd,SSYS,"",4152236.0,86034000.0,0.4886,0.5973,49,-1296253.0,-23.791055,reduction,7.3338741,Q3 2018,INFORMATION TECHNOLOGY,"","",25.62
Compugen ltd,CGEN,"",7028228.0,85112000.0,0.4834,1.0102,50,21748.0,0.310398,addition,8.4990571,Q3 2018,HEALTH CARE,"","",4.3541
Iridium communications inc,IRDM,"",2113329.0,83107000.0,0.472,0.4153,51,253853.0,13.651857,addition,1.5853726,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,"","",25.4719
Liveperson inc.,LPSN,"",1332248.0,82906000.0,0.4708,0.3627,52,547892.0,69.852465,addition,1.9918433,Q3 2020,COMMUNICATIONS,"","",56.2012
Lightspeed pos inc.,LSPD,"",1126447.0,79209000.0,0.4498,,53,1126447.0,,new,0.9478606,Q4 2020,INFORMATION TECHNOLOGY,"","",70.39
Cerus corp.,CERS,"",11103210.0,76834000.0,0.4364,0.5408,54,1402054.0,14.452443,addition,6.6429812,Q3 2018,HEALTH CARE,"","",5.4871
Intuit  inc.,INTU,"",197555.0,75041000.0,0.4262,0.4068,55,56151.0,39.709626,addition,0.0720883,Q4 2016,INFORMATION TECHNOLOGY,"","",255.9788
Guidewire software  inc.,GWRE,"",581148.0,74811000.0,0.4249,0.4302,56,103970.0,21.788515,addition,0.6938734,Q4 2016,INFORMATION TECHNOLOGY,"","",98.916
Charles schwab corp,SCHW,"",1280130.0,67898000.0,0.3856,0.4123,57,-2122.0,-0.16549,reduction,0.0711269,Q3 2016,FINANCE,"","",39.21
Walt disney co. (the),DIS,"",365946.0,66302000.0,0.3765,0.2126,58,173545.0,90.199635,addition,0.0202126,Q3 2020,COMMUNICATIONS,"","",151.1589
Interactive brokers group inc,IBKR,"",1085213.0,66111000.0,0.3755,0.4839,59,-78229.0,-6.723928,reduction,1.1956050,Q4 2017,FINANCE,"","",49.39
Mimecast ltd,MIME,"",1133379.0,64421000.0,0.3659,0.2564,60,469722.0,70.777826,addition,1.7738901,Q3 2020,INFORMATION TECHNOLOGY,"","",51.0313
Fastly inc,FSLY,"",733591.0,64094000.0,0.364,0.3386,61,332001.0,82.67163,addition,0.7163975,Q3 2020,INFORMATION TECHNOLOGY,"","",90.8243
Huya inc,HUYA,"",3112174.0,62026000.0,0.3523,0.5405,62,570702.0,22.455569,addition,1.3226549,Q3 2020,INFORMATION TECHNOLOGY,"","",23.2128
Alphabet inc. class c,GOOG,"",32531.0,56990000.0,0.3237,0.2638,63,12513.0,62.508742,addition,0.0098618,Q2 2014,COMMUNICATIONS,"","",1499.4013
Caredx inc,CDNA,"",769063.0,55719000.0,0.3164,0.2477,64,25388.0,3.413857,addition,1.5613205,Q3 2019,HEALTH CARE,"","",24.352
Opendoor technologies  inc.,OPEN,"",2431580.0,55270000.0,0.3139,,65,2431580.0,,new,5.8733816,Q4 2020,CONSUMER DISCRETIONARY,"","",22.73
Mongodb inc,MDB,"",150674.0,54098000.0,0.3072,0.1793,66,62726.0,71.32169,addition,0.2500136,Q3 2020,INFORMATION TECHNOLOGY,"","",284.6011
Nvidia corp.,NVDA,"",404796.0,52846000.0,0.3001,0.5919,67,-80108.0,-16.520383,reduction,0.0163488,Q4 2016,INFORMATION TECHNOLOGY,"","",171.48
Etsy inc,ETSY,"",294818.0,52451000.0,0.2979,0.1884,68,122687.0,71.275366,addition,0.2338137,Q3 2020,CONSUMER DISCRETIONARY,"","",145.0506
Hdfc bank ltd adr,HDB,"",680883.0,49201000.0,0.2794,0.3612,69,-121852.0,-15.179605,reduction,0.0370874,Q4 2016,FINANCE,"","",45.14
Agora  inc. ads,API,"",1235941.0,48894000.0,0.2777,,70,1235941.0,,new,1.2456009,Q4 2020,INFORMATION TECHNOLOGY,"","",39.56
Fate therapeutics inc,FATE,"",537664.0,48890000.0,0.2777,0.1714,71,49265.0,10.087039,addition,0.6162760,Q2 2019,HEALTH CARE,"","",25.4545
Activision blizzard inc,ATVI,"",525093.0,48755000.0,0.2769,0.2756,72,144589.0,37.999338,addition,0.0679418,Q3 2020,INFORMATION TECHNOLOGY,"","",84.2268
Bilibili inc,BILI,"",563980.0,48344000.0,0.2746,0.2353,73,-65850.0,-10.455202,reduction,0.1632705,Q3 2020,COMMUNICATIONS,"","",41.6
Lendingclub corp,LC,"",4548260.0,48030000.0,0.2728,0.2428,74,-1344084.0,-22.810685,reduction,5.8137586,Q4 2016,FINANCE,"","",346.25
Five9 inc,FIVN,"",272635.0,47548000.0,0.27,0.1831,75,113277.0,71.083347,addition,0.4131987,Q3 2020,INFORMATION TECHNOLOGY,"","",148.2607
Syros pharmaceuticals inc,SYRS,"",4381992.0,47545000.0,0.27,0.3213,76,199646.0,4.773541,addition,7.7975406,Q3 2018,HEALTH CARE,"","",9.5138
Adobe systems  inc.,ADBE,"",92120.0,46071000.0,0.2616,0.1826,77,50534.0,121.516857,addition,0.0192029,Q3 2020,INFORMATION TECHNOLOGY,"","",495.7456
Microsoft corp.,MSFT,"",206874.0,46013000.0,0.2613,0.1638,78,119954.0,138.005062,addition,0.0027362,Q3 2020,INFORMATION TECHNOLOGY,"","",217.3403
Cloudflare inc,NET,"",594415.0,45170000.0,0.2565,,79,594415.0,,new,0.2541169,Q4 2020,INFORMATION TECHNOLOGY,"","",75.99
Elastic nv,ESTC,"",305484.0,44640000.0,0.2535,0.0938,80,207481.0,211.708825,addition,0.3495094,Q3 2020,INFORMATION TECHNOLOGY,"","",133.8621
Verisk analytics inc,VRSK,"",211975.0,44004000.0,0.2499,0.3373,81,3855.0,1.852297,addition,0.1303741,Q4 2016,INDUSTRIALS,"","",122.5453
Datadog inc,DDOG,"",429809.0,42310000.0,0.2403,0.2278,82,179125.0,71.4545,addition,0.2065905,Q3 2020,INFORMATION TECHNOLOGY,"","",100.6097
Crowdstrike holdings inc,CRWD,"",199351.0,42227000.0,0.2398,0.2155,83,24735.0,14.165369,addition,0.1058801,Q3 2020,INFORMATION TECHNOLOGY,"","",146.5638
Atlassian corp plc,TEAM,"",177504.0,41513000.0,0.2358,0.1659,84,73523.0,70.70811,addition,0.1343068,Q3 2020,INFORMATION TECHNOLOGY,"","",203.3618
Salesforce.com inc.,CRM,"",183704.0,40880000.0,0.2322,0.7036,85,-129818.0,-41.406345,reduction,0.0200171,Q1 2016,INFORMATION TECHNOLOGY,"","",151.68
Avalara inc,AVLR,"",241309.0,39789000.0,0.226,0.0764,86,171334.0,244.850304,addition,0.2853335,Q3 2020,INFORMATION TECHNOLOGY,"","",154.0012
Personalis inc,PSNL,"",1073118.0,39287000.0,0.2231,0.1769,87,151705.0,16.464387,addition,2.7563336,Q3 2019,HEALTH CARE,"","",17.265
Okta inc,OKTA,"",147365.0,37469000.0,0.2128,0.1675,88,59786.0,68.265223,addition,0.1215718,Q3 2020,INFORMATION TECHNOLOGY,"","",230.2443
Trimble navigation ltd.,TRMB,"",532681.0,35567000.0,0.202,0.1774,89,112802.0,26.865359,addition,0.2129228,Q1 2018,INFORMATION TECHNOLOGY,"","",41.7986
Coupa software inc,COUP,"",103292.0,35007000.0,0.1988,0.1497,90,42554.0,70.061576,addition,0.1431109,Q3 2020,INFORMATION TECHNOLOGY,"","",300.8826
Deere & co.,DE,"",101517.0,27313000.0,0.1551,0.1511,91,25146.0,32.926111,addition,0.0323962,Q2 2017,INDUSTRIALS,"","",176.6453
Hubspot inc,HUBS,"",68228.0,27048000.0,0.1536,0.1052,92,27304.0,66.718796,addition,0.1486850,Q3 2020,INFORMATION TECHNOLOGY,"","",333.9336
Regeneron pharmaceuticals inc.,REGN,"",53918.0,26048000.0,0.1479,0.1411,93,25546.0,90.039476,addition,0.0514204,Q1 2019,HEALTH CARE,"","",396.7964
Zendesk inc,ZEN,"",169796.0,24301000.0,0.138,0.0903,94,70333.0,70.712727,addition,0.1455269,Q3 2020,INFORMATION TECHNOLOGY,"","",119.5717
Anaplan inc,PLAN,"",335134.0,24079000.0,0.1367,0.1078,95,134855.0,67.33357,addition,0.2361895,Q3 2020,INFORMATION TECHNOLOGY,"","",66.3102
Marketaxess holdings inc,MKTX,"",41122.0,23463000.0,0.1333,,96,41122.0,,new,0.1083199,Q4 2020,FINANCE,"","",570.56
Smartsheet inc,SMAR,"",327974.0,22725000.0,0.1291,0.0831,97,135799.0,70.664238,addition,0.2682860,Q3 2020,INFORMATION TECHNOLOGY,"","",57.6473
Flir systems inc,FLIR1,"",515228.0,22582000.0,0.1282,0.1077,98,173795.0,50.901641,addition,0.3928446,Q2 2019,INFORMATION TECHNOLOGY,"","",42.5974
Kratos defense & security solutions inc,KTOS,"",777518.0,21327000.0,0.1211,0.1186,99,76901.0,10.976182,addition,0.6333843,Q3 2018,INDUSTRIALS,"","",17.0494
Vertex pharmaceuticals  inc.,VRTX,"",89449.0,21140000.0,0.1201,0.1998,100,5457.0,6.497047,addition,0.0343984,Q1 2019,HEALTH CARE,"","",206.4049
Cellectis s.a. adr,CLLS,"",773788.0,20939000.0,0.1189,0.1128,101,101167.0,15.040714,addition,1.8212719,Q1 2019,HEALTH CARE,"","",18.2197
Codexis inc,CDXS,"",848839.0,18530000.0,0.1052,0.0728,102,123842.0,17.081726,addition,1.3353345,Q1 2019,MATERIALS,"","",17.4912
Ionis phrmacutls,IONS,"",323168.0,18272000.0,0.1038,0.0952,103,95501.0,41.947669,addition,0.2311263,Q1 2019,HEALTH CARE,"","",66.2267
Veeva systems inc,VEEV,"",63766.0,17360000.0,0.0986,,104,63766.0,,new,0.0467589,Q4 2020,INFORMATION TECHNOLOGY,"","",272.25
Guardant health inc,GH,"",132648.0,17096000.0,0.0971,0.1427,105,-11446.0,-7.943426,reduction,0.1326846,Q2 2019,HEALTH CARE,"","",78.68
Corteva inc,CTVA,"",438193.0,16967000.0,0.0964,0.1023,106,33335.0,8.233751,addition,0.0588166,Q3 2019,MATERIALS,"","",28.834
Caterpillar inc.,CAT,"",92142.0,16772000.0,0.0953,0.1119,107,7991.0,9.496025,addition,0.0169610,Q4 2018,INDUSTRIALS,"","",128.9222
10x genomics inc,TXG,"",118379.0,16762000.0,0.0952,0.1077,108,16111.0,15.753706,addition,0.1476856,Q2 2020,HEALTH CARE,"","",96.4265
Phreesia inc,PHR,"",307770.0,16700000.0,0.0948,0.0603,109,89309.0,40.880981,addition,0.6968979,Q3 2020,INFORMATION TECHNOLOGY,"","",38.5517
Beam therapeutics inc.,BEAM,"",204242.0,16674000.0,0.0947,,110,204242.0,,new,0.3523480,Q4 2020,HEALTH CARE,"","",81.64
Incyte corporation,INCY,"",190740.0,16591000.0,0.0942,0.117,111,42175.0,28.388248,addition,0.0870974,Q1 2019,HEALTH CARE,"","",81.4343
Nxp semiconductors n.v.,NXPI,"",97964.0,15577000.0,0.0885,0.0804,112,27278.0,38.590386,addition,0.0350185,Q3 2018,INFORMATION TECHNOLOGY,"","",106.51
Schrodinger  inc.,SDGR,"",185427.0,14682000.0,0.0834,0.0609,113,41418.0,28.760702,addition,0.3292212,Q2 2020,INFORMATION TECHNOLOGY,"","",78.6752
Bristol-myers squibb co,BMY,"",236211.0,14652000.0,0.0832,0.1147,114,20985.0,9.750216,addition,0.0104530,Q1 2019,HEALTH CARE,"","",47.8888
Sarepta therapeutics inc,SRPT,"",83424.0,14223000.0,0.0808,0.0676,115,26886.0,47.553858,addition,0.1057164,Q1 2019,HEALTH CARE,"","",134.7132
Virgin galactic holdings inc,SPCE,"",585624.0,13897000.0,0.0789,0.0452,116,323762.0,123.638405,addition,0.2499009,Q3 2019,FINANCE,"","",20.9577
Bhp group plc,BBL,"",261094.0,13846000.0,0.0786,0.1162,117,-41921.0,-13.834629,reduction,0.0103246,Q1 2012,MATERIALS,"","",44.3
The exone co,XONE,"",1457036.0,13827000.0,0.0785,0.1769,118,-166256.0,-10.241903,reduction,7.5936769,Q3 2018,COMMUNICATIONS,"","",8.85
Aerovironment inc,AVAV,"",153731.0,13359000.0,0.0759,0.0738,119,11443.0,8.04214,addition,0.6377826,Q1 2018,INDUSTRIALS,"","",66.5006
Adaptive biotechnologies corp,ADPT,"",224819.0,13294000.0,0.0755,0.0692,120,34356.0,18.038149,addition,0.1643745,Q2 2020,HEALTH CARE,"","",50.0482
Accolade  inc.,ACCD,"",295930.0,12873000.0,0.0731,,121,295930.0,,new,0.5349308,Q4 2020,INFORMATION TECHNOLOGY,"","",43.5
Arrowhead pharmaceuticals inc,ARWR,"",158731.0,12179000.0,0.0692,,122,158731.0,,new,0.1544725,Q4 2020,HEALTH CARE,"","",76.73
Arcturus therapeutics ltd,ARCT,"",277686.0,12046000.0,0.0684,0.0499,123,146516.0,111.699321,addition,1.1337323,Q2 2019,HEALTH CARE,"","",27.5698
Teradyne inc,TER,"",98698.0,11833000.0,0.0672,0.0725,124,-5415.0,-5.20108,reduction,0.0594366,Q1 2018,INFORMATION TECHNOLOGY,"","",58.5
Thermo fisher scientific  inc.,TMO,"",23925.0,11144000.0,0.0633,0.1549,125,-15300.0,-39.005736,reduction,0.0060366,Q1 2019,HEALTH CARE,"","",284.47
Aptiv plc,APTV,"",75371.0,9820000.0,0.0558,0.0554,126,7260.0,10.659071,addition,0.0279126,Q1 2018,INDUSTRIALS,"","",91.3506
Calyxt inc,CLXT,"",2275265.0,9602000.0,0.0545,0.0479,127,1193249.0,110.280162,addition,6.1385736,Q1 2019,HEALTH CARE,"","",6.7785
Nutrien ltd,NTR,"",197658.0,9519000.0,0.0541,0.071,128,-6411.0,-3.141584,reduction,0.0347289,Q4 2009,MATERIALS,"","",27.16
Burning rock biotech ltd. ads,BNR,"",401292.0,9270000.0,0.0526,,129,401292.0,,new,0.3865843,Q4 2020,HEALTH CARE,"","",23.1
Workhorse group inc,WKHS,"",468624.0,9269000.0,0.0526,0.0779,130,125213.0,36.461558,addition,0.3888055,Q3 2020,CONSUMER DISCRETIONARY,"","",23.8104
Rio tinto plc (nyse) adr,RIO,"",122886.0,9243000.0,0.0525,0.1,131,-61861.0,-33.48417,reduction,0.0098553,Q4 2009,MATERIALS,"","",48.5
Freeport-mcmoran copper & gold  inc,FCX,"",349343.0,9090000.0,0.0516,0.0541,132,-32376.0,-8.481632,reduction,0.0240451,Q4 2009,MATERIALS,"","",21.8
Ansys  inc.,ANSS,"",24910.0,9062000.0,0.0515,0.0369,133,11998.0,92.921314,addition,0.0290042,Q2 2018,INFORMATION TECHNOLOGY,"","",266.0451
Xilinx  inc,XLNX,"",62839.0,8909000.0,0.0506,0.6425,134,-625822.0,-90.875191,reduction,0.0256358,Q4 2016,INFORMATION TECHNOLOGY,"","",92.78
Niu technologies,NIU,"",308354.0,8649000.0,0.0491,0.0364,135,94490.0,44.182284,addition,0.4734765,Q3 2020,CONSUMER DISCRETIONARY,"","",21.9119
Totalenergies se,TTE,"",194863.0,8167000.0,0.0464,0.0619,136,-12412.0,-5.98818,reduction,0.0074128,Q4 2009,ENERGY,"","",48.89
Dominos pizza inc,DPZ,"",21241.0,8145000.0,0.0463,0.0441,137,9585.0,82.232327,addition,0.0539113,Q4 2016,CONSUMER DISCRETIONARY,"","",303.1395
United parcel service  inc. class b,UPS,"",48054.0,8092000.0,0.046,0.2668,138,-131179.0,-73.189089,reduction,0.0067188,Q4 2019,TRANSPORTS,"","",149.43
Chevron corp. (standard oil of california),CVX,"",94938.0,8018000.0,0.0455,0.058,139,4095.0,4.507777,addition,0.0049318,Q4 2009,ENERGY,"","",95.1191
Raven industries inc.,RAVN,"",225050.0,7447000.0,0.0423,0.0354,140,37164.0,19.780079,addition,0.6276883,Q3 2020,INDUSTRIALS,"","",23.4306
Garmin ltd,GRMN,"",56149.0,6719000.0,0.0382,0.03,141,17660.0,45.883239,addition,0.0293609,Q3 2018,CONSUMER DISCRETIONARY,"","",104.1339
Autodesk  inc.,ADSK,"",21827.0,6665000.0,0.0379,0.0336,142,5517.0,33.825874,addition,0.0099264,Q3 2018,INFORMATION TECHNOLOGY,"","",192.4694
Companhia vale de rio doce s.a. adr,VALE,"",386144.0,6472000.0,0.0368,0.0325,143,41675.0,12.098331,addition,0.0075273,Q3 2020,MATERIALS,"","",11.247
Berkeley lights  inc.,BLI,"",68642.0,6137000.0,0.0349,,144,68642.0,,new,0.1066390,Q4 2020,HEALTH CARE,"","",89.41
Exxonmobil corp. (standard oil of new jersey),XOM,"",147120.0,6064000.0,0.0344,0.0369,145,25267.0,20.73564,addition,0.0034795,Q4 2009,ENERGY,"","",75.6672
Organovo holdings inc,ONVO,"",478570.0,5886000.0,0.0334,0.0335,146,0.0,0.0,,7.1087879,Q3 2018,HEALTH CARE,"","",11.09
Royal dutch shell plc class a adr,RDS.A,"",158179.0,5558000.0,0.0316,0.0227,147,54623.0,52.747306,addition,0.0040520,Q4 2009,ENERGY,"","",53.7721
International paper co.,IP,"",110988.0,5518000.0,0.0313,0.0434,148,-10350.0,-8.529892,reduction,0.0282344,Q4 2009,MATERIALS,"","",45.54
Barrick gold corp,GOLD,"",230037.0,5240000.0,0.0298,0.0633,149,-21474.0,-8.537996,reduction,0.0129375,Q4 2009,MATERIALS,"","",22.59
Linde plc (praxair inc.),LIN,"",18687.0,4924000.0,0.028,0.0409,150,-840.0,-4.301736,reduction,0.0035604,Q4 2019,MATERIALS,"","",196.02
Newmont mining corp. (holding co.),NEM,"",79467.0,4759000.0,0.027,0.0493,151,-7415.0,-8.534564,reduction,0.0099172,Q2 2016,MATERIALS,"","",40.33
Alamos gold inc,AGI,"",500079.0,4376000.0,0.0249,0.0423,152,-47743.0,-8.715057,reduction,0.1273348,Q4 2017,MATERIALS,"","",5.57
Weyerhaeuser corp.,WY,"",129864.0,4354000.0,0.0247,0.0356,153,-12093.0,-8.518777,reduction,0.0173982,Q3 2010,MATERIALS,"","",29.68
Bp plc adr (british petroleum),BP,"",178810.0,3669000.0,0.0208,0.0265,154,4506.0,2.585139,addition,0.0052734,Q3 2010,ENERGY,"","",37.8227
Agnico-eagle mines  ltd,AEM,"",51894.0,3659000.0,0.0208,0.0402,155,-4822.0,-8.50201,reduction,0.0213541,Q1 2018,MATERIALS,"","",41.36
Archer-daniels-midland co.,ADM,"",66748.0,3365000.0,0.0191,0.0297,156,-6234.0,-8.541832,reduction,0.0119966,Q4 2009,CONSUMER STAPLES,"","",37.38
Steel dynamics  inc.,STLD,"",86776.0,3199000.0,0.0182,0.024,157,-8095.0,-8.532639,reduction,0.0412499,Q3 2015,MATERIALS,"","",31.59
Suncor energy  inc.,SU,"",189666.0,3183000.0,0.0181,0.0209,158,-2652.0,-1.378966,reduction,0.0124359,Q4 2013,ENERGY,"","",29.85
Air products & chemicals inc,APD,"",11528.0,3150000.0,0.0179,0.0267,159,1401.0,13.834304,addition,0.0052151,Q2 2020,MATERIALS,"","",275.2141
Schlumberger ltd.,SLB,"",142656.0,3114000.0,0.0177,0.0274,160,-54632.0,-27.691497,reduction,0.0102481,Q4 2009,ENERGY,"","",63.26
Anglogold ashanti ltd ads,AU,"",132836.0,3005000.0,0.0171,0.0342,161,-12769.0,-8.769616,reduction,0.0319318,Q4 2009,MATERIALS,"","",20.24
Teck resources ltd,TECK,"",165201.0,2998000.0,0.017,0.0247,162,-35072.0,-17.512096,reduction,0.0315669,Q3 2010,MATERIALS,"","",23.71
