Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Coupang inc,CPNG,,2642857,130425000,0.9326,,14,2642857,,new,0.1540899,Q1 2021,CONSUMER DISCRETIONARY,,,49.35
Okta inc,OKTA,,550000,121237000,0.8669,0.7646,15,225000,69.230769,addition,0.4469618,Q2 2017,INFORMATION TECHNOLOGY,,,142.1877
Sea ltd adr,SE,,500000,111615000,0.7981,0.4567,16,252000,101.612903,addition,0.7580926,Q2 2020,INFORMATION TECHNOLOGY,,,170.2919
Shopify inc,SHOP,,100475,111176000,0.795,0.7695,17,27000,36.747193,addition,0.0893029,Q3 2020,COMMUNICATIONS,,,1071.9618
Peloton interactive inc,PTON,,850000,95574000,0.6834,,18,850000,,new,0.3224125,Q1 2021,CONSUMER DISCRETIONARY,,,112.44
Amazon.com inc.,AMZN,,25045,77491000,0.5541,0.7547,19,0,0,,0.0049735,Q4 2016,CONSUMER DISCRETIONARY,,,2940.68
Pinduoduo inc,PDD,,572000,76579000,0.5476,14.285,20,-8118000,-93.417722,reduction,0.0651336,Q3 2018,CONSUMER DISCRETIONARY,,,25.71
Bumble inc,BMBL,,1050000,65499000,0.4684,,21,1050000,,new,No Data,Q1 2021,INFORMATION TECHNOLOGY,,,62.38
Apple inc,AAPL,,424500,51853000,0.3708,,22,424500,,new,0.0025286,Q1 2021,INFORMATION TECHNOLOGY,,,122.15
Square inc,SQ,,200000,45410000,0.3247,0.0503,23,175000,700,addition,0.0513048,Q4 2020,FINANCE,,,225.8738
Coupa software inc,COUP,,150000,38172000,0.273,0.4076,24,20000,15.384615,addition,0.2058959,Q4 2020,INFORMATION TECHNOLOGY,,,327.6527
Airbnb  inc.,ABNB,,198320,37272000,0.2665,0.2694,25,0,0,,0.1641928,Q4 2020,CONSUMER DISCRETIONARY,,,146.8
Ccc intelligent solutions holdings inc,CCCS,,3500000,35525000,0.254,0.4297,26,0,0,,5.0724638,Q4 2020,FINANCE,,,13.27
Qualtrics intl inc,XM,,1000000,32910000,0.2353,,27,1000000,,new,1.1355066,Q1 2021,INFORMATION TECHNOLOGY,,,32.91
Digitalocean holdings inc,DOCN,,650000,27385000,0.1958,,28,650000,,new,0.617284,Q1 2021,INFORMATION TECHNOLOGY,,,42.13
Booking holdings inc. (priceline),BKNG,,10702,24934000,0.1783,2.8109,29,-125700,-92.154074,reduction,0.0261312,Q4 2011,CONSUMER DISCRETIONARY,,,1483.12
Oscar health  inc.,OSCR,,450000,12096000,0.0865,,30,450000,,new,0.2215221,Q1 2021,FINANCE,,,26.88
Ccc intelligent solutions holdings inc,CCCS.WS,,700000,1113000,0.008,0.0277,31,0,0,,N/A,Q4 2020, ,,,
Altimeter growth corp.,AGCUU,,10000,122000,0.0009,0.0012,32,0,0,,0.02,Q4 2020,FINANCE,,,13
Datadog inc,DDOG,,0,0,,0.0455,,-50000,-100,soldall,0,Q3 2019,INFORMATION TECHNOLOGY,,,42.74
Opendoor technologies  inc.,OPEN,,0,0,,0.8412,,-4000000,-100,soldall,0,Q4 2020,CONSUMER DISCRETIONARY,,,22.73
Dynatrace inc,DT,,0,0,,0.2802,,-700000,-100,soldall,0,Q3 2019,INFORMATION TECHNOLOGY,,,20.65
Mongodb inc,MDB,,0,0,,1.4019,,-422000,-100,soldall,0,Q4 2017,INFORMATION TECHNOLOGY,,,133.81
Doordash  inc.,DASH,,0,0,,0.2642,,-200000,-100,soldall,0,Q4 2020,CONSUMER DISCRETIONARY,,,142.75
