Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Forma therapeutics holdings  inc.,FMTX,"",1250000.0,43625000.0,0.4682,0.9095,50,0.0,0.0,,3.0366810,Q2 2020,FINANCE,"","",46.49
Aldeyra therapeutics inc,ALDX,"",6285458.0,43118000.0,0.4627,0.68,51,0.0,0.0,,16.1911433,Q1 2015,HEALTH CARE,"","",6.98
Stoke therapeutics inc,STOK,"",671978.0,41616000.0,0.4466,0.3286,52,0.0,0.0,,1.8488737,Q2 2019,HEALTH CARE,"","",29.17
Collegium pharmaceutical inc,COLL,"",2058068.0,41223000.0,0.4424,0.6256,53,0.0,0.0,,5.9512137,Q4 2019,HEALTH CARE,"","",17.48
Verrica pharmaceuticals inc,VRCA,"",3410412.0,39254000.0,0.4213,0.3854,54,0.0,0.0,,13.1851558,Q2 2018,HEALTH CARE,"","",19.73
Sage therapeutics inc,SAGE,"",440000.0,38064000.0,0.4085,,55,440000.0,,new,0.7548965,Q4 2020,HEALTH CARE,"","",86.51
Lyra therapeutics inc,LYRA,"",3222561.0,36737000.0,0.3942,0.526,56,0.0,0.0,,24.9289799,Q2 2020,HEALTH CARE,"","",11.34
Vyne therapeutics inc,VYNE,"",5719102.5,36145000.0,0.3879,0.5544,57,0.0,0.0,,13.6267539,Q1 2020,HEALTH CARE,"","",2.01
Cogent biosciences inc,COGT,"",3188750.0,35810000.0,0.3843,0.2718,58,1200000.0,60.339409,addition,10.2196031,Q3 2020,HEALTH CARE,"","",76.6163
Neptune wellness solutions inc,NEPT,"",22214683.0,34655000.0,0.3719,0.5988,59,2777777.0,14.291251,addition,17.1517890,Q2 2011,HEALTH CARE,"","",2.8549
Adma biologics inc,ADMA,"",16584802.0,32340000.0,0.3471,0.5787,60,0.0,0.0,,17.5411356,Q3 2016,HEALTH CARE,"","",3.69
Avidity biosciences  inc.,RNA,"",1235818.0,31538000.0,0.3385,0.5079,61,0.0,0.0,,3.2884992,Q2 2020,HEALTH CARE,"","",28.26
Rapt therapeutics  inc.,RAPT,"",1577481.0,31155000.0,0.3343,,62,1577481.0,,new,6.4242084,Q4 2020,HEALTH CARE,"","",19.75
Iveric bio inc,ISEE,"",4482713.0,30976000.0,0.3324,0.2867,63,1001282.0,28.760645,addition,5.0048408,Q4 2019,HEALTH CARE,"","",6.1334
Silk road medical inc,SILK,"",465100.0,29292000.0,0.3143,0.5103,64,-55000.0,-10.574889,reduction,1.3695950,Q1 2020,HEALTH CARE,"","",44.37
Allogene therapeutics inc,ALLO,"",1143790.0,28869000.0,0.3098,0.6297,65,0.0,0.0,,0.8153612,Q4 2018,HEALTH CARE,"","",26.93
Macrogenics inc,MGNX,"",1261060.0,28828000.0,0.3094,0.4748,66,-30121.0,-2.332826,reduction,2.2437187,Q2 2020,HEALTH CARE,"","",27.91
Spdr(r) s&p(r) biotech etf-spdr(r) s&p(r) biotech etf,XBI,PUT,200000.0,28156000.0,0.3022,0.3254,67,0.0,0.0,,No Data,Q3 2020,HEALTH CARE,"","",
Veru inc,VERU,"",3250000.0,28113000.0,0.3017,0.0631,68,1600000.0,96.969697,addition,4.6378575,Q3 2018,CONSUMER STAPLES,"","",5.0302
Accolade  inc.,ACCD,"",626591.0,27256000.0,0.2925,0.1663,69,333453.0,113.752908,addition,1.1326422,Q3 2020,INFORMATION TECHNOLOGY,"","",41.3339
Concert pharmaceuticals inc,CNCE,"",2150641.0,27184000.0,0.2917,0.3083,70,0.0,0.0,,7.0169452,Q4 2018,HEALTH CARE,"","",12.48
Immatics n.v.,4A3:FWB,"",2500000.0,26975000.0,0.2895,0.3873,71,0.0,0.0,,3.9740184,Q3 2020,HEALTH CARE,"","",
Regeneron pharmaceuticals inc.,REGN,"",55175.0,26656000.0,0.2861,0.0409,72,50175.0,1003.5,addition,0.0526191,Q1 2020,HEALTH CARE,"","",483.5794
Pulmonx corp.,LUNG,"",385000.0,26573000.0,0.2852,,73,385000.0,,new,No Data,Q4 2020,HEALTH CARE,"","",69.02
Fusion pharmaceuticals inc.,FUSN,"",2235983.0,26273000.0,0.282,0.3924,74,0.0,0.0,,No Data,Q2 2020,HEALTH CARE,"","",17.47
Establishment labs holdings inc,ESTA,"",696633.0,26221000.0,0.2814,0.1836,75,18000.0,2.652391,addition,2.9722171,Q3 2018,HEALTH CARE,"","",23.3978
Anaptysbio inc,ANAB,"",1195336.0,25700000.0,0.2758,,76,1195336.0,,new,4.3708663,Q4 2020,HEALTH CARE,"","",21.5
4d molecular therapeutics  inc.,FDMT,"",600256.0,24881000.0,0.267,,77,600256.0,,new,2.2656534,Q4 2020,HEALTH CARE,"","",41.45
1life healthcare inc.,ONEM,"",519844.0,22691000.0,0.2435,0.1159,78,240000.0,85.762067,addition,0.3908230,Q1 2020,INFORMATION TECHNOLOGY,"","",32.3022
Nanostring technologies inc,NSTG,"",337800.0,22592000.0,0.2424,,79,337800.0,,new,0.7665891,Q4 2020,HEALTH CARE,"","",66.88
Vaxcyte  inc.,PCVX,"",850000.0,22585000.0,0.2424,0.6128,80,0.0,0.0,,1.6683117,Q2 2020,HEALTH CARE,"","",31.61
Geron corp.,GERN,"",13461538.0,21404000.0,0.2297,0.342,81,0.0,0.0,,4.3358267,Q2 2020,HEALTH CARE,"","",2.18
Point biopharma global inc,PNT,"",1500000.0,20880000.0,0.2241,0.3149,82,0.0,0.0,,10.6826955,Q3 2020,FINANCE,"","",14.38
Amyris inc.,AMRS,"",3333332.0,20583000.0,0.2209,0.1251,83,0.0,0.0,,1.3934670,Q2 2020,MATERIALS,"","",3.67
Verona pharma plc adr,VRNA,"",2888889.0,20222000.0,0.217,0.2632,84,0.0,0.0,,5.5750472,Q3 2020,HEALTH CARE,"","",6.24
Wave life sciences ltd,WVE,"",2500000.0,19675000.0,0.2111,0.3099,85,0.0,0.0,,5.1252799,Q3 2020,HEALTH CARE,"","",8.49
Leap therapeutics inc,LPTX,"",8476496.0,19072000.0,0.2047,0.245,86,0.0,0.0,,14.2085431,Q1 2020,HEALTH CARE,"","",1.69
Viatris inc,VTRS,"",1004419.0,18823000.0,0.202,0.2175,87,0.0,0.0,,0.1854711,Q1 2020,HEALTH CARE,"","",15.61
Repligen corp.,RGEN,"",97500.0,18684000.0,0.2005,,88,97500.0,,new,0.1781887,Q4 2020,HEALTH CARE,"","",191.63
Scynexis inc,SCYX,"",2400000.0,18360000.0,0.197,,89,2400000.0,,new,12.4480559,Q4 2020,HEALTH CARE,"","",7.65
Harmony biosciences holdings  inc.,HRMY,"",502622.0,18170000.0,0.195,0.2155,90,67245.0,15.445235,addition,0.8835118,Q3 2020,HEALTH CARE,"","",34.201
Nanobiotix s.a. adr,NBTX,"",1100000.0,18150000.0,0.1948,,91,1100000.0,,new,3.1952031,Q4 2020,HEALTH CARE,"","",16.5
Dicerna pharmaceuticals inc,DRNA,"",800000.0,17624000.0,0.1891,0.2101,92,0.0,0.0,,1.0660285,Q4 2019,HEALTH CARE,"","",25.4
Dbv technologies s.a. adr,DBVT,"",6595505.0,17280000.0,0.1854,0.1719,93,-211470.0,-3.106666,reduction,6.0159429,Q4 2014,HEALTH CARE,"","",8.65
Cytomx therapeutics inc,CTMX,"",2577043.0,16880000.0,0.1811,0.2502,94,0.0,0.0,,5.5750705,Q4 2015,HEALTH CARE,"","",16.31
Morphic holding inc,MORF,"",487000.0,16339000.0,0.1753,0.1944,95,0.0,0.0,,1.5646533,Q2 2019,HEALTH CARE,"","",19.82
Longview acquisition corp.,LGVW.UN1,"",700000.0,15155000.0,0.1626,0.1037,96,0.0,0.0,,No Data,Q2 2020,FINANCE,"","",10.1
Artara therapeutics inc,TARA,"",608544.0,14733000.0,0.1581,0.1495,97,0.0,0.0,,10.3875709,Q4 2019,HEALTH CARE,"","",16.83
American well corp.,AMWL,"",525000.0,13298000.0,0.1427,0.1969,98,70000.0,15.384615,addition,0.2626422,Q3 2020,HEALTH CARE,"","",29.0653
Vaneck pharmaceutical etf-vaneck pharmaceutical etf,PPH,PUT,200000.0,13294000.0,0.1427,0.1815,99,0.0,0.0,,No Data,Q3 2020,FINANCE,"","",
Forte biosciences inc. (tocagen),FBRX,"",350000.0,12744000.0,0.1368,,100,350000.0,,new,2.7278541,Q4 2020,HEALTH CARE,"","",36.41
Taysha gene therapies  inc.,TSHA,"",470440.0,12485000.0,0.134,0.1538,101,0.0,0.0,,1.2458213,Q3 2020,HEALTH CARE,"","",22.4
Tcr2 therapeutics inc,TCRR,"",400000.0,12372000.0,0.1328,0.1187,102,0.0,0.0,,1.1968118,Q3 2020,HEALTH CARE,"","",20.32
Health catalyst inc,HCAT,"",276084.0,12018000.0,0.129,0.1555,103,-15000.0,-5.153152,reduction,0.6496328,Q3 2019,INFORMATION TECHNOLOGY,"","",31.51
Bcls acquisition corp.,BLSA,"",1000000.0,11140000.0,0.1195,,104,1000000.0,,new,6.9565217,Q4 2020,FINANCE,"","",11.14
Sc health corp,SCPE.UN1,"",1000000.0,10990000.0,0.1179,0.1548,105,0.0,0.0,,No Data,Q3 2019,FINANCE,"","",10.35
Curis inc,CRIS,"",1250000.0,10238000.0,0.1099,,106,1250000.0,,new,1.4153489,Q4 2020,HEALTH CARE,"","",8.19
Maravai lifesciences holdings  inc.,MRVI,"",350000.0,9818000.0,0.1054,,107,350000.0,,new,0.3621445,Q4 2020,HEALTH CARE,"","",28.05
Viewray inc,VRAY,"",2451748.0,9366000.0,0.1005,0.1253,108,0.0,0.0,,1.5438286,Q4 2017,HEALTH CARE,"","",8.83
Revolution medicines  inc.,RVMD,"",224224.0,8877000.0,0.0953,0.1139,109,0.0,0.0,,0.3377875,Q1 2020,HEALTH CARE,"","",21.91
Poseida therapeutics  inc.,PSTX,"",787745.0,8642000.0,0.0927,0.102,110,0.0,0.0,,No Data,Q3 2020,HEALTH CARE,"","",8.87
Dyne therapeutics  inc.,DYN,"",400000.0,8400000.0,0.0901,0.1179,111,0.0,0.0,,No Data,Q3 2020,HEALTH CARE,"","",20.19
Sotera health co,SHC,"",300000.0,8232000.0,0.0883,,112,300000.0,,new,0.1081347,Q4 2020,HEALTH CARE,"","",27.44
Aquestive therapeutics inc,AQST,"",1385720.0,7414000.0,0.0796,0.124,113,-364280.0,-20.816,reduction,4.1217383,Q3 2018,HEALTH CARE,"","",12.0
Syndax pharmaceuticals inc,SNDX,"",300000.0,6672000.0,0.0716,,114,300000.0,,new,0.6358033,Q4 2020,HEALTH CARE,"","",22.24
Vincerx pharma inc,VINC,"",300000.0,6273000.0,0.0673,,115,300000.0,,new,2.1452413,Q4 2020,FINANCE,"","",20.91
Sigilon therapeutics  inc.,SGTX,"",125000.0,6004000.0,0.0644,,116,125000.0,,new,0.4001246,Q4 2020,HEALTH CARE,"","",48.03
Health sciences acquisitions corp 2,HSAQ,"",450000.0,5765000.0,0.0619,0.0723,117,0.0,0.0,,2.2004890,Q3 2020,FINANCE,"","",11.0
Tango therapeutics inc,TNGX,"",500000.0,5720000.0,0.0614,0.0756,118,0.0,0.0,,2.3389351,Q3 2020,FINANCE,"","",10.36
Phreesia inc,PHR,"",100000.0,5426000.0,0.0582,,119,100000.0,,new,0.2264347,Q4 2019,INFORMATION TECHNOLOGY,"","",54.26
Consonance-hfw acquisition corp.,CHFW.UN1,"",500000.0,5235000.0,0.0562,,120,500000.0,,new,No Data,Q4 2020,HEALTH CARE,"","",10.47
Deerfield healthcare technology acquisitions corp.,DFHTU1,"",300000.0,4500000.0,0.0483,0.0466,121,0.0,0.0,,2.4000000,Q3 2020,FINANCE,"","",10.63
908 devices inc.,MASS,"",77500.0,4414000.0,0.0474,,122,77500.0,,new,No Data,Q4 2020,HEALTH CARE,"","",56.95
Anavex life sciences corp,AVXL,"",780007.0,4212000.0,0.0452,,123,780007.0,,new,1.1648336,Q4 2020,HEALTH CARE,"","",5.4
Protagonist therapeutics inc,PTGX,"",203591.0,4104000.0,0.044,,124,203591.0,,new,0.4732617,Q4 2020,HEALTH CARE,"","",20.16
Motus gi holdings inc,MOTS,"",4210542.0,3906000.0,0.0419,0.0588,125,0.0,0.0,,13.0594295,Q1 2018,HEALTH CARE,"","",4.01
Molecular templates inc,MTEM,"",411818.0,3867000.0,0.0415,0.3944,126,-2062315.0,-83.355058,reduction,0.8242258,Q3 2017,HEALTH CARE,"","",7.59
Burning rock biotech ltd. ads,BNR,"",150000.0,3465000.0,0.0372,0.0549,127,0.0,0.0,,0.1445024,Q2 2020,HEALTH CARE,"","",27.01
Galera therapeutics inc,GRTX,"",325000.0,3325000.0,0.0357,0.0429,128,0.0,0.0,,1.3025346,Q4 2019,HEALTH CARE,"","",13.16
Science 37 holdings inc,SNCE,"",300000.0,3201000.0,0.0344,,129,300000.0,,new,2.9512190,Q4 2020,FINANCE,"","",10.67
Adaptimmune therapeutics plc adr,ADAP,"",400000.0,2156000.0,0.0231,0.0466,130,0.0,0.0,,0.2584334,Q2 2020,HEALTH CARE,"","",10.01
Eiger biopharmaceuticals inc,EIGR,"",139890.0,1719000.0,0.0184,0.0166,131,0.0,0.0,,0.4300114,Q1 2016,HEALTH CARE,"","",15.33
Ferrari n.v.,RACE,"",6200.0,1423000.0,0.0153,0.0167,132,0.0,0.0,,0.0033559,Q1 2016,CONSUMER DISCRETIONARY,"","",41.7
Sierra oncology inc,SRRA,"",66655.0,1068000.0,0.0115,0.0104,133,0.0,0.0,,0.6037262,Q1 2017,HEALTH CARE,"","",3394.75
Vincera pharma inc wt exp 12/24/2025,VINCW,"",300000.0,990000.0,0.0106,,134,300000.0,,new,4.5705462,Q4 2020, ,"","",
Abcellera biologics inc.,ABCL,"",20000.0,805000.0,0.0086,,135,20000.0,,new,No Data,Q4 2020,HEALTH CARE,"","",40.24
Legend biotech corp ads,LEGN,"",25000.0,704000.0,0.0076,0.0113,136,0.0,0.0,,0.0193435,Q2 2020,HEALTH CARE,"","",42.56
Social capital hedosophia holdings corp. vi,IPOF,"",40000.0,671000.0,0.0072,,137,40000.0,,new,0.0347826,Q4 2020,FINANCE,"","",12.3
Caremax  inc,CMAX,"",20000.0,312000.0,0.0033,,138,20000.0,,new,0.1391304,Q4 2020,FINANCE,"","",15.6
Outlook therapeutics inc,OTLKW,"",420875.0,93000.0,0.001,0.0008,139,0.0,0.0,,N/A,Q4 2018, ,"","",
Biogen inc,BIIB,CALL,0.0,0.0,,0.4142,"",-100000.0,-100.0,soldall,N/A,Q3 2020,HEALTH CARE,"","",
Covetrus inc,CVET,"",0.0,0.0,,0.0093,"",-26075.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,"","",24.4
Tg therapeutics inc,TGTX,"",0.0,0.0,,0.0132,"",-33893.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",20.37
Livongo health inc,LVGO1,"",0.0,0.0,,0.0218,"",-10663.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",75.19
Alphatec holdings inc,ATEC,"",0.0,0.0,,0.0544,"",-561574.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",5.02
Vincera pharma inc unit 1 com & 1 wt exp 12/24/2025,VINCU,"",0.0,0.0,,0.0596,"",-300000.0,-100.0,soldall,0.0000000,Q1 2020, ,"","",
Translate bio inc,TBIO,"",0.0,0.0,,0.0626,"",-315237.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,"","",12.65
Twist bioscience corp,TWST,"",0.0,0.0,,0.1251,"",-112756.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",27.23
Celldex therapeutics inc.,CLDX,"",0.0,0.0,,0.0108,"",-49751.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",14.83
Turning point therapeutics inc,TPTX,"",0.0,0.0,,0.4207,"",-329890.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",39.81
Crispr therapeutics ag,CRSP,"",0.0,0.0,,1.6379,"",-1341308.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",83.64
Insulet corp,PODD,"",0.0,0.0,,0.1303,"",-37733.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",165.68
Bio-rad laboratories inc class a,BIO,"",0.0,0.0,,0.0037,"",-489.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",425.17
Atricure inc,ATRC,"",0.0,0.0,,0.1261,"",-216449.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",38.46
Replimune group inc,REPL,"",0.0,0.0,,0.0065,"",-19230.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",23.02
Trillium therapeutics inc,TRIL,"",0.0,0.0,,0.0238,"",-114674.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",8.09
Myokardia inc,MYOK1,"",0.0,0.0,,2.7766,"",-1395017.0,-100.0,soldall,N/A,Q4 2015,HEALTH CARE,"","",40.25
Akero therapeutics inc,AKRO,"",0.0,0.0,,0.0099,"",-21938.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",30.79
Personalis inc,PSNL,"",0.0,0.0,,0.0086,"",-27272.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",21.67
Hologic inc.,HOLX,"",0.0,0.0,,0.165,"",-170000.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",57.0
Immunomedics inc.,IMMU1,"",0.0,0.0,,1.1323,"",-912140.0,-100.0,soldall,N/A,Q2 2020,HEALTH CARE,"","",65.34
Cytokinetics inc note 4.000%11/1,PRN-CYTO,PRN,0.0,0.0,,3.1871,"",-9770000.0,-100.0,soldall,N/A,Q2 2020, ,"","",
Blueprint medicines corp,BPMC,"",0.0,0.0,,0.8994,"",-664574.0,-100.0,soldall,0.0000000,Q2 2015,HEALTH CARE,"","",65.14
