Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Celldex therapeutics inc.,CLDX,"",393613.0,21251000.0,0.3087,0.3223,67,-349086.0,-47.002352,reduction,0.8468102,Q2 2021,HEALTH CARE,"","",33.44
Apellis pharmaceuticals inc,APLS,"",615000.0,20270000.0,0.2944,0.5422,68,-46162.0,-6.98195,reduction,0.7068699,Q2 2021,HEALTH CARE,"","",63.2
Sema4 holdings corp,SMFR,"",2500000.0,18975000.0,0.2756,0.0413,69,2273000.0,1001.321586,addition,1.0408409,Q1 2021,FINANCE,"","",8.2174
Harmony biosciences holdings  inc.,HRMY,"",491332.0,18833000.0,0.2736,0.18,70,0.0,0.0,,0.8618578,Q3 2020,HEALTH CARE,"","",32.02
Cue health inc,HLTH,"",1580607.0,18667000.0,0.2711,,71,1580607.0,,new,N/A,Q3 2021,HEALTH CARE,"","",11.81
Immuneering corp,IMRX,"",681051.0,18082000.0,0.2627,,72,681051.0,,new,2.6256817,Q3 2021,HEALTH CARE,"","",26.55
Natera inc,NTRA,"",160000.0,17830000.0,0.259,,73,160000.0,,new,0.1706065,Q3 2021,HEALTH CARE,"","",111.44
Tyra biosciences inc,TYRA,"",987500.0,17370000.0,0.2523,,74,987500.0,,new,N/A,Q3 2021,HEALTH CARE,"","",17.59
Astria therapeutics inc,ATXS,"",1959652.0,17323000.0,0.2516,0.2105,75,678198.26,52.924131,addition,2.5466959,Q1 2021,HEALTH CARE,"","",299.8281
Absci corp,ABSI,"",1476776.0,17175000.0,0.2495,,76,1476776.0,,new,1.5955274,Q3 2021,HEALTH CARE,"","",11.63
Nuvalent inc,NUVL,"",750000.0,16913000.0,0.2457,,77,750000.0,,new,1.7503442,Q3 2021,HEALTH CARE,"","",22.55
Verona pharma plc adr,VRNA,"",2888889.0,15831000.0,0.23,0.2452,78,0.0,0.0,,4.8118895,Q3 2020,HEALTH CARE,"","",6.24
Chemocentryx  inc.,CCXI,CALL,923200.0,15786000.0,0.2293,,79,923200.0,,new,N/A,Q3 2021,HEALTH CARE,"","",
Agile therapeutics inc,AGRX,"",15919925.0,15301000.0,0.2223,0.2748,80,0.0,0.0,,17.1182056,Q1 2019,HEALTH CARE,"","",1.63
Adma biologics inc,ADMA,"",13262375.0,14986000.0,0.2177,0.3443,81,-3322427.0,-20.032962,reduction,9.9890245,Q3 2016,HEALTH CARE,"","",3.69
Healthcor catalio acquisition corp cl a,HCAQ,"",1500000.0,14850000.0,0.2157,0.1917,82,0.0,0.0,,7.0376279,Q1 2021, ,"","",10.0
Immunocore holdings plc,IMCR,"",400000.0,14828000.0,0.2154,0.2027,83,0.0,0.0,,0.9135322,Q1 2021,HEALTH CARE,"","",42.57
Graphite bio inc,GRPH,"",875093.0,14343000.0,0.2083,0.349,84,0.0,0.0,,N/A,Q2 2021,HEALTH CARE,"","",
Aclaris therapeutics inc,ACRS,"",781236.0,14062000.0,0.2043,0.1937,85,-68764.0,-8.089882,reduction,1.2762019,Q1 2021,HEALTH CARE,"","",23.4
Biogen inc,BIIB,"",48600.0,13753000.0,0.1998,,86,48600.0,,new,0.0326101,Q3 2021,HEALTH CARE,"","",282.99
Viatris inc,VTRS,"",1004419.0,13610000.0,0.1977,0.1862,87,0.0,0.0,,0.0830585,Q1 2020,HEALTH CARE,"","",15.61
Dot therapeutics-2 inc,DAWN,"",556047.0,13195000.0,0.1917,0.2234,88,-200000.0,-26.453382,reduction,0.8978791,Q2 2021,HEALTH CARE,"","",22.77
Cm life sciences iii inc,CMLTU,"",1250000.0,12813000.0,0.1861,0.1776,89,0.0,0.0,,3.1250000,Q2 2021, ,"","",10.95
Nanostring technologies inc note 2.625% 3/0,DEBT-NANO,PRN,1000000.0,12799000.0,0.1859,0.2101,90,0.0,0.0,,N/A,Q2 2021, ,"","",
Insulet corp,PODD,"",44522.0,12654000.0,0.1838,,91,44522.0,,new,0.0646428,Q3 2021,HEALTH CARE,"","",284.23
Nanobiotix s.a. adr,NBTX,"",1059800.0,12039000.0,0.1749,0.1895,92,0.0,0.0,,3.0431399,Q4 2020,HEALTH CARE,"","",16.5
Adaptive biotechnologies corp,ADPT,"",352804.0,11992000.0,0.1742,0.1871,93,0.0,0.0,,0.2506318,Q2 2019,HEALTH CARE,"","",44.77
Accolade  inc.,ACCD,"",279774.0,11798000.0,0.1714,0.1732,94,34033.0,13.849134,addition,0.4234269,Q3 2020,INFORMATION TECHNOLOGY,"","",41.4322
Zymergen inc,ZY,"",883332.0,11633000.0,0.169,0.848,95,-750000.0,-45.918405,reduction,0.8627145,Q2 2021, ,"","",40.01
Social cap hedosophia holdings corp iii,CLOV,"",1500000.0,11085000.0,0.161,0.2593,96,0.0,0.0,,0.6359315,Q1 2021,FINANCE,"","",7.56
1life healthcare inc.,ONEM,"",532350.0,10780000.0,0.1566,0.2214,97,16306.0,3.159808,addition,0.3863139,Q1 2020,INFORMATION TECHNOLOGY,"","",31.9309
Kymera therapeutics  inc.,KYMR,"",180000.0,10573000.0,0.1536,,98,180000.0,,new,0.3526658,Q3 2021,HEALTH CARE,"","",58.74
Oncorus  inc.,ONCR,"",1099810.0,10272000.0,0.1492,0.2621,99,-363789.0,-24.855784,reduction,4.2712387,Q4 2020,HEALTH CARE,"","",32.33
4d molecular therapeutics  inc.,FDMT,"",375256.0,10121000.0,0.147,0.1173,100,0.0,0.0,,1.3904419,Q4 2020,HEALTH CARE,"","",41.45
Summit healthcare acquisition corp,SMIHU,"",1000000.0,10050000.0,0.146,0.1299,101,0.0,0.0,,5.0000000,Q2 2021, ,"","",0.45
Bcls acquisition corp.,BLSA,"",1000000.0,9960000.0,0.1447,0.1366,102,0.0,0.0,,6.7283431,Q4 2020,FINANCE,"","",11.14
Fusion pharmaceuticals inc.,FUSN,"",1254607.0,9936000.0,0.1443,0.1861,103,-520560.0,-29.324565,reduction,2.9163600,Q2 2020,HEALTH CARE,"","",17.47
Research alliance corp ii class a,RACB,"",1000000.0,9850000.0,0.1431,0.1316,104,0.0,0.0,,6.4729109,Q1 2021, ,"","",10.25
Point biopharma global inc,PNT,"",1242879.0,9557000.0,0.1388,0.1999,105,-257121.0,-17.1414,reduction,1.3791104,Q3 2020,FINANCE,"","",14.38
Chemocentryx  inc.,CCXI,"",550000.0,9405000.0,0.1366,,106,550000.0,,new,0.7867989,Q3 2021,HEALTH CARE,"","",17.1
Pmv pharmaceuticals  inc.,PMVP,"",301714.0,8991000.0,0.1306,0.3309,107,-444843.0,-59.585939,reduction,0.6661527,Q3 2020,HEALTH CARE,"","",43.72
Sight sciences inc,SGHT,"",390000.0,8853000.0,0.1286,,108,390000.0,,new,0.8251320,Q3 2021,HEALTH CARE,"","",22.7
Fulcrum therapeutics inc,FULC,"",294118.0,8297000.0,0.1205,0.04,109,0.0,0.0,,0.7298499,Q2 2021,HEALTH CARE,"","",10.48
Prothena corp plc,PRTA,"",100000.0,7123000.0,0.1035,0.0667,110,0.0,0.0,,0.2263683,Q2 2021,CONSUMER STAPLES,"","",51.41
Concert pharmaceuticals inc,CNCE,"",2150641.0,7033000.0,0.1022,0.1178,111,0.0,0.0,,6.6844528,Q4 2018,HEALTH CARE,"","",12.48
Rapid micro biosystems inc,RPID,"",350000.0,6465000.0,0.0939,,112,350000.0,,new,1.0240315,Q3 2021,HEALTH CARE,"","",18.47
Cassava sciences inc,SAVA,PUT,100000.0,6208000.0,0.0902,,113,100000.0,,new,N/A,Q3 2021,HEALTH CARE,"","",
Neptune wellness solutions inc,NEPT,"",10055521.0,6080000.0,0.0883,0.1951,114,-2794185.0,-21.745128,reduction,5.9888951,Q2 2011,HEALTH CARE,"","",2.85
Provention bio inc,PRVB,"",948481.0,6070000.0,0.0882,0.1038,115,0.0,0.0,,1.4966231,Q3 2019,HEALTH CARE,"","",13.33
Taysha gene therapies  inc.,TSHA,"",320440.0,5967000.0,0.0867,0.0881,116,0.0,0.0,,0.8346712,Q3 2020,HEALTH CARE,"","",22.4
Achilles therapeutics plc,ACHL,"",755375.0,5884000.0,0.0855,0.096,117,0.0,0.0,,1.8595333,Q1 2021,HEALTH CARE,"","",16.55
Poseida therapeutics  inc.,PSTX,"",787745.0,5743000.0,0.0834,0.1024,118,0.0,0.0,,1.2636553,Q3 2020,HEALTH CARE,"","",8.87
Alphatec holdings inc,ATEC,"",430900.0,5252000.0,0.0763,0.3579,119,-1369280.0,-76.063505,reduction,0.4303957,Q3 2019,HEALTH CARE,"","",15.79
Da32 life science tech acquisition corp,DALS,"",500000.0,4915000.0,0.0714,,120,500000.0,,new,2.4213075,Q3 2021, ,"","",9.83
Codex dna inc,DNAY,"",425000.0,4730000.0,0.0687,0.1213,121,0.0,0.0,,1.4509208,Q2 2021,HEALTH CARE,"","",11.72
Labstyle innovations corp,DRIO,"",327869.0,4475000.0,0.065,0.0909,122,0.0,0.0,,1.9859577,Q1 2021,INFORMATION TECHNOLOGY,"","",19.26
Health sciences acquisitions corp 2,HSAQ,"",450000.0,4451000.0,0.0647,0.0596,123,0.0,0.0,,2.2004890,Q3 2020,FINANCE,"","",11.0
Regenxbio inc,RGNX,"",89283.0,3743000.0,0.0544,0.045,124,0.0,0.0,,0.2095819,Q1 2021,HEALTH CARE,"","",35.17
Surrozen  inc.,SRZN,"",500000.0,3540000.0,0.0514,,125,500000.0,,new,1.4274537,Q3 2021,HEALTH CARE,"","",7.08
Vyne therapeutics inc,VYNE,"",2330471.0,3239000.0,0.047,0.263,126,-3443483.0,-59.638213,reduction,N/A,Q1 2021, ,"","",
Science 37 holdings inc,SNCE,"",300000.0,2940000.0,0.0427,0.0389,127,0.0,0.0,,2.9966135,Q4 2020,FINANCE,"","",10.67
Artara therapeutics inc,TARA,"",421641.0,2918000.0,0.0424,0.0533,128,0.0,0.0,,3.7526797,Q4 2019,HEALTH CARE,"","",16.83
Axsome therapeutics inc,AXSM,"",80420.0,2651000.0,0.0385,0.4849,129,-473488.0,-85.481343,reduction,0.2134178,Q2 2021,HEALTH CARE,"","",67.46
Imago biosciences inc,IMGO,"",125000.0,2504000.0,0.0364,,130,125000.0,,new,0.3738855,Q3 2021,HEALTH CARE,"","",20.03
Frequency therapeutics inc,FREQ,"",222222.0,1569000.0,0.0228,0.0287,131,0.0,0.0,,0.6456753,Q4 2019,HEALTH CARE,"","",17.66
Ferrari n.v.,RACE,"",6200.0,1297000.0,0.0188,0.0166,132,0.0,0.0,,0.0033559,Q1 2016,CONSUMER DISCRETIONARY,"","",41.7
Motus gi holdings inc,MOTS,"",1800542.0,1242000.0,0.018,0.0243,133,0.0,0.0,,3.7323749,Q1 2018,HEALTH CARE,"","",4.01
Rockley photonics holdings ltd,RKLY.WS,"",500000.0,1195000.0,0.0174,0.0137,134,0.0,0.0,,N/A,Q1 2021, ,"","",
Eiger biopharmaceuticals inc,EIGR,"",139890.0,934000.0,0.0136,0.0155,135,0.0,0.0,,0.4120312,Q1 2016,HEALTH CARE,"","",15.33
Butterfly network inc,BFLY.WS,"",233333.0,642000.0,0.0093,0.0146,136,0.0,0.0,,N/A,Q1 2021, ,"","",
Pharvaris bv,PHVS,"",27000.0,479000.0,0.007,0.0065,137,0.0,0.0,,0.0884687,Q1 2021,HEALTH CARE,"","",27.98
Somalogic inc,SLGCW,"",110000.0,380000.0,0.0055,,138,110000.0,,new,N/A,Q3 2021, ,"","",
Surrozen inc,SRZNW,"",166666.0,190000.0,0.0028,,139,166666.0,,new,N/A,Q3 2021, ,"","",
Caremax inc,CMAXW,"",60000.0,170000.0,0.0025,0.0037,140,0.0,0.0,,N/A,Q2 2021, ,"","",
Plx pharma inc,PLXP,"",0.0,0.0,,0.0103,"",-57459.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",9.03
Medtronic plc,MDT,"",0.0,0.0,,0.7248,"",-450000.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",124.13
Cm life sciences ii inc,CMIIU1,"",0.0,0.0,,0.2182,"",-1250000.0,-100.0,soldall,No Data,Q1 2021, ,"","",12.8
Tango therapeutics inc,TNGX,"",0.0,0.0,,0.0738,"",-500000.0,-100.0,soldall,0.0000000,Q3 2020,FINANCE,"","",10.36
Sierra oncology inc,SRRA,"",0.0,0.0,,0.0168,"",-66655.0,-100.0,soldall,0.0000000,Q1 2017,HEALTH CARE,"","",3394.75
American well corp.,AMWL,"",0.0,0.0,,0.0473,"",-290000.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",29.07
Cytomx therapeutics inc,CTMX,"",0.0,0.0,,0.1348,"",-1640957.0,-100.0,soldall,0.0000000,Q4 2015,HEALTH CARE,"","",16.31
Cerevel therapeutics holdings inc. warrant,CEREW,"",0.0,0.0,,0.0248,"",-133066.0,-100.0,soldall,N/A,Q4 2020, ,"","",
Dicerna pharmaceuticals inc,DRNA,"",0.0,0.0,,0.3874,"",-800000.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",25.4
Silk road medical inc,SILK,"",0.0,0.0,,0.0914,"",-147133.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",44.37
Mereo biopharma group plc,MREO,"",0.0,0.0,,0.0698,"",-1696068.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",3.37
Akoya biosciences inc,AKYA,"",0.0,0.0,,0.0753,"",-300000.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",19.34
Privia health group inc,PRVA,"",0.0,0.0,,0.0777,"",-135000.0,-100.0,soldall,0.0000000,Q2 2021, ,"","",44.37
Merus bv,MRUS,"",0.0,0.0,,0.0478,"",-175000.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",20.89
Exact sciences corp,EXAS,"",0.0,0.0,,0.3767,"",-233523.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",131.78
Teladoc health inc,TDOC,CALL,0.0,0.0,,0.2158,"",-100000.0,-100.0,soldall,N/A,Q2 2021,HEALTH CARE,"","",
Galera therapeutics inc,GRTX,"",0.0,0.0,,0.0325,"",-254664.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",13.16
Cvrx inc,CVRX,"",0.0,0.0,,0.1599,"",-440000.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",28.0
Inari medical  inc.,NARI,"",0.0,0.0,,0.3758,"",-310437.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",52.14
Longview acquisition corp ii,LGV.UN,"",0.0,0.0,,0.0654,"",-500000.0,-100.0,soldall,No Data,Q1 2021,FINANCE,"","",10.04
Arrowhead pharmaceuticals inc,ARWR,"",0.0,0.0,,0.3387,"",-315141.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",76.73
Stoke therapeutics inc,STOK,"",0.0,0.0,,0.2935,"",-671978.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",29.17
Repligen corp.,RGEN,"",0.0,0.0,,0.3432,"",-132500.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",199.62
Rapt therapeutics  inc.,RAPT,PUT,0.0,0.0,,0.0011,"",-45000.0,-100.0,soldall,N/A,Q2 2021,HEALTH CARE,"","",
Alpha teknova inc,TKNO,"",0.0,0.0,,0.0092,"",-30000.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",23.73
Kadmon holdings inc,KDMN,"",0.0,0.0,,0.789,"",-15711334.0,-100.0,soldall,0.0000000,Q3 2016,HEALTH CARE,"","",4.46
Acceleron pharma inc,XLRN,"",0.0,0.0,,0.3693,"",-226760.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",125.49
Sigilon therapeutics  inc.,SGTX,"",0.0,0.0,,0.0174,"",-125000.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",48.03
Tcr2 therapeutics inc,TCRR,"",0.0,0.0,,0.0066,"",-30753.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",20.32
Collegium pharmaceutical inc,COLL,"",0.0,0.0,,0.3001,"",-978277.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",17.48
Forte biosciences inc. (tocagen),FBRX,"",0.0,0.0,,0.2988,"",-685000.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",35.36
Consonance-hfw acquisition corp.,CHFW.UN1,"",0.0,0.0,,0.0675,"",-500000.0,-100.0,soldall,N/A,Q4 2020,HEALTH CARE,"","",10.47
