Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Nuance communications  inc.,NUAN,"",13452563.0,732358000.0,2.8363,3.4081,12,-792211.0,-5.561415,reduction,4.2771485,Q3 2020,INFORMATION TECHNOLOGY,"","",38.15
Twilio inc,TWLO,"",1811133.0,713876000.0,2.7647,0.7593,13,1404668.0,345.581538,addition,1.0849569,Q1 2021,INFORMATION TECHNOLOGY,"","",382.1757
Sea ltd adr,SE,"",2590851.0,711448000.0,2.7553,3.9228,14,-614519.0,-19.171546,reduction,0.7051607,Q2 2019,INFORMATION TECHNOLOGY,"","",37.92
Endeavor group holdings  inc.,EDR,"",24999999.0,692749000.0,2.6829,,15,24999999.0,,new,9.6339852,Q2 2021,COMMUNICATIONS,"","",27.71
Uber technologies inc,UBER,"",13349119.0,669058000.0,2.5911,3.9893,16,0.0,0.0,,0.7173451,Q2 2019,CONSUMER DISCRETIONARY,"","",43.13
Shopify inc,SHOP,"",414822.0,606046000.0,2.3471,1.5651,17,156824.0,60.784967,addition,0.3661154,Q2 2017,COMMUNICATIONS,"","",1169.5224
Zillow group inc class c,Z,"",4846413.0,592328000.0,2.294,3.5362,18,-128955.0,-2.591869,reduction,2.6057502,Q3 2020,COMMUNICATIONS,"","",113.87
Peloton interactive inc,PTON,"",4729785.0,586588000.0,2.2717,0.9663,19,3162164.0,201.717379,addition,1.7599569,Q4 2019,CONSUMER DISCRETIONARY,"","",95.2282
Roblox corp. class a,RBLX,"",6454820.0,580805000.0,2.2493,,20,6454820.0,,new,1.2503425,Q2 2021,INFORMATION TECHNOLOGY,"","",89.98
Zoom video communications inc,ZM,"",1431480.0,554026000.0,2.1456,2.0729,21,254666.0,21.640293,addition,0.6045556,Q2 2019,INFORMATION TECHNOLOGY,"","",257.8705
Netflix inc,NFLX,"",932694.0,492658000.0,1.908,2.6674,22,0.0,0.0,,0.2111147,Q4 2012,COMMUNICATIONS,"","",130.09
Crowdstrike holdings inc,CRWD,"",1845197.0,463716000.0,1.7959,1.8463,23,0.0,0.0,,0.9260987,Q1 2020,INFORMATION TECHNOLOGY,"","",68.28
Xpeng inc.,XPEV,"",10379425.0,461054000.0,1.7856,3.2706,24,-5960170.0,-36.476853,reduction,1.6043568,Q4 2020,CONSUMER DISCRETIONARY,"","",40.52
Agora  inc. ads,API,"",9562594.0,401247000.0,1.554,2.6354,25,0.0,0.0,,9.8760952,Q4 2020,INFORMATION TECHNOLOGY,"","",39.56
Lam research corp.,LRCX,"",579419.0,377027000.0,1.4602,,26,579419.0,,new,0.4062696,Q1 2020,INFORMATION TECHNOLOGY,"","",650.7
Guardant health inc,GH,"",2661203.0,330495000.0,1.2799,1.6892,27,642750.0,31.843694,addition,2.6270859,Q2 2019,HEALTH CARE,"","",115.1187
Didi global inc,DIDI,"",40485696.0,301191000.0,1.1665,,28,40485696.0,,new,0.9298724,Q2 2021,INFORMATION TECHNOLOGY,"","",14.14
Pinterest inc,PINS,"",3723441.0,293966000.0,1.1385,1.5112,29,0.0,0.0,,0.6706763,Q3 2020,COMMUNICATIONS,"","",62.35
Biontech se adr,BNTX,"",1236317.0,276787000.0,1.0719,0.2046,30,894471.0,261.659051,addition,0.5097858,Q1 2021,HEALTH CARE,"","",192.1678
Global payments inc.,GPN,"",1293332.0,242551000.0,0.9394,1.5201,31,-82122.0,-5.970538,reduction,0.4402861,Q2 2019,INFORMATION TECHNOLOGY,"","",172.03
Bath & body works inc (l brands),BBWI,"",3976242.49,231631000.0,0.8971,1.5432,32,-1652643.13,-29.360041,reduction,1.1699510,Q3 2018,CONSUMER DISCRETIONARY,"","",31.81
Zillow group inc. class b,ZG,"",1604905.0,196648000.0,0.7616,1.1676,33,-16137.0,-0.995471,reduction,2.6160011,Q3 2020,COMMUNICATIONS,"","",115.7
Anaplan inc,PLAN,"",3359810.0,179078000.0,0.6935,1.6271,34,-2151602.0,-39.039034,reduction,2.3214008,Q4 2018,INFORMATION TECHNOLOGY,"","",41.44
Nikola corp,NKLA,"",9586880.0,173139000.0,0.6705,0.7357,35,-74108.0,-0.767085,reduction,2.4072286,Q2 2020,FINANCE,"","",14.92
Nvidia corp.,NVDA,"",818840.0,163788000.0,0.6343,,36,818840.0,,new,0.0328587,Q3 2016,INFORMATION TECHNOLOGY,"","",200.025
Insulet corp,PODD,"",589020.0,161692000.0,0.6262,1.3837,37,-378319.0,-39.109247,reduction,0.8552155,Q3 2019,HEALTH CARE,"","",183.53
Broadcom ltd. (avago technologies),AVGO,"",317584.0,151437000.0,0.5865,0.8073,38,0.0,0.0,,0.0777820,Q1 2014,INFORMATION TECHNOLOGY,"","",203.49
Oscar health  inc.,OSCR,"",6309585.0,135656000.0,0.5254,0.9322,39,-16028.0,-0.253383,reduction,3.6626986,Q1 2021,FINANCE,"","",26.88
Rlx technology inc. ads,RLX,"",14205740.0,122776000.0,0.4755,0.8481,40,0.0,0.0,,1.4912303,Q1 2021,CONSUMER STAPLES,"","",10.36
Lucid group inc,LCID,"",3526049.0,101621000.0,0.3936,0.1144,41,2626049.0,291.783222,addition,0.2485383,Q1 2021,CONSUMER DISCRETIONARY,"","",27.3804
Datadog inc,DDOG,"",963384.0,100269000.0,0.3883,0.38,42,131586.0,15.819466,addition,0.4018540,Q3 2019,INFORMATION TECHNOLOGY,"","",45.0053
Stitch fix inc,SFIX,"",1623700.0,97909000.0,0.3792,0.441,43,0.0,0.0,,2.2610012,Q4 2019,CONSUMER DISCRETIONARY,"","",58.72
Marqeta inc,MQ,"",3004416.0,84334000.0,0.3266,,44,3004416.0,,new,3.5576042,Q2 2021,INFORMATION TECHNOLOGY,"","",13.3164
Confluent inc,CFLT,"",1725000.0,81938000.0,0.3173,,45,1725000.0,,new,6.2551426,Q2 2021,INFORMATION TECHNOLOGY,"","",47.5
Viacomcbs inc. class b,VIAC,"",1710417.0,77311000.0,0.2994,0.4229,46,0.0,0.0,,0.2823339,Q1 2021,COMMUNICATIONS,"","",45.1
Chargepoint holdings inc,CHPT,"",2097807.0,72878000.0,0.2822,,47,2097807.0,,new,0.6849727,Q2 2021,FINANCE,"","",34.74
Jd.com inc adr,JD,"",870932.0,69509000.0,0.2692,,48,870932.0,,new,0.0650213,Q3 2019,CONSUMER DISCRETIONARY,"","",79.81
Singular genomics systems inc,OMIC,"",2119614.0,58247000.0,0.2256,,49,2119614.0,,new,2.9621740,Q2 2021,HEALTH CARE,"","",27.48
Bill.com holdings  inc.,BILL,"",290288.0,53175000.0,0.2059,0.0611,50,213657.0,278.812752,addition,0.3081947,Q1 2021,INFORMATION TECHNOLOGY,"","",173.2331
Root  inc.,ROOT,"",4548046.0,49210000.0,0.1906,0.3174,51,0.0,0.0,,5.2340688,Q4 2020,FINANCE,"","",15.71
C3ai  inc.,AI,"",778451.0,48677000.0,0.1885,0.3225,52,-114119.0,-12.78544,reduction,0.7790669,Q1 2021,INFORMATION TECHNOLOGY,"","",65.91
Li auto inc. ads,LI,"",1388680.0,48520000.0,0.1879,1.7526,53,-11398330.0,-89.139916,reduction,0.1637562,Q3 2020,CONSUMER DISCRETIONARY,"","",24.96
Lemonade  inc.,LMND,"",431835.0,47247000.0,0.183,0.2972,54,-150271.0,-25.815058,reduction,0.7015222,Q1 2021,FINANCE,"","",93.13
Kanzhun ltd,BZ,"",1028575.0,40783000.0,0.1579,,55,1028575.0,,new,N/A,Q2 2021,INFORMATION TECHNOLOGY,"","",
3d systems corp.,DDD,"",961067.0,38414000.0,0.1488,0.1446,56,0.0,0.0,,0.7674076,Q1 2017,INDUSTRIALS,"","",27.44
Skillz inc,SKLZ,"",1624674.0,35288000.0,0.1367,,57,1624674.0,,new,0.4858661,Q2 2021,FINANCE,"","",21.72
Luminar technologies,LAZR,"",1590058.0,34902000.0,0.1352,0.0212,58,1431112.0,900.376228,addition,0.6774446,Q1 2021,FINANCE,"","",22.1859
Quantumscape,QS,"",1015391.0,29710000.0,0.1151,0.1766,59,295713.0,41.089626,addition,0.3910785,Q1 2021,FINANCE,"","",40.2388
Lightspeed pos inc.,LSPD,"",333372.0,27873000.0,0.1079,0.1148,60,0.0,0.0,,0.2357080,Q4 2020,INFORMATION TECHNOLOGY,"","",68.45
Coinbase global inc,COIN,"",94664.0,23979000.0,0.0929,,61,94664.0,,new,0.0627048,Q2 2021,INFORMATION TECHNOLOGY,"","",253.3
Dexcom inc,DXCM,"",50758.0,21674000.0,0.0839,0.0187,62,41245.0,433.564596,addition,0.0524636,Q2 2020,HEALTH CARE,"","",422.9518
Microvision inc.,MVIS,"",1265268.0,21193000.0,0.0821,,63,1265268.0,,new,0.8010473,Q2 2021,INDUSTRIALS,"","",16.75
Ribbit leap  ltd.,LEAP.UN,"",1830000.0,20331000.0,0.0787,0.1104,64,0.0,0.0,,No Data,Q3 2020,FINANCE,"","",13.0
Sofi technologies inc,SOFI,"",834200.0,15992000.0,0.0619,,65,834200.0,,new,0.1049012,Q2 2021,FINANCE,"","",19.17
Doximity inc,DOCS,"",241935.0,14080000.0,0.0545,,66,241935.0,,new,N/A,Q2 2021, ,"","",
Intuit  inc.,INTU,"",26314.0,12898000.0,0.05,,67,26314.0,,new,0.0096297,Q2 2021,INFORMATION TECHNOLOGY,"","",490.17
Graftech international ltd,EAF,"",1090232.0,12668000.0,0.0491,0.0731,68,0.0,0.0,,0.4069841,Q3 2020,INDUSTRIALS,"","",12.23
Payoneer global inc,PAYO,"",1200000.0,12444000.0,0.0482,,69,1200000.0,,new,0.3546603,Q2 2021,FINANCE,"","",10.37
Snap inc class a,SNAP,"",154484.0,10527000.0,0.0408,0.0443,70,0.0,0.0,,0.0116518,Q4 2020,UTILITIES AND TELECOMMUNICATIONS,"","",50.07
Msd acquisition corp,MSDAU,"",1008649.0,10187000.0,0.0395,0.1113,71,-991351.0,-49.56755,reduction,2.0172980,Q1 2021, ,"","",10.15
Curevac n.v.,CVAC,"",101974.0,7493000.0,0.029,,72,101974.0,,new,0.0545568,Q2 2021,HEALTH CARE,"","",73.48
Dingdong limited ads,DDL,"",195000.0,7469000.0,0.0289,,73,195000.0,,new,0.0976519,Q2 2021,CONSUMER DISCRETIONARY,"","",38.3
Macerich company (the),MAC,"",85238.0,1556000.0,0.006,0.0055,74,0.0,0.0,,0.0400162,Q3 2020,REAL ESTATE,"","",11.7
Stratasys ltd,SSYS,"",60000.0,1552000.0,0.006,0.0085,75,0.0,0.0,,0.1059748,Q2 2015,INFORMATION TECHNOLOGY,"","",25.9
Legalzoom.com inc,LZ,"",20281.0,768000.0,0.003,,76,20281.0,,new,0.0102999,Q2 2021,INFORMATION TECHNOLOGY,"","",37.85
Boeing company,BA,"",1400.0,335000.0,0.0013,0.002,77,0.0,0.0,,0.0002388,Q4 2019,INDUSTRIALS,"","",214.06
Farfetch ltd,FTCH,"",0.0,0.0,,0.8124,"",-2794750.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",53.02
Tal education group american depositary adr,TAL,"",0.0,0.0,,0.0725,"",-245598.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",53.85
Eastman kodak co,KODK,"",0.0,0.0,,0.0421,"",-975000.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,"","",8.82
Velodyne lidar inc,VLDR,"",0.0,0.0,,0.0168,"",-269142.0,-100.0,soldall,0.0000000,Q4 2020,INFORMATION TECHNOLOGY,"","",
Workhorse group inc,WKHS,"",0.0,0.0,,0.0347,"",-459949.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",13.77
Okta inc,OKTA,"",0.0,0.0,,0.2478,"",-205053.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,"","",142.83
Coupa software inc,COUP,"",0.0,0.0,,0.0978,"",-70067.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,"","",271.84
Docusign inc,DOCU,"",0.0,0.0,,0.2527,"",-227691.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",187.14
Stoneco ltd,STNE,"",0.0,0.0,,0.0933,"",-278061.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,"","",77.42
Inovio pharmaceuticals inc,INO,"",0.0,0.0,,0.1591,"",-3126923.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",23.4
Opendoor technologies  inc.,OPEN,"",0.0,0.0,,0.0392,"",-337760.0,-100.0,soldall,0.0000000,Q4 2020,CONSUMER DISCRETIONARY,"","",22.73
