Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Uber technologies inc,UBER,"",12738797.0,570698000.0,2.3216,2.5911,16,-610322.0,-4.572002,reduction,0.6845481,Q2 2019,CONSUMER DISCRETIONARY,"","",43.13
Netflix inc,NFLX,"",931252.0,568381000.0,2.3121,1.908,17,-1442.0,-0.154606,reduction,0.2107883,Q4 2012,COMMUNICATIONS,"","",130.09
Twilio inc,TWLO,"",1749944.0,558319000.0,2.2712,2.7647,18,-61189.0,-3.378493,reduction,1.0483017,Q1 2021,INFORMATION TECHNOLOGY,"","",382.18
Roblox corp. class a,RBLX,"",7315535.0,552689000.0,2.2483,2.2493,19,860715.0,13.334454,addition,1.4170688,Q2 2021,INFORMATION TECHNOLOGY,"","",88.2822
Zoom video communications inc,ZM,"",1940741.0,507504000.0,2.0645,2.1456,20,509261.0,35.575838,addition,0.8061413,Q2 2019,INFORMATION TECHNOLOGY,"","",258.8225
Crowdstrike holdings inc,CRWD,"",1829622.0,449685000.0,1.8293,1.7959,21,-15575.0,-0.844083,reduction,0.8888802,Q1 2020,INFORMATION TECHNOLOGY,"","",68.28
Zillow group inc class c,Z,"",4756444.0,419234000.0,1.7054,2.294,22,-89969.0,-1.856404,reduction,2.5573770,Q3 2020,COMMUNICATIONS,"","",113.87
Sunrun inc,RUN,"",9507942.0,418349000.0,1.7018,3.6913,23,-7579568.0,-44.357358,reduction,4.6170095,Q3 2020,ENERGY,"","",72.71
Confluent inc,CFLT,"",7147939.0,413384000.0,1.6816,0.3173,24,5422939.0,314.373275,addition,25.9196392,Q2 2021,INFORMATION TECHNOLOGY,"","",56.7179
Peloton interactive inc,PTON,"",4196416.0,365298000.0,1.486,2.2717,25,-533369.0,-11.276813,reduction,1.5456036,Q4 2019,CONSUMER DISCRETIONARY,"","",95.23
Shopify inc,SHOP,"",262618.0,356052000.0,1.4484,2.3471,26,-152204.0,-36.6914,reduction,0.2312329,Q2 2017,COMMUNICATIONS,"","",1169.52
Guardant health inc,GH,"",2805273.0,350687000.0,1.4266,1.2799,27,144070.0,5.413717,addition,2.7693088,Q2 2019,HEALTH CARE,"","",115.6279
Xpeng inc.,XPEV,"",9643583.0,342733000.0,1.3942,1.7856,28,-735842.0,-7.089429,reduction,1.4906171,Q4 2020,CONSUMER DISCRETIONARY,"","",40.52
Didi global inc,DIDI,"",40485696.0,301190000.0,1.2252,1.1665,29,0.0,0.0,,0.9298724,Q2 2021,INFORMATION TECHNOLOGY,"","",14.14
Microsoft corp.,MSFT,"",1040142.0,293237000.0,1.1929,,30,1040142.0,,new,0.0138411,Q3 2021,INFORMATION TECHNOLOGY,"","",281.92
Biontech se adr,BNTX,"",1033985.0,282267000.0,1.1482,1.0719,31,-202332.0,-16.365706,reduction,0.4263558,Q1 2021,HEALTH CARE,"","",192.17
Agora  inc. ads,API,"",9562594.0,277315000.0,1.1281,1.554,32,0.0,0.0,,9.8760952,Q4 2020,INFORMATION TECHNOLOGY,"","",39.56
Lam research corp.,LRCX,"",407871.0,232140000.0,0.9443,1.4602,33,-171548.0,-29.606899,reduction,0.2873268,Q1 2020,INFORMATION TECHNOLOGY,"","",650.7
Global payments inc.,GPN,"",1293332.0,203803000.0,0.8291,0.9394,34,0.0,0.0,,0.4402861,Q2 2019,INFORMATION TECHNOLOGY,"","",172.03
Bath & body works inc (l brands),BBWI,"",3214424.0,202605000.0,0.8242,0.8971,35,-761818.49,-19.159256,reduction,1.2158672,Q3 2018,CONSUMER DISCRETIONARY,"","",25.72
Pinterest inc,PINS,"",3723441.0,189710000.0,0.7717,1.1385,36,0.0,0.0,,0.6706763,Q3 2020,COMMUNICATIONS,"","",62.35
Insulet corp,PODD,"",586401.0,166673000.0,0.678,0.6262,37,-2619.0,-0.444637,reduction,0.8514129,Q3 2019,HEALTH CARE,"","",183.53
Dingdong limited ads,DDL,"",7029666.0,160968000.0,0.6548,0.0289,38,6834666.0,3504.956923,addition,3.5203106,Q2 2021,CONSUMER DISCRETIONARY,"","",24.0758
Nuance communications  inc.,NUAN,"",2837482.0,156175000.0,0.6353,2.8363,39,-10615081.0,-78.907499,reduction,0.9021576,Q3 2020,INFORMATION TECHNOLOGY,"","",38.15
Broadcom ltd. (avago technologies),AVGO,"",317584.0,154006000.0,0.6265,0.5865,40,0.0,0.0,,0.0774104,Q1 2014,INFORMATION TECHNOLOGY,"","",203.49
Blend labs inc,BLND,"",11236100.0,146919000.0,0.5977,,41,11236100.0,,new,5.2457176,Q3 2021,INFORMATION TECHNOLOGY,"","",13.48
Anaplan inc,PLAN,"",2382943.0,145097000.0,0.5902,0.6935,42,-976867.0,-29.075067,reduction,1.6301135,Q4 2018,INFORMATION TECHNOLOGY,"","",41.44
Zillow group inc. class b,ZG,"",1568047.0,138897000.0,0.565,0.7616,43,-36858.0,-2.296585,reduction,2.5559224,Q3 2020,COMMUNICATIONS,"","",115.7
Affirm holdings inc,AFRM,"",1082269.0,128931000.0,0.5245,,44,1082269.0,,new,0.7333490,Q3 2021,INFORMATION TECHNOLOGY,"","",119.13
Ke holdings inc.,BEKE,"",6891039.0,125830000.0,0.5119,,45,6891039.0,,new,0.7692633,Q3 2021,INFORMATION TECHNOLOGY,"","",18.26
Oscar health  inc.,OSCR,"",6193324.0,107702000.0,0.4381,0.5254,46,-116261.0,-1.842609,reduction,3.5891686,Q1 2021,FINANCE,"","",26.88
Snap inc class a,SNAP,"",1271497.0,93925000.0,0.3821,0.0408,47,1117013.0,723.060641,addition,0.0959014,Q4 2020,UTILITIES AND TELECOMMUNICATIONS,"","",70.9784
Nvidia corp.,NVDA,"",394117.0,81645000.0,0.3321,0.6343,48,-424723.0,-51.868863,reduction,0.0158153,Q3 2016,INFORMATION TECHNOLOGY,"","",50.01
Nikola corp,NKLA,"",7599258.0,81084000.0,0.3298,0.6705,49,-1987622.0,-20.732731,reduction,1.9081444,Q2 2020,FINANCE,"","",14.92
Bill.com holdings  inc.,BILL,"",289074.0,77168000.0,0.3139,0.2059,50,-1214.0,-0.418205,reduction,0.3049854,Q1 2021,INFORMATION TECHNOLOGY,"","",173.23
Lucid group inc,LCID,"",2814924.0,71443000.0,0.2906,0.3936,51,-711125.0,-20.167757,reduction,0.1739087,Q1 2021,CONSUMER DISCRETIONARY,"","",27.38
Viacomcbs inc. class b,VIAC,"",1710417.0,67579000.0,0.2749,0.2994,52,0.0,0.0,,0.2823339,Q1 2021,COMMUNICATIONS,"","",45.1
Stitch fix inc,SFIX,"",1623700.0,64867000.0,0.2639,0.3792,53,0.0,0.0,,2.2610012,Q4 2019,CONSUMER DISCRETIONARY,"","",58.72
Rlx technology inc. ads,RLX,"",14205740.0,64210000.0,0.2612,0.4755,54,0.0,0.0,,1.4912303,Q1 2021,CONSUMER STAPLES,"","",10.36
Victoria`s secret & co,VSCO,"",1071472.0,59210000.0,0.2409,,55,1071472.0,,new,1.2126770,Q3 2021,CONSUMER DISCRETIONARY,"","",55.26
Li auto inc. ads,LI,"",1901616.0,49993000.0,0.2034,0.1879,56,512936.0,36.936947,addition,0.2224238,Q3 2020,CONSUMER DISCRETIONARY,"","",25.3188
Intellia therapeutics inc,NTLA,"",208000.0,27903000.0,0.1135,,57,208000.0,,new,0.2830431,Q3 2021,HEALTH CARE,"","",134.15
Dexcom inc,DXCM,"",50376.0,27548000.0,0.1121,0.0839,58,-382.0,-0.752591,reduction,0.0520688,Q2 2020,HEALTH CARE,"","",422.95
3d systems corp.,DDD,"",961067.0,26497000.0,0.1078,0.1488,59,0.0,0.0,,0.7674076,Q1 2017,INDUSTRIALS,"","",27.44
Singular genomics systems inc,OMIC,"",2119614.0,23007000.0,0.0936,0.2256,60,0.0,0.0,,2.9621740,Q2 2021,HEALTH CARE,"","",27.48
Absci corp,ABSI,"",1859478.0,21626000.0,0.088,,61,1859478.0,,new,2.0090034,Q3 2021,HEALTH CARE,"","",11.63
Lightspeed pos inc.,LSPD,"",200099.0,19296000.0,0.0785,0.1079,62,-133273.0,-39.977263,reduction,0.1399492,Q4 2020,INFORMATION TECHNOLOGY,"","",68.45
Ribbit leap  ltd.,LEAP.UN,"",1830000.0,19142000.0,0.0779,0.0787,63,0.0,0.0,,No Data,Q3 2020,FINANCE,"","",13.0
Robinhood markets inc,HOOD,"",432287.0,18191000.0,0.074,,64,432287.0,,new,0.0596021,Q3 2021,INFORMATION TECHNOLOGY,"","",42.08
Toast inc,TOST,"",352000.0,17583000.0,0.0715,,65,352000.0,,new,N/A,Q3 2021,INFORMATION TECHNOLOGY,"","",49.95
Caribou biosciences inc,CRBU,"",700000.0,16709000.0,0.068,,66,700000.0,,new,1.1672339,Q3 2021,HEALTH CARE,"","",23.87
Quantumscape,QS,"",672447.0,16502000.0,0.0671,0.1151,67,-342944.0,-33.774576,reduction,0.2589934,Q1 2021,FINANCE,"","",40.24
Sunlight financial holdings inc,SUNL,"",3000000.0,15930000.0,0.0648,,68,3000000.0,,new,3.5361656,Q3 2021,FINANCE,"","",5.31
Doximity inc,DOCS,"",192859.0,15564000.0,0.0633,0.0545,69,-49076.0,-20.284787,reduction,N/A,Q2 2021, ,"","",
Graftech international ltd,EAF,"",1090232.0,11251000.0,0.0458,0.0491,70,0.0,0.0,,0.4069841,Q3 2020,INDUSTRIALS,"","",12.23
Curevac n.v.,CVAC,"",205213.0,11209000.0,0.0456,0.029,71,103239.0,101.240512,addition,0.1097904,Q2 2021,HEALTH CARE,"","",63.9919
Msd acquisition corp,MSDAU,"",953649.0,9546000.0,0.0388,0.0395,72,-55000.0,-5.452838,reduction,1.9072980,Q1 2021, ,"","",10.15
Ccc intelligent solutions holdings inc,CCCS,"",500000.0,5255000.0,0.0214,,73,500000.0,,new,No Data,Q3 2021,FINANCE,"","",10.51
Remitly global inc,RELY,"",75403.0,2768000.0,0.0113,,74,75403.0,,new,N/A,Q3 2021, ,"","",36.7
Macerich company (the),MAC,"",85238.0,1424000.0,0.0058,0.006,75,0.0,0.0,,0.0400162,Q3 2020,REAL ESTATE,"","",11.7
Stratasys ltd,SSYS,"",60000.0,1291000.0,0.0053,0.006,76,0.0,0.0,,0.1059748,Q2 2015,INFORMATION TECHNOLOGY,"","",25.9
Boeing company,BA,"",1400.0,308000.0,0.0013,0.0013,77,0.0,0.0,,0.0002388,Q4 2019,INDUSTRIALS,"","",214.06
Luminar technologies,LAZR,"",0.0,0.0,,0.1352,"",-1590058.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,"","",22.19
Payoneer global inc,PAYO,"",0.0,0.0,,0.0482,"",-1200000.0,-100.0,soldall,0.0000000,Q2 2021,FINANCE,"","",10.37
Legalzoom.com inc,LZ,"",0.0,0.0,,0.003,"",-20281.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",37.85
Intuit  inc.,INTU,"",0.0,0.0,,0.05,"",-26314.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",490.17
Skillz inc,SKLZ,"",0.0,0.0,,0.1367,"",-1624674.0,-100.0,soldall,0.0000000,Q2 2021,FINANCE,"","",21.72
C3ai  inc.,AI,"",0.0,0.0,,0.1885,"",-778451.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",65.91
Datadog inc,DDOG,"",0.0,0.0,,0.3883,"",-963384.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",45.01
Root  inc.,ROOT,"",0.0,0.0,,0.1906,"",-4548046.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,"","",15.71
Microvision inc.,MVIS,"",0.0,0.0,,0.0821,"",-1265268.0,-100.0,soldall,0.0000000,Q2 2021,INDUSTRIALS,"","",16.75
Lemonade  inc.,LMND,"",0.0,0.0,,0.183,"",-431835.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,"","",93.13
Coinbase global inc,COIN,"",0.0,0.0,,0.0929,"",-94664.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",253.3
Chargepoint holdings inc,CHPT,"",0.0,0.0,,0.2822,"",-2097807.0,-100.0,soldall,0.0000000,Q2 2021,FINANCE,"","",34.74
Sofi technologies inc,SOFI,"",0.0,0.0,,0.0619,"",-834200.0,-100.0,soldall,0.0000000,Q2 2021,FINANCE,"","",19.17
