Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Sumo logic  inc.,SUMO,"",5533367.0,114264000.0,0.2125,0.2364,53,85680.0,1.572778,addition,5.1808989,Q3 2020,INFORMATION TECHNOLOGY,"","",21.7527
Intuit  inc.,INTU,"",217920.0,106818000.0,0.1987,0.195,54,-3317.0,-1.499297,reduction,0.0797484,Q4 2020,INFORMATION TECHNOLOGY,"","",379.85
Zendesk inc,ZEN,"",714000.0,103059000.0,0.1917,0.2178,55,0.0,0.0,,0.5949002,Q3 2018,INFORMATION TECHNOLOGY,"","",69.61
Airbnb  inc.,ABNB,"",650000.0,99541000.0,0.1852,0.281,56,0.0,0.0,,0.3364658,Q4 2020,CONSUMER DISCRETIONARY,"","",146.8
Salesforce.com inc.,CRM,"",387700.0,94703000.0,0.1762,1.1155,57,-1901000.0,-83.060253,reduction,0.0418683,Q4 2017,INFORMATION TECHNOLOGY,"","",156.91
Digitalocean holdings inc,DOCN,"",1700000.0,94503000.0,0.1758,0.1648,58,0.0,0.0,,1.5837504,Q1 2021,INFORMATION TECHNOLOGY,"","",42.13
Jamf holding corp.,JAMF,"",2778778.0,93284000.0,0.1735,0.2258,59,0.0,0.0,,2.3571968,Q3 2020,INFORMATION TECHNOLOGY,"","",37.61
Bigcommerce holdings  inc.,BIGC,"",1350000.0,87642000.0,0.163,0.1795,60,0.0,0.0,,1.8984653,Q3 2020,INFORMATION TECHNOLOGY,"","",83.3
Goodrx holdings  inc.,GDRX,"",2345000.0,84443000.0,0.1571,0.1925,61,200000.0,9.324009,addition,3.3713975,Q3 2020,HEALTH CARE,"","",49.0812
New oriental education & tech group inc adr,EDU,"",9217500.0,75491000.0,0.1404,0.5937,62,-9217500.0,-50.0,reduction,0.5377085,Q4 2016,CONSUMER DISCRETIONARY,"","",7.53
Agora  inc. ads,API,"",1726123.0,72428000.0,0.1347,0.1996,63,0.0,0.0,,1.7827124,Q2 2020,INFORMATION TECHNOLOGY,"","",39.75
Tuya inc ads,TUYA,"",2850000.0,69825000.0,0.1299,0.1386,64,0.0,0.0,,0.5091468,Q1 2021,INFORMATION TECHNOLOGY,"","",21.14
Applovin corp,APP,"",928000.0,69758000.0,0.1298,,65,928000.0,,new,0.4281409,Q2 2021, ,"","",75.17
Anaplan inc,PLAN,"",1280868.0,68270000.0,0.127,0.1587,66,0.0,0.0,,0.8849929,Q3 2019,INFORMATION TECHNOLOGY,"","",36.44
Sentinelone inc,S,"",1511801.0,64252000.0,0.1195,,67,1511801.0,,new,0.5896950,Q2 2021,INFORMATION TECHNOLOGY,"","",42.5
C3ai  inc.,AI,"",1000000.0,62530000.0,0.1163,0.1516,68,0.0,0.0,,1.0007912,Q4 2020,INFORMATION TECHNOLOGY,"","",138.75
Just eat takeaway.com nv,GRUB,"",3197957.0,58395000.0,0.1086,,69,3197957.0,,new,0.3022341,Q2 2021,CONSUMER DISCRETIONARY,"","",18.26
Bumble inc,BMBL,"",1000000.0,57600000.0,0.1071,0.1435,70,0.0,0.0,,0.8347313,Q1 2021,INFORMATION TECHNOLOGY,"","",62.38
Tal education group american depositary adr,TAL,"",2282649.0,57591000.0,0.1071,0.7139,71,-3480224.0,-60.390434,reduction,0.5141114,Q4 2015,CONSUMER DISCRETIONARY,"","",6.01
On24 inc.,ONTF,"",1600000.0,56768000.0,0.1056,0.1786,72,0.0,0.0,,3.4506756,Q1 2021,INFORMATION TECHNOLOGY,"","",48.51
Katapult holdings inc,KPLT,"",5000000.0,54050000.0,0.1005,,73,5000000.0,,new,N/A,Q2 2021, ,"","",
Stoneco ltd,STNE,"",773281.0,51856000.0,0.0965,0.1077,74,8685.0,1.135894,addition,0.2928668,Q4 2018,FINANCE,"","",18.9861
Jfrog ltd.,FROG,"",1000000.0,45520000.0,0.0847,0.1021,75,0.0,0.0,,1.0428889,Q3 2020,INFORMATION TECHNOLOGY,"","",84.65
Monday.com ltd,MNDY,"",200000.0,44718000.0,0.0832,,76,200000.0,,new,0.4574125,Q2 2021,INFORMATION TECHNOLOGY,"","",5.4471
Ozon holdings plc,OZON,"",750000.0,43965000.0,0.0818,0.0967,77,0.0,0.0,,0.3677853,Q4 2020,CONSUMER DISCRETIONARY,"","",41.41
Doximity inc,DOCS,"",750000.0,43650000.0,0.0812,,78,750000.0,,new,N/A,Q2 2021, ,"","",
Squarespace inc,SQSP,"",730777.0,43415000.0,0.0808,,79,730777.0,,new,0.8106237,Q2 2021,INFORMATION TECHNOLOGY,"","",59.41
Despegar.com corp,DESP,"",3201170.0,42287000.0,0.0787,0.2422,80,-4522015.0,-58.551168,reduction,4.5666201,Q3 2017,COMMUNICATIONS,"","",32.0
Datto holding corp.,MSP,"",1500000.0,41760000.0,0.0777,0.0791,81,0.0,0.0,,0.9243455,Q4 2020,INFORMATION TECHNOLOGY,"","",27.0
Kanzhun ltd,BZ,"",1050000.0,41633000.0,0.0774,,82,1050000.0,,new,N/A,Q2 2021,INFORMATION TECHNOLOGY,"","",
Aihuishou international co. ltd,RERE,"",2750000.0,41113000.0,0.0765,,83,2750000.0,,new,2.0736355,Q2 2021,CONSUMER DISCRETIONARY,"","",0.9559
Dingdong limited ads,DDL,"",1050000.0,40215000.0,0.0748,,84,1050000.0,,new,0.5258182,Q2 2021,CONSUMER DISCRETIONARY,"","",38.3
Visa inc,V,"",163000.0,38113000.0,0.0709,0.0794,85,0.0,0.0,,0.0096347,Q3 2016,FINANCE,"","",80.48
Root  inc.,ROOT,"",3106976.0,33617000.0,0.0625,0.091,86,0.0,0.0,,3.5756292,Q1 2021,FINANCE,"","",12.73
Mongodb inc,MDB,"",82000.0,29645000.0,0.0551,0.0504,87,0.0,0.0,,0.1319599,Q4 2017,INFORMATION TECHNOLOGY,"","",132.5
Twilio inc,TWLO,"",74701.0,29444000.0,0.0548,0.0586,88,0.0,0.0,,0.0447495,Q3 2018,INFORMATION TECHNOLOGY,"","",115.88
Dynatrace inc,DT,"",500000.0,29210000.0,0.0543,0.0555,89,0.0,0.0,,0.1758790,Q3 2019,INFORMATION TECHNOLOGY,"","",18.67
Xpeng inc.,XPEV,"",650000.0,28873000.0,0.0537,0.0546,90,0.0,0.0,,0.1004711,Q3 2020,CONSUMER DISCRETIONARY,"","",20.07
Didi global inc,DIDI,"",2000000.0,28280000.0,0.0526,,91,2000000.0,,new,0.0459358,Q2 2021,INFORMATION TECHNOLOGY,"","",14.14
Chindata group holdings ltd ads,CD,"",1850000.0,27917000.0,0.0519,0.0704,92,0.0,0.0,,1.0620097,Q3 2020,INFORMATION TECHNOLOGY,"","",16.23
Logistics innovation technologies corp,LITTU,"",2800000.0,27860000.0,0.0518,,93,2800000.0,,new,8.0000000,Q2 2021, ,"","",
Smartsheet inc,SMAR,"",360000.0,26035000.0,0.0484,0.0529,94,0.0,0.0,,0.2877423,Q1 2019,INFORMATION TECHNOLOGY,"","",42.13
Soaring eagle acquisition corp,SRNGU1,"",2425000.0,25681000.0,0.0478,0.0565,95,0.0,0.0,,1.6166667,Q1 2021, ,"","",10.12
Olo inc,OLO,"",681000.0,25463000.0,0.0474,0.0413,96,0.0,0.0,,2.4637114,Q1 2021,INFORMATION TECHNOLOGY,"","",26.39
Tcv acquisition corp,TCVA,"",2500000.0,24775000.0,0.0461,,97,2500000.0,,new,6.0827251,Q2 2021, ,"","",9.91
Revolution healthcare acquisition corp,REVHU,"",2250000.0,22568000.0,0.042,0.052,98,0.0,0.0,,4.5000000,Q1 2021, ,"","",10.05
Altimeter growth corp.,AGCUU,"",1800000.0,22140000.0,0.0412,0.0506,99,0.0,0.0,,3.6000000,Q4 2020,FINANCE,"","",13.0
Reinvent technology partners,RTP.UN1,"",2000000.0,20900000.0,0.0389,0.0493,100,0.0,0.0,,No Data,Q3 2020,TRANSPORTS,"","",11.49
Ajax i,AJAX.UN1,"",2000000.0,20880000.0,0.0388,0.0489,101,0.0,0.0,,No Data,Q4 2020,FINANCE,"","",12.41
Altimeter growth corp. 2,AGCB,"",1996000.0,20459000.0,0.0381,0.0477,102,0.0,0.0,,4.3297180,Q1 2021,FINANCE,"","",10.38
Svf investment corp.,SVFAU,"",2000000.0,20350000.0,0.0379,0.0486,103,0.0,0.0,,3.8095238,Q1 2021,FINANCE,"","",10.56
Confluent inc,CFLT,"",400000.0,19000000.0,0.0353,,104,400000.0,,new,1.4504678,Q2 2021,INFORMATION TECHNOLOGY,"","",47.5
Cloudflare inc,NET,"",175000.0,18522000.0,0.0345,0.0283,105,0.0,0.0,,0.0664300,Q3 2019,INFORMATION TECHNOLOGY,"","",18.57
Liberty media acquisition corp,LMACU,"",1700000.0,18003000.0,0.0335,0.0419,106,0.0,0.0,,3.4000000,Q1 2021,FINANCE,"","",10.71
17 education & technology group inc. ads,YQ,"",1170311.0,17087000.0,0.0318,0.0079,107,1050311.0,875.259167,addition,2.7622963,Q4 2020,INFORMATION TECHNOLOGY,"","",4.5892
Ncino  inc.,NCNO,"",275000.0,16478000.0,0.0306,0.0422,108,0.0,0.0,,0.2881552,Q3 2020,FINANCE,"","",79.68
Avalara inc,AVLR,"",100000.0,16180000.0,0.0301,0.0307,109,0.0,0.0,,0.1158531,Q2 2018,INFORMATION TECHNOLOGY,"","",53.37
Duck creek technologies  inc.,DCT,"",350000.0,15229000.0,0.0283,0.0363,110,0.0,0.0,,0.2657306,Q3 2020,INFORMATION TECHNOLOGY,"","",45.43
Momentive global inc,MNTV,"",698871.0,14725000.0,0.0274,0.0295,111,0.0,0.0,,0.4737690,Q3 2018,INFORMATION TECHNOLOGY,"","",16.03
Affirm holdings inc,AFRM,"",200000.0,13470000.0,0.0251,0.0325,112,0.0,0.0,,0.1355206,Q1 2021,INFORMATION TECHNOLOGY,"","",70.72
Li auto inc. ads,LI,"",350000.0,12229000.0,0.0227,0.0201,113,0.0,0.0,,0.0412728,Q3 2020,CONSUMER DISCRETIONARY,"","",17.39
Endeavor group holdings  inc.,EDR,"",400000.0,11084000.0,0.0206,,114,400000.0,,new,0.1541438,Q2 2021,COMMUNICATIONS,"","",27.71
Svf investment corp 3,SVFC,"",1100000.0,10934000.0,0.0203,0.0256,115,0.0,0.0,,N/A,Q1 2021, ,"","",
Knowbe4 inc,KNBE,"",325000.0,10163000.0,0.0189,,116,325000.0,,new,2.2607843,Q2 2021,INFORMATION TECHNOLOGY,"","",31.27
Lead edge growth opps ltd,LEGAU,"",1000000.0,10000000.0,0.0186,0.0229,117,0.0,0.0,,7.4438159,Q1 2021, ,"","",9.97
Ldh growth corp i,LDHAU,"",960000.0,9600000.0,0.0179,0.0223,118,0.0,0.0,,4.8000000,Q1 2021, ,"","",10.12
Xp inc.,XP,"",200000.0,8710000.0,0.0162,0.0173,119,0.0,0.0,,0.0529430,Q4 2019,FINANCE,"","",38.52
Provident acquisition corp.,PAQCU,"",800000.0,8024000.0,0.0149,0.0187,120,0.0,0.0,,4.0000000,Q1 2021,FINANCE,"","",10.16
Zoominfo technologies inc.,ZI,"",150000.0,7826000.0,0.0146,0.0169,121,0.0,0.0,,0.0825056,Q2 2020,COMMUNICATIONS,"","",51.03
Svf investment corp 2,SVFB,"",775000.0,7711000.0,0.0143,0.018,122,0.0,0.0,,3.2617845,Q1 2021, ,"","",10.1
Vertex  inc.,VERX,"",325000.0,7131000.0,0.0133,0.0164,123,0.0,0.0,,0.8132506,Q3 2020,INFORMATION TECHNOLOGY,"","",23.0
Splunk inc,SPLK,"",45228.0,6539000.0,0.0122,,124,45228.0,,new,0.0275919,Q2 2021,INFORMATION TECHNOLOGY,"","",144.58
Huya inc,HUYA,"",362000.0,6389000.0,0.0119,0.0162,125,0.0,0.0,,0.4315406,Q2 2018,INFORMATION TECHNOLOGY,"","",32.89
Pagerduty inc,PD,"",150000.0,6387000.0,0.0119,0.0139,126,0.0,0.0,,0.1793360,Q2 2019,INFORMATION TECHNOLOGY,"","",47.05
Dropbox inc,DBX,"",200000.0,6062000.0,0.0113,0.0123,127,0.0,0.0,,0.0634276,Q1 2018,INFORMATION TECHNOLOGY,"","",31.25
Alkami technology inc,ALKT,"",150000.0,5351000.0,0.01,,128,150000.0,,new,0.1720445,Q2 2021, ,"","",35.67
American well corp.,AMWL,"",400000.0,5032000.0,0.0094,0.016,129,0.0,0.0,,0.1915807,Q3 2020,HEALTH CARE,"","",29.64
Solarwinds corp,SWI,"",189600.0,3378000.0,0.0063,0.008,130,0.0,0.0,,0.1265630,Q4 2018,INFORMATION TECHNOLOGY,"","",13.83
Health catalyst inc,HCAT,"",50000.0,2776000.0,0.0052,0.0054,131,0.0,0.0,,0.1072897,Q3 2019,INFORMATION TECHNOLOGY,"","",31.64
Outset medical  inc.,OM,"",55000.0,2749000.0,0.0051,0.0069,132,0.0,0.0,,0.1187566,Q3 2020,INFORMATION TECHNOLOGY,"","",50.0
Douyu international holdings ltd,DOYU,"",400000.0,2736000.0,0.0051,0.0096,133,0.0,0.0,,0.1233008,Q3 2019,INFORMATION TECHNOLOGY,"","",8.19
Medallia inc,MDLA1,"",50000.0,1688000.0,0.0031,0.0032,134,0.0,0.0,,0.0315278,Q3 2019,INFORMATION TECHNOLOGY,"","",27.43
Oak street health  inc.,OSH,"",25000.0,1464000.0,0.0027,0.0031,135,0.0,0.0,,0.0103795,Q3 2020,INFORMATION TECHNOLOGY,"","",53.44
Dada nexus ltd. ads,DADA,"",50000.0,1451000.0,0.0027,0.0031,136,0.0,0.0,,0.0211154,Q2 2020,COMMUNICATIONS,"","",22.3
Redfin corp,RDFN,"",16981.0,1077000.0,0.002,0.0061,137,-23106.0,-57.639634,reduction,0.0161859,Q3 2017,REAL ESTATE,"","",25.09
Farmland partners inc,FPI,"",44502.0,536000.0,0.001,0.0011,138,0.0,0.0,,0.1355941,Q1 2017,REAL ESTATE,"","",11.17
Onesmart international education group ltd,ONE,"",320000.0,394000.0,0.0007,0.0017,139,0.0,0.0,,0.3068695,Q1 2018,CONSUMER DISCRETIONARY,"","",10.75
Kingsoft cloud holdings limited adr,KC,"",10000.0,339000.0,0.0006,0.0009,140,0.0,0.0,,0.0044778,Q2 2020,INFORMATION TECHNOLOGY,"","",31.52
Semrush holdings inc,SEMR,"",10000.0,230000.0,0.0004,0.0003,141,0.0,0.0,,0.0925894,Q1 2021,INFORMATION TECHNOLOGY,"","",11.91
Phoenix tree holdings ltd. ads,DNK1,"",0.0,0.0,,0.1984,"",-36436075.0,-100.0,soldall,0.0000000,Q1 2020,REAL ESTATE,"","",4.34
Academy sports and outdoors  inc.,ASO,"",0.0,0.0,,0.1087,"",-1750000.0,-100.0,soldall,0.0000000,Q4 2020,CONSUMER DISCRETIONARY,"","",20.73
Linx sa,LINX1,"",0.0,0.0,,0.0512,"",-3350000.0,-100.0,soldall,0.0000000,Q2 2019,INFORMATION TECHNOLOGY,"","",9.12
