Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Solid biosciences inc,SLDB,"",13412552.0,49090000.0,0.637,0.938,42,0.0,0.0,,12.1603625,Q1 2018,HEALTH CARE,"","",7.74
Atea pharmaceuticals  inc.,AVIR,"",2259224.0,48528000.0,0.6297,2.3356,43,-850000.0,-27.338011,reduction,N/A,Q4 2020,HEALTH CARE,"","",
Coherus biosciences inc note 1.500% 4/1,DEBT-COHE,PRN,4500000.0,46053000.0,0.5976,,44,4500000.0,,new,N/A,Q2 2021, ,"","",
Caremax  inc,CMAX,"",3320000.0,42828000.0,0.5558,0.0031,45,3300000.0,16500.0,addition,23.0956522,Q4 2020,FINANCE,"","",12.9163
Dbv technologies s.a. adr,DBVT,"",7695505.0,42017000.0,0.5452,0.5187,46,0.0,0.0,,6.9944274,Q4 2014,HEALTH CARE,"","",8.18
Apellis pharmaceuticals inc,APLS,"",661162.0,41785000.0,0.5422,,47,661162.0,,new,0.7599276,Q2 2021,HEALTH CARE,"","",63.2
Verrica pharmaceuticals inc,VRCA,"",3610412.0,40798000.0,0.5294,0.6917,48,0.0,0.0,,13.1217472,Q2 2018,HEALTH CARE,"","",19.48
Rain therapeutics inc,RAIN,"",2537019.0,39425000.0,0.5116,,49,2537019.0,,new,9.5856854,Q2 2021,HEALTH CARE,"","",15.54
Treace medical concepts inc,TMCI,"",1235886.0,38634000.0,0.5013,,50,1235886.0,,new,2.3415050,Q2 2021,HEALTH CARE,"","",31.26
Tarsus pharmaceuticals  inc.,TARS,"",1296416.0,37570000.0,0.4875,0.5201,51,0.0,0.0,,6.3012027,Q4 2020,HEALTH CARE,"","",41.33
Axsome therapeutics inc,AXSM,"",553908.0,37367000.0,0.4849,,52,553908.0,,new,1.4699559,Q2 2021,HEALTH CARE,"","",67.46
Veru inc,VERU,"",4451342.0,35922000.0,0.4661,0.6065,53,0.0,0.0,,5.5743683,Q3 2018,CONSUMER STAPLES,"","",6.58
Athira pharma  inc.,ATHA,"",3425916.0,35081000.0,0.4552,0.7972,54,0.0,0.0,,9.2038437,Q3 2020,HEALTH CARE,"","",18.45
Health catalyst inc,HCAT,"",566084.0,31423000.0,0.4078,0.2993,55,60000.0,11.855739,addition,1.2147002,Q3 2019,INFORMATION TECHNOLOGY,"","",40.2582
Xenon pharmaceuticals inc,XENE,"",1678973.0,31262000.0,0.4057,0.1166,56,1163931.0,225.987589,addition,4.0826901,Q1 2021,HEALTH CARE,"","",18.3991
Dicerna pharmaceuticals inc,DRNA,"",800000.0,29856000.0,0.3874,0.2587,57,0.0,0.0,,1.0291484,Q4 2019,HEALTH CARE,"","",25.4
Bioatla  inc.,BCAB,"",685519.0,29052000.0,0.377,,58,685519.0,,new,2.1308230,Q2 2021,HEALTH CARE,"","",42.38
Exact sciences corp,EXAS,"",233523.0,29029000.0,0.3767,0.5891,59,-120000.0,-33.944043,reduction,0.1358096,Q1 2021,HEALTH CARE,"","",131.78
Immatics n.v.,4A3:FWB,"",2500000.0,29025000.0,0.3766,0.3544,60,0.0,0.0,,N/A,Q3 2020,HEALTH CARE,"","",
Inari medical  inc.,NARI,"",310437.0,28958000.0,0.3758,0.7647,61,-254676.0,-45.066385,reduction,0.6217629,Q2 2020,HEALTH CARE,"","",52.14
Iveric bio inc,ISEE,"",4585512.0,28935000.0,0.3755,0.3584,62,0.0,0.0,,4.4087478,Q4 2019,HEALTH CARE,"","",6.13
Acceleron pharma inc,XLRN,"",226760.0,28456000.0,0.3693,,63,226760.0,,new,0.3723449,Q2 2021,HEALTH CARE,"","",125.49
Panacea acquisition corp,NUVB,"",3041004.0,28312000.0,0.3674,0.3672,64,0.0,0.0,,1.3971988,Q1 2021,FINANCE,"","",10.45
Alphatec holdings inc,ATEC,"",1800180.0,27579000.0,0.3579,0.3223,65,0.0,0.0,,1.7980731,Q3 2019,HEALTH CARE,"","",15.79
Travere therapeutics inc,TVTX,"",1845555.0,26927000.0,0.3494,1.0415,66,-1452864.0,-44.047284,reduction,3.0395929,Q4 2013,MATERIALS,"","",18.14
Graphite bio inc,GRPH,"",875093.0,26892000.0,0.349,,67,875093.0,,new,N/A,Q2 2021,HEALTH CARE,"","",
Avidity biosciences  inc.,RNA,"",1079028.0,26663000.0,0.346,0.3031,68,-20000.0,-1.81979,reduction,2.8644228,Q2 2020,HEALTH CARE,"","",28.26
Kodiak sciences inc,KOD,"",286041.0,26602000.0,0.3452,0.5578,69,-102967.0,-26.469121,reduction,0.5559425,Q4 2018,HEALTH CARE,"","",16.45
Adma biologics inc,ADMA,"",16584802.0,26536000.0,0.3443,0.3691,70,0.0,0.0,,12.4914273,Q3 2016,HEALTH CARE,"","",3.69
Repligen corp.,RGEN,"",132500.0,26450000.0,0.3432,,71,132500.0,,new,0.2413283,Q4 2020,HEALTH CARE,"","",199.62
Arrowhead pharmaceuticals inc,ARWR,"",315141.0,26100000.0,0.3387,0.3432,72,-94200.0,-23.012598,reduction,0.3022667,Q4 2020,HEALTH CARE,"","",76.73
Lyra therapeutics inc,LYRA,"",3222560.0,25877000.0,0.3358,0.4723,73,0.0,0.0,,24.7868162,Q2 2020,HEALTH CARE,"","",11.34
Cogent biosciences inc,COGT,"",3188750.0,25861000.0,0.3356,0.354,74,0.0,0.0,,8.3018168,Q3 2020,HEALTH CARE,"","",76.62
Pmv pharmaceuticals  inc.,PMVP,"",746557.0,25502000.0,0.3309,0.3105,75,0.0,0.0,,1.6577843,Q3 2020,HEALTH CARE,"","",43.72
Inhibrx  inc.,INBX,"",907090.0,24963000.0,0.3239,,76,907090.0,,new,2.3938697,Q2 2021,HEALTH CARE,"","",27.52
Celldex therapeutics inc.,CLDX,"",742699.0,24836000.0,0.3223,,77,742699.0,,new,1.5978261,Q2 2021,HEALTH CARE,"","",33.44
Collegium pharmaceutical inc,COLL,"",978277.0,23126000.0,0.3001,0.2932,78,0.0,0.0,,2.7507148,Q4 2019,HEALTH CARE,"","",17.48
Forte biosciences inc. (tocagen),FBRX,"",685000.0,23030000.0,0.2988,0.2969,79,0.0,0.0,,5.0696743,Q4 2020,HEALTH CARE,"","",35.36
Stoke therapeutics inc,STOK,"",671978.0,22619000.0,0.2935,0.3301,80,0.0,0.0,,1.8285568,Q2 2019,HEALTH CARE,"","",29.17
Agile therapeutics inc,AGRX,"",15919925.0,21174000.0,0.2748,0.4187,81,0.0,0.0,,17.1182056,Q1 2019,HEALTH CARE,"","",1.63
Vyne therapeutics inc,VYNE,"",5773954.0,20267000.0,0.263,0.5864,82,-1000000.0,-14.762427,reduction,N/A,Q1 2021, ,"","",
Oncorus  inc.,ONCR,"",1463599.0,20198000.0,0.2621,0.3503,83,-526388.0,-26.451831,reduction,5.6840551,Q4 2020,HEALTH CARE,"","",32.33
Social cap hedosophia holdings corp iii,CLOV,"",1500000.0,19980000.0,0.2593,0.1305,84,0.0,0.0,,0.6359315,Q1 2021,FINANCE,"","",7.56
Verona pharma plc adr,VRNA,"",2888889.0,18893000.0,0.2452,0.3054,85,0.0,0.0,,4.8118895,Q3 2020,HEALTH CARE,"","",6.24
Dot therapeutics-2 inc,DAWN,"",756047.0,17215000.0,0.2234,,86,756047.0,,new,1.2208299,Q2 2021,HEALTH CARE,"","",22.77
1life healthcare inc.,ONEM,"",516044.0,17060000.0,0.2214,0.2569,87,-3800.0,-0.730989,reduction,0.3744810,Q1 2020,INFORMATION TECHNOLOGY,"","",32.3
Cm life sciences ii inc,CMIIU1,"",1250000.0,16813000.0,0.2182,0.2023,88,0.0,0.0,,6.2500000,Q1 2021, ,"","",12.8
Teladoc health inc,TDOC,CALL,100000.0,16629000.0,0.2158,,89,100000.0,,new,N/A,Q2 2021,HEALTH CARE,"","",
Astria therapeutics inc,ATXS,"",1281453.74,16219000.0,0.2105,0.0707,90,959130.79,297.568259,addition,9.9899995,Q1 2021,HEALTH CARE,"","",13.8372
Nanostring technologies inc note 2.625% 3/0,DEBT-NANO,PRN,1000000.0,16194000.0,0.2101,,91,1000000.0,,new,N/A,Q2 2021, ,"","",
Immunocore holdings plc,IMCR,"",400000.0,15620000.0,0.2027,0.2153,92,0.0,0.0,,0.9135322,Q1 2021,HEALTH CARE,"","",42.57
Point biopharma global inc,PNT,"",1500000.0,15405000.0,0.1999,0.1994,93,0.0,0.0,,1.6644143,Q3 2020,FINANCE,"","",14.38
Neptune wellness solutions inc,NEPT,"",12849706.0,15034000.0,0.1951,0.2094,94,0.0,0.0,,7.7388346,Q2 2011,HEALTH CARE,"","",2.85
Aclaris therapeutics inc,ACRS,"",850000.0,14926000.0,0.1937,0.2071,95,200000.0,30.769231,addition,1.3885325,Q1 2021,HEALTH CARE,"","",23.4024
Healthcor catalio acquisition corp cl a,HCAQ,"",1500000.0,14775000.0,0.1917,0.1882,96,0.0,0.0,,7.0376279,Q1 2021, ,"","",10.0
Nanobiotix s.a. adr,NBTX,"",1059800.0,14604000.0,0.1895,0.2016,97,0.0,0.0,,3.0431399,Q4 2020,HEALTH CARE,"","",16.5
Viridian therapeutics inc,VRDN,"",794506.0,14531000.0,0.1886,,98,794506.0,,new,8.2871926,Q2 2021,HEALTH CARE,"","",18.29
Adaptive biotechnologies corp,ADPT,"",352804.0,14416000.0,0.1871,0.1796,99,0.0,0.0,,0.2506318,Q2 2019,HEALTH CARE,"","",44.77
Viatris inc,VTRS,"",1004419.0,14353000.0,0.1862,0.1774,100,0.0,0.0,,0.0830585,Q1 2020,HEALTH CARE,"","",15.61
Fusion pharmaceuticals inc.,FUSN,"",1775167.0,14343000.0,0.1861,0.2644,101,-175000.0,-8.97359,reduction,4.1264126,Q2 2020,HEALTH CARE,"","",17.47
Leap therapeutics inc,LPTX,"",8476496.0,13901000.0,0.1804,0.2037,102,0.0,0.0,,14.2051448,Q1 2020,HEALTH CARE,"","",1.69
Harmony biosciences holdings  inc.,HRMY,"",491332.0,13870000.0,0.18,0.1302,103,179659.0,57.643428,addition,0.8618578,Q3 2020,HEALTH CARE,"","",32.017
Cm life sciences iii inc,CMLTU,"",1250000.0,13688000.0,0.1776,,104,1250000.0,,new,3.1250000,Q2 2021, ,"","",10.95
Accolade  inc.,ACCD,"",245741.0,13346000.0,0.1732,0.1984,105,-100000.0,-28.923385,reduction,0.3719193,Q3 2020,INFORMATION TECHNOLOGY,"","",41.33
Cvrx inc,CVRX,"",440000.0,12320000.0,0.1599,,106,440000.0,,new,2.1625951,Q2 2021,HEALTH CARE,"","",28.0
Bcls acquisition corp.,BLSA,"",1000000.0,10530000.0,0.1366,0.1337,107,0.0,0.0,,6.7283431,Q4 2020,FINANCE,"","",11.14
Cytomx therapeutics inc,CTMX,"",1640957.0,10387000.0,0.1348,0.2106,108,-513017.0,-23.817233,reduction,2.5184661,Q4 2015,HEALTH CARE,"","",16.31
Research alliance corp ii class a,RACB,"",1000000.0,10140000.0,0.1316,0.1296,109,0.0,0.0,,6.4729109,Q1 2021, ,"","",10.25
Summit healthcare acquisition corp,SMIHU,"",1000000.0,10010000.0,0.1299,,110,1000000.0,,new,5.0000000,Q2 2021, ,"","",0.4454
Codex dna inc,DNAY,"",425000.0,9350000.0,0.1213,,111,425000.0,,new,1.4509208,Q2 2021,HEALTH CARE,"","",11.7242
Concert pharmaceuticals inc,CNCE,"",2150641.0,9075000.0,0.1178,0.1357,112,0.0,0.0,,6.6844528,Q4 2018,HEALTH CARE,"","",12.48
4d molecular therapeutics  inc.,FDMT,"",375256.0,9036000.0,0.1173,0.244,113,-69622.0,-15.649684,reduction,1.3904419,Q4 2020,HEALTH CARE,"","",41.45
Provention bio inc,PRVB,"",948481.0,7996000.0,0.1038,0.3785,114,-1903577.0,-66.743979,reduction,1.4966231,Q3 2019,HEALTH CARE,"","",13.33
Poseida therapeutics  inc.,PSTX,"",787745.0,7893000.0,0.1024,0.0951,115,0.0,0.0,,1.2673939,Q3 2020,HEALTH CARE,"","",8.87
Achilles therapeutics plc,ACHL,"",755375.0,7395000.0,0.096,0.1581,116,0.0,0.0,,1.8595333,Q1 2021,HEALTH CARE,"","",16.55
Silk road medical inc,SILK,"",147133.0,7042000.0,0.0914,0.2178,117,-192967.0,-56.738312,reduction,0.4242125,Q1 2020,HEALTH CARE,"","",44.37
Labstyle innovations corp,DRIO,"",327869.0,7003000.0,0.0909,0.0798,118,0.0,0.0,,2.1094026,Q1 2021,INFORMATION TECHNOLOGY,"","",19.26
Taysha gene therapies  inc.,TSHA,"",320440.0,6793000.0,0.0881,0.1207,119,-150000.0,-31.885044,reduction,0.8450985,Q3 2020,HEALTH CARE,"","",22.4
Privia health group inc,PRVA,"",135000.0,5990000.0,0.0777,,120,135000.0,,new,0.1276681,Q2 2021, ,"","",44.37
Akoya biosciences inc,AKYA,"",300000.0,5802000.0,0.0753,,121,300000.0,,new,0.8073518,Q2 2021,INFORMATION TECHNOLOGY,"","",19.34
Tango therapeutics inc,TNGX,"",500000.0,5690000.0,0.0738,0.0703,122,0.0,0.0,,2.3389351,Q3 2020,FINANCE,"","",10.36
Mereo biopharma group plc,MREO,"",1696068.0,5377000.0,0.0698,0.2557,123,-4303932.0,-71.7322,reduction,1.5683599,Q1 2021,HEALTH CARE,"","",3.37
Consonance-hfw acquisition corp.,CHFW.UN1,"",500000.0,5200000.0,0.0675,0.0617,124,0.0,0.0,,No Data,Q4 2020,HEALTH CARE,"","",10.47
Prothena corp plc,PRTA,"",100000.0,5141000.0,0.0667,,125,100000.0,,new,0.2263683,Q2 2021,CONSUMER STAPLES,"","",51.41
Longview acquisition corp ii,LGV.UN,"",500000.0,5040000.0,0.0654,0.0635,126,0.0,0.0,,No Data,Q1 2021,FINANCE,"","",10.04
Health sciences acquisitions corp 2,HSAQ,"",450000.0,4590000.0,0.0596,0.0637,127,0.0,0.0,,2.2004890,Q3 2020,FINANCE,"","",11.0
Artara therapeutics inc,TARA,"",421641.0,4107000.0,0.0533,0.0839,128,-1.0,-0.000237,reduction,3.7526797,Q4 2019,HEALTH CARE,"","",16.83
Merus bv,MRUS,"",175000.0,3687000.0,0.0478,0.0462,129,0.0,0.0,,0.4548078,Q1 2021,HEALTH CARE,"","",20.89
American well corp.,AMWL,"",290000.0,3648000.0,0.0473,0.078,130,-65000.0,-18.309859,reduction,0.1388960,Q3 2020,HEALTH CARE,"","",29.07
Regenxbio inc,RGNX,"",89283.0,3469000.0,0.045,0.0299,131,20000.0,28.86711,addition,0.2095819,Q1 2021,HEALTH CARE,"","",35.1718
Sema4 holdings corp,SMFR,"",227000.0,3180000.0,0.0413,0.0239,132,100000.0,78.740157,addition,0.0945084,Q1 2021,FINANCE,"","",14.5023
Fulcrum therapeutics inc,FULC,"",294118.0,3082000.0,0.04,,133,294118.0,,new,0.8992117,Q2 2021,HEALTH CARE,"","",10.48
Science 37 holdings inc,SNCE,"",300000.0,3000000.0,0.0389,0.0385,134,0.0,0.0,,2.9966135,Q4 2020,FINANCE,"","",10.67
Galera therapeutics inc,GRTX,"",254664.0,2503000.0,0.0325,0.0284,135,0.0,0.0,,0.9658938,Q4 2019,HEALTH CARE,"","",13.16
Frequency therapeutics inc,FREQ,"",222222.0,2213000.0,0.0287,0.2539,136,-1891439.0,-89.486394,reduction,0.6456753,Q4 2019,HEALTH CARE,"","",17.66
Cerevel therapeutics holdings inc. warrant,CEREW,"",133066.0,1914000.0,0.0248,0.0072,137,0.0,0.0,,N/A,Q4 2020, ,"","",
Motus gi holdings inc,MOTS,"",1800542.0,1873000.0,0.0243,0.0262,138,0.0,0.0,,3.7378987,Q1 2018,HEALTH CARE,"","",4.01
Sigilon therapeutics  inc.,SGTX,"",125000.0,1341000.0,0.0174,0.0353,139,0.0,0.0,,0.3899274,Q4 2020,HEALTH CARE,"","",48.03
Sierra oncology inc,SRRA,"",66655.0,1298000.0,0.0168,0.0145,140,0.0,0.0,,0.5306656,Q1 2017,HEALTH CARE,"","",3394.75
Ferrari n.v.,RACE,"",6200.0,1278000.0,0.0166,0.0164,141,0.0,0.0,,0.0033559,Q1 2016,CONSUMER DISCRETIONARY,"","",41.7
Eiger biopharmaceuticals inc,EIGR,"",139890.0,1192000.0,0.0155,0.0157,142,0.0,0.0,,0.4120312,Q1 2016,HEALTH CARE,"","",15.33
Butterfly network inc,BFLY.WS,"",233333.0,1127000.0,0.0146,0.019,143,0.0,0.0,,N/A,Q1 2021, ,"","",
Rockley photonics holdings ltd,RKLY.WS,"",500000.0,1055000.0,0.0137,0.012,144,0.0,0.0,,N/A,Q1 2021, ,"","",
Plx pharma inc,PLXP,"",57459.0,793000.0,0.0103,0.0254,145,-164721.0,-74.138536,reduction,0.2136796,Q1 2021,HEALTH CARE,"","",9.03
Alpha teknova inc,TKNO,"",30000.0,712000.0,0.0092,,146,30000.0,,new,0.1148901,Q2 2021,HEALTH CARE,"","",23.73
Tcr2 therapeutics inc,TCRR,"",30753.0,505000.0,0.0066,0.0875,147,-282547.0,-90.184169,reduction,0.0805415,Q3 2020,HEALTH CARE,"","",20.32
Pharvaris bv,PHVS,"",27000.0,503000.0,0.0065,0.0095,148,0.0,0.0,,0.0884687,Q1 2021,HEALTH CARE,"","",27.98
Caremax inc,CMAXW,"",60000.0,283000.0,0.0037,,149,60000.0,,new,N/A,Q2 2021, ,"","",
Rapt therapeutics  inc.,RAPT,PUT,45000.0,83000.0,0.0011,,150,45000.0,,new,N/A,Q2 2021,HEALTH CARE,"","",
Vincerx pharma inc,VINC,"",0.0,0.0,,0.0732,"",-300000.0,-100.0,soldall,0.0000000,Q4 2020,FINANCE,"","",20.91
Forma therapeutics holdings  inc.,FMTX,"",0.0,0.0,,0.4429,"",-1250000.0,-100.0,soldall,0.0000000,Q2 2020,FINANCE,"","",46.49
Biogen inc,BIIB,PUT,0.0,0.0,,2.1226,"",-600000.0,-100.0,soldall,N/A,Q1 2021,HEALTH CARE,"","",
Viewray inc,VRAY,"",0.0,0.0,,0.0414,"",-751748.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,"","",8.83
Allogene therapeutics inc,ALLO,"",0.0,0.0,,0.5106,"",-1143790.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,"","",26.93
Therapeuticsmd inc,TXMD,"",0.0,0.0,,0.0466,"",-2750000.0,-100.0,soldall,0.0000000,Q1 2021,ENERGY,"","",1.34
Compass pathways plc ads,CMPS,"",0.0,0.0,,0.3713,"",-797404.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,"","",34.9
Acadia pharmaceuticals inc,ACAD,"",0.0,0.0,,0.4601,"",-1410305.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",25.8
Deerfield healthcare technology acquisitions corp.,DFHTU1,"",0.0,0.0,,0.0497,"",-300000.0,-100.0,soldall,No Data,Q3 2020,FINANCE,"","",10.63
Cel-sci corp.,CVM,"",0.0,0.0,,0.0065,"",-33700.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",15.21
Syndax pharmaceuticals inc,SNDX,"",0.0,0.0,,0.0763,"",-270000.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",22.24
Sana biotechnology inc,SANA,"",0.0,0.0,,0.0042,"",-10000.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",33.47
Vincera pharma inc wt exp 12/24/2025,VINCW,"",0.0,0.0,,0.0153,"",-300000.0,-100.0,soldall,N/A,Q4 2020, ,"","",
Biogen inc,BIIB,CALL,0.0,0.0,,2.6462,"",-748000.0,-100.0,soldall,N/A,Q3 2020,HEALTH CARE,"","",
Talis biomedical corp,TLIS,"",0.0,0.0,,0.0406,"",-250000.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,"","",12.85
Vaxcyte  inc.,PCVX,"",0.0,0.0,,0.2123,"",-850000.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",31.61
Arena pharmaceuticals inc,ARNA,"",0.0,0.0,,0.5046,"",-575007.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,"","",51.09
Fibrogen inc,FGEN,PUT,0.0,0.0,,0.0878,"",-200000.0,-100.0,soldall,N/A,Q1 2021,HEALTH CARE,"","",
Phreesia inc,PHR,"",0.0,0.0,,0.0659,"",-100000.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",54.26
