Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Sea ltd adr,SE,"",1686410.0,386373000.0,2.0316,2.6031,14,-233541.0,-12.163904,reduction,0.4216246,Q1 2020,INFORMATION TECHNOLOGY,"","",132.0
Docusign inc,DOCU,"",2511332.0,383606000.0,2.017,1.8917,15,799464.0,46.701264,addition,1.2691410,Q3 2019,INFORMATION TECHNOLOGY,"","",187.1222
Draftkings inc cl a,DKNG,"",12290927.0,341688000.0,1.7966,2.0272,16,2540748.0,26.058475,addition,3.0239478,Q1 2021,FINANCE,"","",48.7379
Crispr therapeutics ag,CRSP,"",4319471.0,330526000.0,1.7379,1.582,17,1029955.0,31.310229,addition,5.6443778,Q3 2018,HEALTH CARE,"","",54.8829
Intellia therapeutics inc,NTLA,"",2753903.0,327714000.0,1.7231,1.3835,18,353970.0,14.749162,addition,3.7474673,Q3 2018,HEALTH CARE,"","",28.8102
Trimble navigation ltd.,TRMB,"",3668000.0,318382000.0,1.6741,1.2414,19,132001.0,3.733061,addition,1.4613057,Q1 2018,INFORMATION TECHNOLOGY,"","",75.805
Palantir technologies inc.,PLTR,"",16856885.0,311074000.0,1.6356,1.8046,20,-478190.0,-2.758511,reduction,0.9033700,Q1 2021,INFORMATION TECHNOLOGY,"","",24.35
Invitae corp,NVTA,"",18998453.0,292576000.0,1.5384,2.1031,21,1873864.0,10.942534,addition,8.3926237,Q3 2018,HEALTH CARE,"","",23.1299
Mercadolibre inc,MELI,"",214645.0,289599000.0,1.5227,1.3594,22,26207.0,13.907492,addition,0.4339861,Q4 2016,COMMUNICATIONS,"","",1004.8405
Robinhood markets inc,HOOD,"",14512501.0,262676000.0,1.3812,0.8375,23,9936136.0,217.118521,addition,1.9892383,Q3 2021,INFORMATION TECHNOLOGY,"","",25.4291
Pacific biosciences of california  inc.,PACB,"",11915025.0,244854000.0,1.2875,1.0135,24,2567023.0,27.46066,addition,5.4012300,Q3 2020,HEALTH CARE,"","",21.4878
Pagerduty inc,PD,"",6178820.0,216259000.0,1.1371,1.106,25,-100202.0,-1.595822,reduction,7.1863446,Q1 2020,INFORMATION TECHNOLOGY,"","",29.35
Etsy inc,ETSY,"",920602.0,203453000.0,1.0698,0.9409,26,-138189.0,-13.051584,reduction,0.7261371,Q3 2020,CONSUMER DISCRETIONARY,"","",189.92
Twist bioscience corp,TWST,"",2351257.0,174134000.0,0.9156,0.9308,27,205147.0,9.559016,addition,4.7373350,Q1 2020,HEALTH CARE,"","",79.7632
Roblox corp. class a,RBLX,"",1598051.0,166980000.0,0.878,0.3361,28,568074.0,55.154047,addition,0.3095533,Q1 2021,INFORMATION TECHNOLOGY,"","",86.3251
Iridium communications inc,IRDM,"",4277548.0,166867000.0,0.8774,0.7657,29,-293802.0,-6.427029,reduction,3.2356056,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,"","",33.43
10x genomics inc,TXG,"",1247960.0,166291000.0,0.8744,0.8234,30,-85584.0,-6.417786,reduction,1.3626101,Q2 2020,HEALTH CARE,"","",179.3
Stoneco ltd,STNE,"",9346667.0,159548000.0,0.8389,0.8862,31,3433125.0,58.055308,addition,3.5398881,Q2 2021,FINANCE,"","",31.2284
Zillow group inc class c,Z,"",2304951.0,147655000.0,0.7764,2.9533,32,-5495344.0,-70.450464,reduction,1.2311959,Q3 2018,COMMUNICATIONS,"","",72.54
Tusimple holdings inc,TSP,"",3683206.0,134437000.0,0.7069,0.5952,33,-135384.0,-3.545392,reduction,1.9485124,Q2 2021,INFORMATION TECHNOLOGY,"","",55.14
Pinduoduo inc,PDD,"",2203882.0,127825000.0,0.6721,0.9146,34,-162390.0,-6.862694,reduction,0.1758479,Q1 2019,CONSUMER DISCRETIONARY,"","",100.74
Netflix inc,NFLX,"",200126.0,120970000.0,0.6361,0.6896,35,-63156.0,-23.987967,reduction,0.0452984,Q1 2018,COMMUNICATIONS,"","",491.27
Veracyte inc,VCYT,"",3121103.0,112672000.0,0.5924,0.5078,36,164724.0,5.571816,addition,4.3932552,Q3 2018,HEALTH CARE,"","",29.3502
Stratasys ltd,SSYS,"",4501549.0,110288000.0,0.5799,0.4263,37,-109557.0,-2.375938,reduction,7.9508471,Q3 2018,INFORMATION TECHNOLOGY,"","",25.65
2u  inc,TWOU,"",5273261.0,103725000.0,0.5454,0.6879,38,298193.0,5.993747,addition,6.9963036,Q4 2018,CONSUMER DISCRETIONARY,"","",23.0702
Snap inc class a,SNAP,"",2103365.0,100204000.0,0.5269,0.4567,39,681564.0,47.936666,addition,0.1551733,Q3 2019,UTILITIES AND TELECOMMUNICATIONS,"","",30.8677
Ginkgo bioworks holdings  inc,DNA,"",11307008.0,96788000.0,0.5089,0.2266,40,6754325.0,148.35922,addition,0.8626147,Q3 2021,HEALTH CARE,"","",9.6307
Workday inc,WDAY,"",344136.0,93949000.0,0.494,0.3965,41,-30491.0,-8.139029,reduction,0.1783088,Q3 2019,COMMUNICATIONS,"","",181.54
Farfetch ltd,FTCH,"",2727174.0,91715000.0,0.4822,0.5145,42,-544509.0,-16.643086,reduction,0.8308209,Q3 2021,CONSUMER DISCRETIONARY,"","",37.48
Splunk inc,SPLK,"",751858.0,87569000.0,0.4604,0.3288,43,212550.0,39.411616,addition,0.4735005,Q4 2016,INFORMATION TECHNOLOGY,"","",136.4715
Adaptive biotechnologies corp,ADPT,"",3160923.0,87052000.0,0.4577,0.287,44,1133445.0,55.904182,addition,2.2396951,Q2 2020,HEALTH CARE,"","",36.36
Iovance biotherapeutics inc,IOVA,"",4965096.0,82619000.0,0.4344,0.6225,45,-1415707.0,-22.186972,reduction,3.1645149,Q1 2019,HEALTH CARE,"","",29.04
Walt disney co. (the),DIS,"",514148.0,80104000.0,0.4212,0.6093,46,-318129.0,-38.223933,reduction,0.0282863,Q3 2020,COMMUNICATIONS,"","",167.01
3d systems corp.,DDD,"",3654231.0,79224000.0,0.4166,0.2361,47,1666740.0,83.861512,addition,2.8609173,Q2 2021,INDUSTRIALS,"","",25.6355
Intercontinental exchange inc,ICE,"",577560.0,78739000.0,0.414,0.6155,48,-679833.0,-54.066867,reduction,0.1025125,Q1 2018,FINANCE,"","",99.67
Signify health  inc.,SGFY,"",5525816.0,77969000.0,0.41,0.377,49,601657.0,12.218472,addition,3.2424590,Q2 2021,INFORMATION TECHNOLOGY,"","",18.5954
Kratos defense & security solutions inc,KTOS,"",3988078.0,77369000.0,0.4068,0.3555,50,225138.0,5.983035,addition,3.2165461,Q3 2018,INDUSTRIALS,"","",23.6271
Cerus corp.,CERS,"",11529716.0,77364000.0,0.4068,0.3246,51,-760820.0,-6.190291,reduction,6.6929577,Q3 2018,HEALTH CARE,"","",5.58
Teradyne inc,TER,"",468203.0,76385000.0,0.4016,0.254,52,-73181.0,-13.517392,reduction,0.2872335,Q1 2018,INFORMATION TECHNOLOGY,"","",119.98
Okta inc,OKTA,"",340054.0,76349000.0,0.4014,0.3938,53,-45697.0,-11.846243,reduction,0.2289468,Q3 2020,INFORMATION TECHNOLOGY,"","",244.68
Peloton interactive inc,PTON,"",2043441.0,73789000.0,0.388,0.7364,54,57515.0,2.89613,addition,0.7453148,Q3 2020,CONSUMER DISCRETIONARY,"","",119.8837
Lendingclub corp,LC,"",2987000.0,72883000.0,0.3832,0.4572,55,-767167.0,-20.435079,reduction,2.9908027,Q4 2016,FINANCE,"","",343.89
Aerovironment inc,AVAV,"",1186813.0,72491000.0,0.3812,0.3332,56,232001.0,24.298082,addition,4.7829870,Q1 2018,INDUSTRIALS,"","",82.3602
Fate therapeutics inc,FATE,"",1242843.0,72209000.0,0.3797,0.3105,57,-3727.0,-0.29898,reduction,1.3014876,Q2 2019,HEALTH CARE,"","",55.37
Editas medicine inc,EDIT,"",2675235.0,71563000.0,0.3763,0.7558,58,-1587337.0,-37.238949,reduction,3.9112458,Q3 2018,HEALTH CARE,"","",28.02
Niu technologies,NIU,"",4248698.0,69254000.0,0.3641,0.2948,59,1314644.0,44.806401,addition,6.3145751,Q3 2020,CONSUMER DISCRETIONARY,"","",24.5903
Alphabet inc. class c,GOOG,"",23168.0,67187000.0,0.3533,0.3871,60,-10598.0,-31.386602,reduction,0.0072915,Q2 2014,COMMUNICATIONS,"","",2241.08
Caredx inc,CDNA,"",1501915.0,66625000.0,0.3503,0.2736,61,407962.0,37.292461,addition,2.8444175,Q3 2019,HEALTH CARE,"","",46.1428
Deere & co.,DE,"",191982.0,66169000.0,0.3479,0.2838,62,-4944.0,-2.510588,reduction,0.0624520,Q2 2017,INDUSTRIALS,"","",260.88
Materialise nv adr,MTLS,"",2640699.0,63033000.0,0.3314,0.2285,63,0.0,0.0,,4.8749035,Q3 2018,INFORMATION TECHNOLOGY,"","",18.86
Intuit  inc.,INTU,"",97029.0,62603000.0,0.3292,0.5342,64,-134644.0,-58.118123,reduction,0.0342657,Q4 2016,INFORMATION TECHNOLOGY,"","",297.89
Paypal holdings inc,PYPL,"",322663.0,61993000.0,0.326,2.1174,65,-1564456.0,-82.90182,reduction,0.0274623,Q4 2015,COMMUNICATIONS,"","",177.44
Regeneron pharmaceuticals inc.,REGN,"",91320.0,58038000.0,0.3052,0.3017,66,-30552.0,-25.068925,reduction,0.0863793,Q1 2019,HEALTH CARE,"","",489.24
Toast inc,TOST,"",1641905.0,57302000.0,0.3013,,67,1641905.0,,new,2.2269116,Q4 2021,INFORMATION TECHNOLOGY,"","",34.71
Opendoor technologies  inc.,OPEN,"",3776158.0,55736000.0,0.2931,1.4738,68,-12966110.0,-77.445362,reduction,0.6164022,Q4 2020,CONSUMER DISCRETIONARY,"","",19.64
Skillz inc,SKLZ,"",6531370.0,49769000.0,0.2617,0.2197,69,1362937.0,26.370411,addition,1.9247547,Q2 2021,INFORMATION TECHNOLOGY,"","",18.7401
Monday.com ltd,MNDY,"",163210.0,49697000.0,0.2613,0.2298,70,61.0,0.037389,addition,0.3732715,Q2 2021,INFORMATION TECHNOLOGY,"","",5.5633
Arcturus therapeutics ltd,ARCT,"",1357472.0,47783000.0,0.2512,0.2683,71,-1060.0,-0.078025,reduction,5.1496403,Q2 2019,HEALTH CARE,"","",34.24
Proto labs inc,PRLB,"",911615.0,47595000.0,0.2503,0.5606,72,-1046414.0,-53.442212,reduction,3.3041921,Q3 2018,CONSUMER DISCRETIONARY,"","",105.2
Corteva inc,CTVA,"",950653.0,44890000.0,0.236,0.2972,73,-705163.0,-42.587039,reduction,0.1304214,Q3 2019,MATERIALS,"","",38.99
Bill.com holdings  inc.,BILL,"",173401.0,43350000.0,0.2279,0.2109,74,-15495.0,-8.202926,reduction,0.1690831,Q1 2021,INFORMATION TECHNOLOGY,"","",167.51
Genius sports limited,GENI,"",5343686.0,41414000.0,0.2178,0.2679,75,1868063.0,53.747573,addition,2.6837570,Q3 2021,CONSUMER DISCRETIONARY,"","",14.7936
Liveperson inc.,LPSN,"",1154256.0,41369000.0,0.2175,0.0242,76,1057229.0,1089.623507,addition,1.6311544,Q3 2020,COMMUNICATIONS,"","",37.6727
Cloudflare inc,NET,"",307767.0,40810000.0,0.2146,0.2992,77,-314304.0,-50.525422,reduction,0.1123718,Q4 2020,INFORMATION TECHNOLOGY,"","",74.78
Solaredge technologies inc,SEDG,"",142156.0,40230000.0,0.2115,0.1826,78,-19501.0,-12.063196,reduction,0.2706727,Q2 2021,ENERGY,"","",274.67
Meta platforms  inc.,FB,"",117779.0,39900000.0,0.2098,1.3286,79,-788098.0,-86.998345,reduction,0.0049774,Q2 2019,COMMUNICATIONS,"","",254.27
Blade air mobility inc,BLDE,"",4332774.0,38518000.0,0.2025,0.1489,80,1075940.0,33.036378,addition,6.1411770,Q4 2020,TRANSPORTS,"","",10.0026
Bilibili inc,BILI,"",703482.0,33028000.0,0.1737,0.2251,81,-90380.0,-11.38485,reduction,0.2339892,Q3 2020,COMMUNICATIONS,"","",52.36
Markforged holding corporation,MKFG,"",5856823.0,31627000.0,0.1663,0.1209,82,1596527.0,37.474556,addition,3.1513527,Q1 2021,INFORMATION TECHNOLOGY,"","",7.3195
Compugen ltd,CGEN,"",6998382.0,30793000.0,0.1619,0.1802,83,-29018.0,-0.412927,reduction,8.3395552,Q3 2018,HEALTH CARE,"","",4.43
L3harris technologies inc,LHX,"",136899.0,28853000.0,0.1517,0.1299,84,-5807.0,-4.069205,reduction,0.0697662,Q3 2018,INFORMATION TECHNOLOGY,"","",214.23
Jd.com inc adr,JD,"",410323.0,28558000.0,0.1502,0.2479,85,-388803.0,-48.653529,reduction,0.0306335,Q4 2016,CONSUMER DISCRETIONARY,"","",79.2
Garmin ltd,GRMN,"",195073.0,25359000.0,0.1333,0.0622,86,101592.0,108.676629,addition,0.1014304,Q3 2018,CONSUMER DISCRETIONARY,"","",127.0746
Archer aviation inc,ACHR,"",4176133.0,25140000.0,0.1322,0.0961,87,1660276.0,65.992463,addition,2.6554239,Q1 2021,FINANCE,"","",7.8533
Vertex pharmaceuticals  inc.,VRTX,"",113989.0,24872000.0,0.1308,0.0991,88,-13207.0,-10.383188,reduction,0.0448331,Q1 2019,HEALTH CARE,"","",204.62
Codexis inc,CDXS,"",868630.0,23245000.0,0.1222,0.0973,89,-2904.0,-0.333206,reduction,1.3389230,Q1 2019,MATERIALS,"","",18.2
Castle biosciences inc,CSTL,"",533677.0,21881000.0,0.1151,0.1133,90,5755.0,1.090123,addition,2.1093667,Q2 2021,HEALTH CARE,"","",71.9431
Magna international inc. class a,MGA,"",253290.0,19883000.0,0.1045,0.0944,91,-38900.0,-13.313255,reduction,0.0844982,Q1 2021,CONSUMER DISCRETIONARY,"","",82.27
Beam therapeutics inc.,BEAM,"",225223.0,18040000.0,0.0949,0.0951,92,-29132.0,-11.453284,reduction,0.3305502,Q4 2020,HEALTH CARE,"","",85.97
Elbit systems ltd,ESLT,"",102350.0,17940000.0,0.0943,0.0649,93,-2872.0,-2.729467,reduction,0.2312758,Q1 2018,INDUSTRIALS,"","",136.59
Ionis phrmacutls,IONS,"",605902.0,17935000.0,0.0943,0.0971,94,-69399.0,-10.276751,reduction,0.4290786,Q1 2019,HEALTH CARE,"","",52.24
Lockheed martin corp.,LMT,"",45648.0,16228000.0,0.0853,0.1324,95,-43742.0,-48.933885,reduction,0.0165519,Q1 2018,INDUSTRIALS,"","",359.31
Ansys  inc.,ANSS,"",40872.0,16218000.0,0.0853,0.0679,96,-7198.0,-14.973996,reduction,0.0468431,Q2 2018,INFORMATION TECHNOLOGY,"","",324.26
Synopsys inc.,SNPS,"",41287.0,14863000.0,0.0782,0.0625,97,-8557.0,-17.167563,reduction,0.0269079,Q2 2019,INFORMATION TECHNOLOGY,"","",222.65
Pfizer  inc.,PFE,"",250847.0,14858000.0,0.0781,0.0648,98,-104927.0,-29.492599,reduction,0.0044691,Q3 2021,HEALTH CARE,"","",43.01
Xpeng inc.,XPEV,"",280435.0,14456000.0,0.076,,99,280435.0,,new,0.0430872,Q4 2021,CONSUMER DISCRETIONARY,"","",50.33
Joby aviation inc,JOBY,"",1952476.0,14351000.0,0.0755,0.0795,100,115069.0,6.262575,addition,0.3233141,Q1 2021,TRANSPORTS,"","",9.8597
908 devices inc.,MASS,"",557750.0,13386000.0,0.0704,0.0775,101,-14342.0,-2.506939,reduction,1.9991088,Q1 2021,HEALTH CARE,"","",36.32
Apple inc,AAPL,"",73782.0,13158000.0,0.0692,0.1186,102,-120754.0,-62.07283,reduction,0.0004497,Q1 2010,INFORMATION TECHNOLOGY,"","",67.75
Personalis inc,PSNL,"",1080140.0,12962000.0,0.0682,0.088,103,-4886.0,-0.450312,reduction,2.4118957,Q3 2019,HEALTH CARE,"","",18.18
Dominos pizza inc,DPZ,"",22522.0,12500000.0,0.0657,0.0937,104,-23209.0,-50.751132,reduction,0.0618961,Q4 2016,CONSUMER DISCRETIONARY,"","",362.18
1life healthcare inc.,ONEM,"",774516.0,12415000.0,0.0653,0.0548,105,83760.0,12.125845,addition,0.4057420,Q2 2021,INFORMATION TECHNOLOGY,"","",25.5164
Veeva systems inc,VEEV,"",47871.0,12270000.0,0.0645,0.0692,106,-9292.0,-16.25527,reduction,0.0344359,Q4 2020,INFORMATION TECHNOLOGY,"","",270.96
Somalogic inc,SLGC,"",1052375.0,12218000.0,0.0642,0.008,107,883494.0,523.145884,addition,0.5808682,Q3 2021, ,"","",11.7604
Nutrien ltd,NTR,"",148669.0,11262000.0,0.0592,0.0453,108,-18374.0,-10.999563,reduction,0.0261449,Q4 2009,MATERIALS,"","",27.16
Aptiv plc,APTV,"",69780.0,10830000.0,0.0569,0.064,109,-32594.0,-31.838162,reduction,0.0257953,Q1 2018,INDUSTRIALS,"","",140.79
Velo3d inc,VLD,"",1357443.0,10683000.0,0.0562,0.0316,110,501375.0,58.567193,addition,0.7411087,Q2 2021,FINANCE,"","",8.7181
Quantum-si incorporated,QSI,"",1307420.0,10472000.0,0.0551,0.0479,111,-17064.0,-1.288351,reduction,1.1128988,Q2 2021,HEALTH CARE,"","",12.14
Incyte corporation,INCY,"",147815.0,10347000.0,0.0544,0.0579,112,-50149.0,-25.332384,reduction,0.0669177,Q1 2019,HEALTH CARE,"","",80.9
Caterpillar inc.,CAT,"",47932.0,9960000.0,0.0524,0.046,113,-7377.0,-13.337793,reduction,0.0088608,Q4 2018,INDUSTRIALS,"","",179.26
Bhp group plc,BBL,"",163111.0,9852000.0,0.0518,0.0438,114,-38283.0,-19.009007,reduction,0.0154456,Q1 2012,MATERIALS,"","",44.3
Freeport-mcmoran copper & gold  inc,FCX,"",234378.0,9797000.0,0.0515,0.0375,115,-28688.0,-10.905248,reduction,0.0159607,Q4 2009,MATERIALS,"","",21.8
Baidu inc adr,BIDU,"",60413.0,8947000.0,0.047,0.0454,116,-8545.0,-12.391601,reduction,0.0217257,Q4 2016,COMMUNICATIONS,"","",216.86
Accolade  inc.,ACCD,"",447137.0,8943000.0,0.047,0.0831,117,-18346.0,-3.941282,reduction,0.6707305,Q4 2020,INFORMATION TECHNOLOGY,"","",44.06
Totalenergies se,TTE,"",175559.0,8938000.0,0.047,0.0375,118,-7429.0,-4.059829,reduction,0.0066489,Q4 2009,ENERGY,"","",48.85
Aurora innovation inc,AUR,"",788468.0,8933000.0,0.047,,119,788468.0,,new,0.1226482,Q4 2021, ,"","",11.26
Nxp semiconductors n.v.,NXPI,"",39145.0,8930000.0,0.047,0.0376,120,-5667.0,-12.646166,reduction,0.0147199,Q3 2018,INFORMATION TECHNOLOGY,"","",154.73
Exxonmobil corp. (standard oil of new jersey),XOM,"",131795.0,8096000.0,0.0426,0.0404,121,-27303.0,-17.161121,reduction,0.0031131,Q4 2009,ENERGY,"","",72.22
Berkeley lights  inc.,BLI,"",445952.0,7804000.0,0.041,0.0272,122,117900.0,35.939424,addition,0.6609174,Q4 2020,HEALTH CARE,"","",33.7678
Chevron corp. (standard oil of california),CVX,"",65720.0,7735000.0,0.0407,0.0369,123,-18889.0,-22.325048,reduction,0.0034093,Q4 2009,ENERGY,"","",95.56
Schrodinger  inc.,SDGR,"",207300.0,7256000.0,0.0382,0.0389,124,41619.0,25.119959,addition,0.3358090,Q2 2020,INFORMATION TECHNOLOGY,"","",69.6606
Spirit aerosystems holdings inc. class a,SPR,"",162796.0,7051000.0,0.0371,0.03,125,6377.0,4.07687,addition,0.1549740,Q3 2018,INDUSTRIALS,"","",47.6732
Seres therapeutics inc,MCRB,"",785519.0,6567000.0,0.0345,0.0261,126,-89404.0,-10.218499,reduction,0.8552460,Q3 2018,HEALTH CARE,"","",5.35
Honeywell international inc. (allied chemical and dye - allied signal),HON,"",30986.0,6418000.0,0.0337,0.027,127,1384.0,4.67536,addition,0.0045010,Q4 2019,INDUSTRIALS,"","",212.0638
Recursion pharmaceuticals inc,RXRX,"",368994.0,6321000.0,0.0332,0.0369,128,-40200.0,-9.824191,reduction,0.2313077,Q2 2021,HEALTH CARE,"","",30.79
Royal dutch shell plc class a adr,RDS.A,"",142341.0,6296000.0,0.0331,0.0279,129,-2307.0,-1.594906,reduction,0.0069414,Q4 2009,ENERGY,"","",53.73
Heico corp.,HEI,"",45473.0,6237000.0,0.0328,0.0216,130,2323.0,5.383546,addition,0.0837989,Q3 2018,INDUSTRIALS,"","",131.9221
Companhia vale de rio doce s.a. adr,VALE,"",412777.0,5861000.0,0.0308,0.0228,131,35495.0,9.408082,addition,0.0080425,Q3 2020,MATERIALS,"","",11.8447
Teledyne technologies  inc.,TDY,"",14266.0,5785000.0,0.0304,0.0145,132,625.0,4.581776,addition,0.0305775,Q3 2018,INDUSTRIALS,"","",418.5503
Cellectis s.a. adr,CLLS,"",627910.0,5400000.0,0.0284,0.0375,133,-68485.0,-9.834218,reduction,1.3807712,Q1 2019,HEALTH CARE,"","",18.48
Linde plc (praxair inc.),LIN,"",14054.0,4905000.0,0.0258,0.02,134,-1724.0,-10.926607,reduction,0.0027420,Q4 2019,MATERIALS,"","",196.02
Weyerhaeuser corp.,WY,"",114862.0,4728000.0,0.0249,0.0167,135,5178.0,4.720834,addition,0.0153345,Q3 2010,MATERIALS,"","",30.1984
Nanostring technologies inc,NSTG,"",113861.0,4375000.0,0.023,0.0429,136,-103285.0,-47.564772,reduction,0.2494139,Q3 2018,HEALTH CARE,"","",26.38
Rio tinto plc (nyse) adr,RIO,"",62576.0,4241000.0,0.0223,0.0201,137,-7669.0,-10.917503,reduction,0.0050150,Q4 2009,MATERIALS,"","",48.5
Steel dynamics  inc.,STLD,"",65191.0,3952000.0,0.0208,0.0182,138,-8086.0,-11.03484,reduction,0.0328499,Q3 2015,MATERIALS,"","",31.59
Conocophillips (phillips petroleum),COP,"",52975.0,3804000.0,0.02,0.021,139,-19184.0,-26.585734,reduction,0.0040165,Q4 2013,ENERGY,"","",53.77
Barrick gold corp,GOLD,"",202206.0,3801000.0,0.02,0.0176,140,-23797.0,-10.529506,reduction,0.0113698,Q4 2009,MATERIALS,"","",22.35
Suncor energy  inc.,SU,"",148718.0,3718000.0,0.0195,0.0148,141,-17387.0,-10.467475,reduction,0.0102181,Q4 2013,ENERGY,"","",29.76
Nucor corp. (nuclear corp. of america),NUE,"",32387.0,3716000.0,0.0195,0.0153,142,-3826.0,-10.565267,reduction,0.0113321,Q3 2010,MATERIALS,"","",52.76
Newmont mining corp. (holding co.),NEM,"",60072.0,3686000.0,0.0194,0.0157,143,-7100.0,-10.56988,reduction,0.0075332,Q2 2016,MATERIALS,"","",40.33
Bp plc adr (british petroleum),BP,"",134545.0,3625000.0,0.0191,0.0178,144,-16548.0,-10.952195,reduction,0.0040955,Q3 2010,ENERGY,"","",37.82
Air products & chemicals inc,APD,"",11842.0,3600000.0,0.0189,0.0146,145,-1399.0,-10.565667,reduction,0.0053418,Q2 2020,MATERIALS,"","",276.22
International paper co.,IP,"",75382.0,3535000.0,0.0186,0.021,146,-18415.0,-19.632824,reduction,0.0194653,Q4 2009,MATERIALS,"","",45.54
Archer-daniels-midland co.,ADM,"",50181.0,3400000.0,0.0179,0.0144,147,-6190.0,-10.980823,reduction,0.0089698,Q4 2009,CONSUMER STAPLES,"","",37.38
Schlumberger ltd.,SLB,"",107718.0,3219000.0,0.0169,0.0125,148,9709.0,9.906233,addition,0.0076797,Q4 2009,ENERGY,"","",52.2508
Allogene therapeutics inc,ALLO,"",204156.0,2979000.0,0.0157,,149,204156.0,,new,0.1432513,Q4 2021,HEALTH CARE,"","",14.92
Alamos gold inc,AGI,"",378105.0,2877000.0,0.0151,0.0127,150,-44360.0,-10.500278,reduction,0.0964259,Q4 2017,MATERIALS,"","",5.57
Coterra energy inc,CTRA,"",142915.0,2720000.0,0.0143,0.0149,151,-16761.0,-10.496881,reduction,0.0175662,Q4 2012,ENERGY,"","",20.18
Pagseguro digital ltd,PAGS,"",107137.0,2711000.0,0.0143,0.0185,152,20081.0,23.066762,addition,0.0531799,Q3 2021,FINANCE,"","",46.9405
Calyxt inc,CLXT,"",1326256.0,2692000.0,0.0142,0.0269,153,-603842.0,-31.285562,reduction,3.4443128,Q1 2019,HEALTH CARE,"","",6.68
Baker hughes company,BKR,"",109946.0,2651000.0,0.0139,0.0138,154,-22472.0,-16.970502,reduction,0.0126379,Q1 2013,ENERGY,"","",26.56
Canadian natural resources  ltd,CNQ,"",62090.0,2615000.0,0.0137,0.0106,155,-7269.0,-10.480255,reduction,0.0052846,Q4 2009,ENERGY,"","",30.04
Univar solutions inc,UNVR,"",94627.0,2612000.0,0.0137,0.0108,156,-11118.0,-10.513972,reduction,0.0553511,Q4 2017,MATERIALS,"","",24.82
Agnico-eagle mines  ltd,AEM,"",49337.0,2588000.0,0.0136,0.0098,157,5518.0,12.592711,addition,0.0201485,Q1 2018,MATERIALS,"","",42.6775
Cf industries holdings inc,CF,"",33518.0,2382000.0,0.0125,0.0097,158,-7687.0,-18.655503,reduction,0.0156279,Q3 2010,MATERIALS,"","",39.62
Verve therapeutics inc,VERV,"",70950.0,2274000.0,0.012,0.0155,159,-7471.0,-9.526785,reduction,0.1472878,Q3 2021,HEALTH CARE,"","",5.47
Huntsman corp,HUN,"",64139.0,2256000.0,0.0119,0.0089,160,-7507.0,-10.477905,reduction,0.0294174,Q4 2020,MATERIALS,"","",26.48
