Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Opthea ltd ads,OPT,"",3308705.0,31664000.0,0.1373,0.1398,55,0.0,0.0,,7.7248751,Q4 2020,HEALTH CARE,"","",11.22
Aeglea biotherapeutics inc,AGLE,"",3410106.0,27008000.0,0.1171,0.1011,56,0.0,0.0,,7.1020361,Q2 2016,HEALTH CARE,"","",7.84
Novavax inc,NVAX,"",143756.0,26064000.0,0.113,0.0713,57,-25950.0,-15.291151,reduction,0.1946360,Q2 2020,HEALTH CARE,"","",83.35
Alkermes plc.,ALKS,"",1228170.0,22942000.0,0.0995,0.1154,58,-306979.0,-19.996691,reduction,0.7712800,Q4 2015,HEALTH CARE,"","",21.22
Mereo biopharma group plc,MREO,"",6719948.0,22646000.0,0.0982,0.0813,59,689655.0,11.436509,addition,6.5262628,Q4 2020,HEALTH CARE,"","",3.5584
Reata pharmaceuticals inc,RETA,"",223976.0,22330000.0,0.0968,0.1043,60,0.0,0.0,,0.7157842,Q4 2019,HEALTH CARE,"","",138.99
Otonomy inc,OTIC,"",7220074.0,18411000.0,0.0798,,61,7220074.0,,new,14.9425246,Q1 2021,HEALTH CARE,"","",2.55
Aurinia pharmaceuticals inc,AUPH,"",1410064.0,18310000.0,0.0794,0.0735,62,0.0,0.0,,1.1063593,Q4 2019,HEALTH CARE,"","",20.26
Edgewise therapeutics inc,EWTX,"",500000.0,16250000.0,0.0705,,63,500000.0,,new,No Data,Q1 2021, ,"","",32.5
Xencor inc,XNCR,"",369370.0,15905000.0,0.069,0.0607,64,0.0,0.0,,0.6428835,Q4 2013,HEALTH CARE,"","",11.52
Invitae corp note 2.000% 9/0,DEBT-INVI,PRN,10300000.0,15557000.0,0.0674,0.062,65,0.0,0.0,,N/A,Q3 2020, ,"","",
Biomarin pharmaceutical inc,BMRN,PRN,15000000.0,15299000.0,0.0663,0.0604,66,0.0,0.0,,N/A,Q1 2006,HEALTH CARE,"","",
Athira pharma  inc.,ATHA,"",806367.0,14837000.0,0.0643,0.104,67,0.0,0.0,,2.1723036,Q3 2020,HEALTH CARE,"","",18.46
Albireo pharma inc,ALBO,"",412466.0,14539000.0,0.063,0.0583,68,0.0,0.0,,2.1579709,Q2 2017,HEALTH CARE,"","",24.95
Xenon pharmaceuticals inc,XENE,"",751639.0,13454000.0,0.0583,0.0398,69,64253.0,9.347441,addition,2.0990081,Q2 2020,HEALTH CARE,"","",12.9982
Mirum pharmaceuticals inc,MIRM,"",647313.0,12830000.0,0.0556,0.0426,70,0.0,0.0,,2.1279396,Q3 2019,HEALTH CARE,"","",12.58
Sarepta therapeutics inc,SRPT,PRN,9174000.0,11970000.0,0.0519,,71,9174000.0,,new,N/A,Q1 2021,HEALTH CARE,"","",
Aduro biotech inc,KDNY,"",748693.0,11635000.0,0.0504,0.0447,72,0.0,0.0,,1.7759033,Q4 2020,HEALTH CARE,"","",15.86
Silverback therapeutics  inc.,SBTX,"",238095.0,10388000.0,0.045,0.0416,73,0.0,0.0,,0.8349315,Q4 2020,HEALTH CARE,"","",46.34
Revolution medicines  inc.,RVMD,"",222222.0,10196000.0,0.0442,,74,222222.0,,new,0.3028241,Q1 2021,HEALTH CARE,"","",45.88
Cymabay therapeutics inc,CBAY,"",2170464.0,9854000.0,0.0427,0.0626,75,-722812.0,-24.982477,reduction,3.1480595,Q2 2020,HEALTH CARE,"","",5.48
Genetron holdings ltd ads,GTH,"",455306.0,9771000.0,0.0424,0.024,76,0.0,0.0,,0.5152734,Q3 2020,HEALTH CARE,"","",13.55
Hookipa pharma inc,HOOK,"",700481.0,9421000.0,0.0408,0.0293,77,0.0,0.0,,2.6973102,Q2 2019,HEALTH CARE,"","",6.73
Crinetics pharmaceuticals inc,CRNX,"",616520.0,9420000.0,0.0408,0.0328,78,0.0,0.0,,1.8726501,Q3 2018,HEALTH CARE,"","",17.9
Anaptysbio inc,ANAB,"",427179.0,9206000.0,0.0399,0.0346,79,0.0,0.0,,1.5609613,Q1 2017,HEALTH CARE,"","",31.2
Iveric bio inc,ISEE,"",1406037.0,8689000.0,0.0377,0.0366,80,0.0,0.0,,1.5598231,Q4 2019,HEALTH CARE,"","",3.89
Ngm biopharmaceuticals inc,NGM,"",291801.0,8483000.0,0.0368,0.0122,81,185185.0,173.693442,addition,0.3804823,Q2 2019,HEALTH CARE,"","",23.7977
Karuna therapeutics inc,KRTX,"",69966.0,8412000.0,0.0365,0.0268,82,0.0,0.0,,0.2589537,Q1 2020,HEALTH CARE,"","",91.25
Gamida cell ltd,GMDA,"",1037226.0,8391000.0,0.0364,0.0489,83,-511088.0,-33.009325,reduction,1.7580056,Q2 2020,HEALTH CARE,"","",6.83
Assembly biosciences inc,ASMB,"",1541418.0,7091000.0,0.0307,0.0351,84,0.0,0.0,,4.0302628,Q1 2015,HEALTH CARE,"","",17.5
Cabaletta bio  inc.,CABA,"",636363.0,7064000.0,0.0306,0.0299,85,0.0,0.0,,2.6445952,Q4 2019,HEALTH CARE,"","",13.97
Bluebird bio inc,BLUE,"",226988.0,6844000.0,0.0297,0.037,86,0.0,0.0,,0.3380764,Q3 2013,HEALTH CARE,"","",58.05
Macrogenics inc,MGNX,"",200679.0,6392000.0,0.0277,0.0173,87,0.0,0.0,,0.3567090,Q4 2020,HEALTH CARE,"","",22.86
Burning rock biotech ltd. ads,BNR,"",209131.0,5630000.0,0.0244,0.0182,88,0.0,0.0,,0.2418267,Q2 2020,HEALTH CARE,"","",27.01
Neximmune inc,NEXI,"",294117.0,5612000.0,0.0243,,89,294117.0,,new,No Data,Q1 2021,HEALTH CARE,"","",19.08
Sangamo therapeutics inc,SGMO,"",429063.0,5376000.0,0.0233,0.0504,90,-428276.0,-49.954102,reduction,0.3033504,Q3 2013,HEALTH CARE,"","",10.51
Orchard therapeutics plc,ORTX,"",734431.0,5332000.0,0.0231,0.0054,91,401929.0,120.880175,addition,0.5937419,Q4 2018,HEALTH CARE,"","",10.5514
Syros pharmaceuticals inc,SYRS,"",690167.0,5162000.0,0.0224,0.0282,92,0.0,0.0,,1.1196875,Q2 2016,HEALTH CARE,"","",13.72
Iteos therapeutics  inc.,ITOS,"",150346.0,5139000.0,0.0223,0.0192,93,0.0,0.0,,0.4283484,Q3 2020,HEALTH CARE,"","",24.67
Denali therapeutics inc,DNLI,"",88738.0,5067000.0,0.022,0.028,94,0.0,0.0,,0.0733468,Q1 2020,HEALTH CARE,"","",17.51
Alector inc,ALEC,"",239228.0,4818000.0,0.0209,0.0136,95,0.0,0.0,,0.3005964,Q1 2020,HEALTH CARE,"","",24.13
Evofem biosciences inc,EVFM,"",2697110.0,4720000.0,0.0205,0.0037,96,2285714.0,555.599471,addition,3.2448765,Q3 2019,HEALTH CARE,"","",2.1268
Replimune group inc,REPL,"",153512.0,4684000.0,0.0203,0.0221,97,0.0,0.0,,0.3301797,Q2 2020,HEALTH CARE,"","",23.07
Travere therapeutics inc,TVTX,"",186915.0,4667000.0,0.0202,,98,186915.0,,new,0.3103043,Q1 2021,MATERIALS,"","",24.97
Sarepta therapeutics inc,SRPT,"",58700.0,4375000.0,0.019,,99,58700.0,,new,0.0739103,Q1 2021,HEALTH CARE,"","",74.53
Passage bio  inc.,PASG,"",235362.0,4114000.0,0.0178,0.0227,100,0.0,0.0,,0.4372201,Q1 2020,HEALTH CARE,"","",15.75
Harmony biosciences holdings  inc.,HRMY,"",123600.0,4084000.0,0.0177,0.0245,101,-56400.0,-31.333333,reduction,0.2172540,Q3 2020,HEALTH CARE,"","",33.9
Tcr2 therapeutics inc,TCRR,"",176461.0,3896000.0,0.0169,0.0129,102,65573.0,59.134442,addition,0.4626975,Q3 2020,HEALTH CARE,"","",20.974
Tricida inc,TCDA,"",729300.0,3858000.0,0.0167,0.0167,103,100000.0,15.890672,addition,1.4515032,Q2 2018,HEALTH CARE,"","",6.8087
Akero therapeutics inc,AKRO,"",118378.0,3434000.0,0.0149,0.0115,104,0.0,0.0,,0.3404570,Q3 2020,HEALTH CARE,"","",30.79
Legend biotech corp ads,LEGN,"",115626.0,3355000.0,0.0145,0.0123,105,0.0,0.0,,0.0875913,Q2 2020,HEALTH CARE,"","",42.56
Logicbio therapeutics inc,LOGC,"",451478.0,3287000.0,0.0143,0.013,106,0.0,0.0,,1.4097248,Q4 2020,HEALTH CARE,"","",7.63
Artara therapeutics inc,TARA,"",199671.0,3143000.0,0.0136,0.0182,107,0.0,0.0,,1.7782350,Q1 2020,HEALTH CARE,"","",23.0
Acceleron pharma inc,XLRN,"",22430.0,3042000.0,0.0132,0.0108,108,0.0,0.0,,0.0370438,Q4 2013,HEALTH CARE,"","",89.87
Constellation pharmaceuticals inc,CNST,"",114735.0,2684000.0,0.0116,0.0124,109,0.0,0.0,,0.2411639,Q3 2018,HEALTH CARE,"","",6.73
Idera pharmaceuticals inc,IDRA,"",2047180.0,2661000.0,0.0115,0.0637,110,-2561606.0,-55.580927,reduction,4.8445415,Q2 2013,HEALTH CARE,"","",1004.76
Autolus therapeutics plc,AUTL,"",461726.0,2646000.0,0.0115,0.0263,111,-320457.0,-40.969569,reduction,0.6548626,Q2 2018,HEALTH CARE,"","",15.17
Chiasma inc,CHMA,"",742133.0,2323000.0,0.0101,0.0122,112,0.0,0.0,,1.2829998,Q2 2020,HEALTH CARE,"","",5.38
Viking therapeutics inc,VKTX,"",363980.0,2302000.0,0.01,0.0077,113,0.0,0.0,,0.4909816,Q3 2018,HEALTH CARE,"","",17.42
Inozyme pharma  inc.,INZY,"",106999.0,2119000.0,0.0092,0.0083,114,0.0,0.0,,0.4560109,Q3 2020,HEALTH CARE,"","",26.29
Molecular templates inc,MTEM,"",133833.0,1689000.0,0.0073,0.0047,115,0.0,0.0,,0.2387645,Q3 2017,HEALTH CARE,"","",7.45
Affimed n.v.,AFMD,"",164605.0,1302000.0,0.0056,0.0036,116,0.0,0.0,,0.1677594,Q3 2014,HEALTH CARE,"","",6.3
Oyster point pharma  inc.,OYST,"",61424.0,1123000.0,0.0049,0.0044,117,0.0,0.0,,0.2370696,Q2 2020,HEALTH CARE,"","",28.88
Leap therapeutics inc,LPTX,"",559705.0,1063000.0,0.0046,0.0047,118,0.0,0.0,,0.9381934,Q3 2019,HEALTH CARE,"","",1.17
Bellicum pharmaceuticals inc,BLCM,"",249123.0,937000.0,0.0041,0.0033,119,0.0,0.0,,4.9235945,Q4 2014,HEALTH CARE,"","",2231.4
Galapagos nv adr,GLPG,"",11180.0,862000.0,0.0037,0.0042,120,0.0,0.0,,0.0170917,Q2 2015,HEALTH CARE,"","",51.5
Kezar life sciences inc,KZR,"",139676.0,832000.0,0.0036,0.0027,121,0.0,0.0,,0.2905900,Q2 2020,HEALTH CARE,"","",5.18
Adamas pharmaceuticals inc,ADMS,"",147996.0,710000.0,0.0031,0.0024,122,0.0,0.0,,0.4841467,Q1 2016,HEALTH CARE,"","",14.46
Galmed pharmaceuticals ltd,GLMD,"",184927.0,634000.0,0.0027,0.0022,123,0.0,0.0,,0.7372334,Q2 2018,HEALTH CARE,"","",11.9
Inflarx nv,IFRX,"",138040.0,538000.0,0.0023,0.0162,124,-718188.0,-83.878126,reduction,0.3193270,Q4 2017,HEALTH CARE,"","",2.47
Frequency therapeutics inc,FREQ,"",55555.0,528000.0,0.0023,0.1138,125,-800952.0,-93.513772,reduction,0.1646821,Q4 2019,HEALTH CARE,"","",17.54
Genfit sa,GNFT,"",14720.0,68000.0,0.0003,0.0003,126,0.0,0.0,,0.0378809,Q1 2020,HEALTH CARE,"","",14.23
Intellia therapeutics inc,NTLA,"",0.0,0.0,,0.0228,"",-111296.0,-100.0,soldall,0.0000000,Q2 2016,HEALTH CARE,"","",21.2
Infinity pharmaceuticals inc,INFI,"",0.0,0.0,,0.0042,"",-522360.0,-100.0,soldall,0.0000000,Q3 2016,HEALTH CARE,"","",1.56
Vaxart inc ord,VXRT,"",0.0,0.0,,0.0301,"",-1398795.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",
Five prime therapeutics inc,FPRX,"",0.0,0.0,,0.0428,"",-668000.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",17.01
Uniqure n.v.,QURE,"",0.0,0.0,,0.0009,"",-6740.0,-100.0,soldall,0.0000000,Q4 2017,HEALTH CARE,"","",22.87
Gw pharmaceuticals plc adr,GWPH,"",0.0,0.0,,0.0491,"",-112897.0,-100.0,soldall,0.0000000,Q3 2017,HEALTH CARE,"","",132.99
Adaptive biotechnologies corp,ADPT,"",0.0,0.0,,0.0846,"",-379682.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",48.3
Dicerna pharmaceuticals inc,DRNA,"",0.0,0.0,,0.0085,"",-102121.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",20.57
Arcus biosciences inc,RCUS,"",0.0,0.0,,0.0071,"",-72709.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,"","",12.24
Gossamer bio inc,GOSS,"",0.0,0.0,,0.0175,"",-480729.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",9.67
Ovid therapeutics inc,OVID,"",0.0,0.0,,0.0083,"",-955690.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",4.89
Sunesis pharmaceuticals inc,VIRX,"",0.0,0.0,,0.0004,"",-53066.0,-100.0,soldall,0.0000000,Q4 2014,HEALTH CARE,"","",750.99
