Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Vtex,VTEX,"",350000.0,7200000.0,0.0948,,55,350000.0,,new,No Data,Q3 2021,INFORMATION TECHNOLOGY,"","",20.57
Lifestance health group inc,LFST,"",491840.0,7132000.0,0.0939,0.4487,56,-758160.0,-60.6528,reduction,0.1314558,Q2 2021,HEALTH CARE,"","",8.55
Offerpad solutions inc,OPAD,"",700000.0,6839000.0,0.09,0.0876,57,0.0,0.0,,1.7391304,Q2 2021,FINANCE,"","",9.93
Blend labs inc,BLND,"",500000.0,6740000.0,0.0887,,58,500000.0,,new,0.2334314,Q3 2021,INFORMATION TECHNOLOGY,"","",13.48
Grab holdings limited,GRAB,"",510000.0,5212000.0,0.0686,0.0769,59,0.0,0.0,,1.0200000,Q2 2021,FINANCE,"","",11.7
Compass inc,COMP,"",374110.0,4961000.0,0.0653,0.0633,60,0.0,0.0,,0.0948269,Q2 2021,INFORMATION TECHNOLOGY,"","",13.14
Alkami technology inc,ALKT,"",200000.0,4936000.0,0.065,0.0919,61,0.0,0.0,,0.2293927,Q2 2021, ,"","",35.67
Tcv acquisition corp,TCVA,"",500000.0,4900000.0,0.0645,0.0638,62,0.0,0.0,,1.2165450,Q2 2021, ,"","",9.91
23andme holding co,ME,"",500000.0,4530000.0,0.0596,0.0753,63,0.0,0.0,,0.5374809,Q2 2021,HEALTH CARE,"","",2.46
Meli kaszek pioneer corp,MEKA,"",400000.0,4420000.0,0.0582,,64,400000.0,,new,N/A,Q3 2021,FINANCE,"","",11.05
Freshworks inc,FRSH,"",100000.0,4269000.0,0.0562,,65,100000.0,,new,N/A,Q3 2021, ,"","",42.69
Honest company inc,HNST,"",384313.0,3989000.0,0.0525,0.0803,66,-795.0,-0.206436,reduction,0.4257262,Q2 2021,CONSUMER STAPLES,"","",16.19
Doma holdings inc,DOMA,"",500000.0,3700000.0,0.0487,,67,500000.0,,new,1.1592859,Q3 2021,FINANCE,"","",7.4
Portage fintech acquisition corp,PFTA,"",182000.0,1756000.0,0.0231,,68,182000.0,,new,N/A,Q3 2021, ,"","",9.65
Health assurance acquisition equity warr,HAACW,"",1000000.0,990000.0,0.013,0.0232,69,0.0,0.0,,4.0336136,Q2 2021, ,"","",1.8
Grab holdings limited,GRABW,"",102000.0,231000.0,0.003,0.0042,70,0.0,0.0,,1.0200000,Q2 2021,FINANCE,"","",3.19
Offerpad solutions inc,OPAD.WS,"",175000.0,140000.0,0.0018,0.0027,71,0.0,0.0,,N/A,Q2 2021, ,"","",
Portage fintech acquisition corp,PFTAW,"",60666.0,98000.0,0.0013,,72,60666.0,,new,N/A,Q3 2021, ,"","",
Duck creek technologies  inc.,DCT,"",0.0,0.0,,1.9239,"",-3432080.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,"","",45.43
Doximity inc,DOCS,"",0.0,0.0,,0.2624,"",-350000.0,-100.0,soldall,N/A,Q2 2021, ,"","",
Ironsource ltd,IS,"",0.0,0.0,,0.8184,"",-6050000.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,"","",10.45
Smartsheet inc,SMAR,"",0.0,0.0,,0.5697,"",-611449.0,-100.0,soldall,0.0000000,Q4 2020,INFORMATION TECHNOLOGY,"","",69.29
Kanzhun ltd,BZ,"",0.0,0.0,,0.6641,"",-1300000.0,-100.0,soldall,N/A,Q2 2021,INFORMATION TECHNOLOGY,"","",
Affirm holdings inc,AFRM,"",0.0,0.0,,0.0651,"",-75000.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",70.72
Acv auctions inc cl a,ACVA,"",0.0,0.0,,0.2477,"",-750000.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",34.61
Payoneer global inc,PAYO,"",0.0,0.0,,0.2672,"",-2000000.0,-100.0,soldall,0.0000000,Q2 2021,FINANCE,"","",10.37
Dlocal limited cl a,DLO,"",0.0,0.0,,0.6768,"",-1000000.0,-100.0,soldall,0.0000000,Q2 2021, ,"","",13.14
Xometry inc,XMTR,"",0.0,0.0,,0.2252,"",-200000.0,-100.0,soldall,0.0000000,Q2 2021, ,"","",87.39
Dragoneer growth opportunities corp,DGNR.UN1,"",0.0,0.0,,0.0013,"",-10000.0,-100.0,soldall,N/A,Q3 2020,FINANCE,"","",12.25
