Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Bluebird bio inc,BLUE,"",3859559.96,47770000.0,0.2098,0.0319,39,3509090.49,1001.254258,addition,3.6989770,Q3 2013,HEALTH CARE,"","",16.5243
Talis biomedical corp,TLIS,"",7574835.0,47343000.0,0.2079,0.3669,40,0.0,0.0,,29.4844798,Q1 2021,HEALTH CARE,"","",12.85
Forma therapeutics holdings  inc.,FMTX,"",2024876.0,46957000.0,0.2062,0.2213,41,0.0,0.0,,4.2728771,Q2 2020,FINANCE,"","",45.04
Merus bv,MRUS,"",2037469.0,44824000.0,0.1968,0.1885,42,0.0,0.0,,5.2951811,Q2 2016,HEALTH CARE,"","",10.77
Insmed inc note 0.750% 6/0,DEBT-INSM,PRN,40000000.0,43839000.0,0.1925,0.1935,43,0.0,0.0,,N/A,Q2 2021, ,"","",
Sarepta therapeutics inc,SRPT,PRN,29174000.0,43167000.0,0.1896,0.169,44,0.0,0.0,,N/A,Q1 2021,HEALTH CARE,"","",
Ultragenyx pharmaceutical inc,RARE,"",444444.0,40084000.0,0.176,0.1861,45,0.0,0.0,,0.6551737,Q4 2020,HEALTH CARE,"","",138.43
Alkermes plc.,ALKS,"",1228170.0,37877000.0,0.1663,0.1323,46,0.0,0.0,,0.7612709,Q4 2015,HEALTH CARE,"","",21.22
Fulgent genetics inc,FLGT,"",401016.0,36071000.0,0.1584,0.1624,47,0.0,0.0,,1.3583974,Q3 2016,HEALTH CARE,"","",12.09
Aerovate therapeutics inc,AVTE,"",1652171.0,34663000.0,0.1522,0.1432,48,223600.0,15.652005,addition,6.7683097,Q2 2021,HEALTH CARE,"","",22.5796
Aligos therapeutics  inc.,ALGS,"",2076400.0,32205000.0,0.1414,0.1441,49,466400.0,28.968944,addition,4.8731727,Q4 2020,HEALTH CARE,"","",24.9231
Kiniksa pharmaceuticals ltd,KNSA,"",2799577.0,31887000.0,0.14,0.1713,50,0.0,0.0,,8.5804304,Q2 2018,HEALTH CARE,"","",17.35
Krystal biotech inc,KRYS,"",607735.0,31730000.0,0.1393,0.1815,51,0.0,0.0,,2.7368495,Q3 2017,HEALTH CARE,"","",28.56
Tricida inc note 3.500% 5/1,DEBT-TRIC,PRN,75000000.0,31375000.0,0.1378,0.12,52,0.0,0.0,,N/A,Q2 2021, ,"","",
Neoleukin therapeutics ord shs,NLTX,"",3821740.0,27631000.0,0.1213,0.1549,53,0.0,0.0,,N/A,Q3 2019, ,"","",
Aeglea biotherapeutics inc,AGLE,"",3410106.0,27110000.0,0.1191,0.1042,54,0.0,0.0,,6.9502430,Q2 2016,HEALTH CARE,"","",7.84
Opthea ltd ads,OPT,"",3382797.0,27062000.0,0.1188,0.119,55,-29265.0,-0.857693,reduction,7.7100008,Q4 2020,HEALTH CARE,"","",11.12
Bioatla  inc.,BCAB,"",825000.0,24288000.0,0.1067,0.1536,56,0.0,0.0,,2.5529702,Q4 2020,HEALTH CARE,"","",34.01
Chinook therapeutics  inc.,KDNY,"",1903069.0,24283000.0,0.1066,0.067,57,822676.0,76.145995,addition,4.2479469,Q4 2020,HEALTH CARE,"","",14.219
Novavax inc,NVAX,"",108756.0,22546000.0,0.099,0.134,58,-35000.0,-24.34681,reduction,0.1460122,Q2 2020,HEALTH CARE,"","",83.35
Reata pharmaceuticals inc,RETA,"",223976.0,22534000.0,0.099,0.1392,59,0.0,0.0,,0.7118411,Q4 2019,HEALTH CARE,"","",138.99
Atreca inc,BCEL,"",3532760.0,22009000.0,0.0967,0.1322,60,0.0,0.0,,11.7060312,Q2 2019,HEALTH CARE,"","",18.84
Design therapeutics inc,DSGN,"",1436636.0,21104000.0,0.0927,0.1255,61,0.0,0.0,,2.5830729,Q1 2021,HEALTH CARE,"","",29.9
Achilles therapeutics plc,ACHL,"",2591366.0,20187000.0,0.0886,0.1114,62,0.0,0.0,,6.3792573,Q1 2021,HEALTH CARE,"","",16.55
Crinetics pharmaceuticals inc,CRNX,"",920656.0,19380000.0,0.0851,0.0762,63,0.0,0.0,,2.3873668,Q3 2018,HEALTH CARE,"","",18.21
Dice therapeutics inc,DICE,"",588235.0,19265000.0,0.0846,,64,588235.0,,new,N/A,Q3 2021, ,"","",32.75
Centessa pharmaceuticals plc,CNTA,"",1127273.0,18825000.0,0.0827,0.039,65,727273.0,181.81825,addition,1.2539269,Q2 2021,HEALTH CARE,"","",18.6552
Axsome therapeutics inc,AXSM,"",539057.0,17767000.0,0.078,0.1597,66,0.0,0.0,,1.4305444,Q1 2019,HEALTH CARE,"","",30.04
Surrozen  inc.,SRZN,"",2500000.0,17700000.0,0.0777,,67,2500000.0,,new,7.1372683,Q3 2021,HEALTH CARE,"","",7.08
Otonomy inc,OTIC,"",7694038.0,14773000.0,0.0649,0.0707,68,471564.0,6.52912,addition,13.5742052,Q1 2021,HEALTH CARE,"","",2.5114
Cyteir therapeutics inc,CYT,"",812640.0,14262000.0,0.0626,0.0764,69,0.0,0.0,,2.2975581,Q2 2021,HEALTH CARE,"","",
Mirum pharmaceuticals inc,MIRM,"",647313.0,12894000.0,0.0566,0.0492,70,0.0,0.0,,2.1212365,Q3 2019,HEALTH CARE,"","",12.58
Albireo pharma inc,ALBO,"",412466.0,12869000.0,0.0565,0.0637,71,0.0,0.0,,2.1420325,Q2 2017,HEALTH CARE,"","",24.95
Invitae corp note 2.000% 9/0,DEBT-INVI,PRN,10300000.0,12570000.0,0.0552,0.061,72,0.0,0.0,,N/A,Q3 2020, ,"","",
Altimmune inc,ALT,"",1072038.0,12125000.0,0.0532,0.0464,73,0.0,0.0,,2.6999474,Q2 2020,HEALTH CARE,"","",11.87
Tscan therapeutics inc,TCRX,"",1425000.0,11885000.0,0.0522,,74,1425000.0,,new,7.5706903,Q3 2021,HEALTH CARE,"","",8.34
Anaptysbio inc,ANAB,"",427179.0,11585000.0,0.0509,0.0486,75,0.0,0.0,,1.5571516,Q1 2017,HEALTH CARE,"","",31.2
Aurinia pharmaceuticals inc,AUPH,"",520523.0,11519000.0,0.0506,0.0637,76,-599439.0,-53.523155,reduction,0.4054046,Q4 2019,HEALTH CARE,"","",20.26
Xenon pharmaceuticals inc,XENE,"",751639.0,11485000.0,0.0504,0.0615,77,0.0,0.0,,1.8277299,Q2 2020,HEALTH CARE,"","",13.0
Tango therapeutics inc,TNGX,"",750000.0,9698000.0,0.0426,,78,750000.0,,new,0.8573951,Q3 2021,FINANCE,"","",12.93
Macrogenics inc,MGNX,"",442579.0,9268000.0,0.0407,0.0237,79,241900.0,120.540764,addition,0.7242655,Q4 2020,HEALTH CARE,"","",21.8106
Karuna therapeutics inc,KRTX,"",69966.0,8559000.0,0.0376,0.035,80,0.0,0.0,,0.2367616,Q1 2020,HEALTH CARE,"","",91.25
Edgewise therapeutics inc,EWTX,"",500000.0,8300000.0,0.0364,0.0468,81,0.0,0.0,,1.0149812,Q1 2021,HEALTH CARE,"","",32.5
Cabaletta bio  inc.,CABA,"",662063.0,8051000.0,0.0354,0.024,82,25700.0,4.038575,addition,2.6511333,Q4 2019,HEALTH CARE,"","",13.8997
Cymabay therapeutics inc,CBAY,"",2170464.0,7922000.0,0.0348,0.0416,83,0.0,0.0,,3.1456940,Q2 2020,HEALTH CARE,"","",5.48
Athira pharma  inc.,ATHA,"",806367.0,7564000.0,0.0332,0.0363,84,0.0,0.0,,2.1620774,Q3 2020,HEALTH CARE,"","",18.46
Genetron holdings ltd ads,GTH,"",455306.0,6306000.0,0.0277,0.0403,85,0.0,0.0,,0.5123182,Q3 2020,HEALTH CARE,"","",13.55
Biomea fusion inc,BMEA,"",524617.0,6280000.0,0.0276,0.0202,86,230500.0,78.370172,addition,1.8091269,Q2 2021,HEALTH CARE,"","",14.0107
Amryt pharma plc,AMYT,"",518380.0,6244000.0,0.0274,,87,518380.0,,new,0.8189359,Q3 2021,HEALTH CARE,"","",12.045
Ngm biopharmaceuticals inc,NGM,"",291801.0,6134000.0,0.0269,0.0253,88,0.0,0.0,,0.3773054,Q2 2019,HEALTH CARE,"","",23.8
Revolution medicines  inc.,RVMD,"",222222.0,6113000.0,0.0268,0.031,89,0.0,0.0,,0.3020099,Q1 2021,HEALTH CARE,"","",45.88
Kura oncology inc,KURA,"",304158.0,5697000.0,0.025,,90,304158.0,,new,0.4587913,Q3 2021,HEALTH CARE,"","",18.73
Atyr pharma inc,LIFE,"",625000.0,5675000.0,0.0249,,91,625000.0,,new,3.6938814,Q3 2021,HEALTH CARE,"","",9.08
Alector inc,ALEC,"",239228.0,5459000.0,0.024,0.0219,92,0.0,0.0,,0.2957981,Q1 2020,HEALTH CARE,"","",24.13
Relmada therapeutics inc,RLMD,"",200996.0,5268000.0,0.0231,0.0108,93,124396.0,162.396867,addition,1.1503243,Q2 2021,HEALTH CARE,"","",28.4204
Chemocentryx  inc.,CCXI,"",301195.0,5150000.0,0.0226,,94,301195.0,,new,0.4308725,Q1 2012,HEALTH CARE,"","",17.1
Tricida inc,TCDA,"",1037432.0,4814000.0,0.0211,0.0138,95,308132.0,42.250377,addition,2.0572240,Q2 2018,HEALTH CARE,"","",6.1655
Harmony biosciences holdings  inc.,HRMY,"",123600.0,4738000.0,0.0208,0.0153,96,0.0,0.0,,0.2168099,Q3 2020,HEALTH CARE,"","",33.9
Biomarin pharmaceutical inc,BMRN,PRN,4500000.0,4611000.0,0.0202,0.0684,97,-10500000.0,-70.0,reduction,N/A,Q1 2006,HEALTH CARE,"","",
Replimune group inc,REPL,"",153512.0,4550000.0,0.02,0.0259,98,0.0,0.0,,0.3282116,Q2 2020,HEALTH CARE,"","",23.07
Denali therapeutics inc,DNLI,"",88738.0,4477000.0,0.0197,0.0306,99,0.0,0.0,,0.0729513,Q1 2020,HEALTH CARE,"","",17.51
Neximmune inc,NEXI,"",294117.0,4453000.0,0.0196,0.0211,100,0.0,0.0,,1.2997919,Q1 2021,HEALTH CARE,"","",19.08
Hookipa pharma inc,HOOK,"",700481.0,4126000.0,0.0181,0.0282,101,0.0,0.0,,2.6866156,Q2 2019,HEALTH CARE,"","",6.73
Iteos therapeutics  inc.,ITOS,"",150346.0,4059000.0,0.0178,0.0169,102,0.0,0.0,,0.4270010,Q3 2020,HEALTH CARE,"","",24.67
Vincerx pharma inc,VINC,"",241379.0,3903000.0,0.0171,,103,241379.0,,new,1.3776495,Q3 2021,FINANCE,"","",16.17
Acceleron pharma inc,XLRN,"",22430.0,3860000.0,0.017,0.0124,104,0.0,0.0,,0.0368306,Q4 2013,HEALTH CARE,"","",89.87
Burning rock biotech ltd. ads,BNR,"",209131.0,3739000.0,0.0164,0.0271,105,0.0,0.0,,0.2397641,Q2 2020,HEALTH CARE,"","",27.01
Akero therapeutics inc,AKRO,"",118378.0,2646000.0,0.0116,0.0129,106,0.0,0.0,,0.3395627,Q3 2020,HEALTH CARE,"","",30.79
Gamida cell ltd,GMDA,"",610626.0,2394000.0,0.0105,0.0172,107,0.0,0.0,,1.0349566,Q2 2020,HEALTH CARE,"","",6.83
Leap therapeutics inc,LPTX,"",559705.0,2244000.0,0.0099,0.004,108,0.0,0.0,,0.9373874,Q3 2019,HEALTH CARE,"","",1.17
Sera prognostics inc,SERA,"",201562.0,2239000.0,0.0098,,109,201562.0,,new,0.6880698,Q3 2021,HEALTH CARE,"","",11.11
Syndax pharmaceuticals inc,SNDX,"",110729.0,2116000.0,0.0093,,110,110729.0,,new,0.2277081,Q3 2021,HEALTH CARE,"","",19.11
Logicbio therapeutics inc,LOGC,"",451478.0,2068000.0,0.0091,0.0088,111,0.0,0.0,,1.4003558,Q4 2020,HEALTH CARE,"","",7.63
Evofem biosciences inc,EVFM,"",2697110.0,1992000.0,0.0087,0.0134,112,0.0,0.0,,1.7377339,Q3 2019,HEALTH CARE,"","",2.13
Tcr2 therapeutics inc,TCRR,"",176461.0,1502000.0,0.0066,0.0127,113,0.0,0.0,,0.4619847,Q3 2020,HEALTH CARE,"","",20.97
Artara therapeutics inc,TARA,"",199671.0,1382000.0,0.0061,0.0085,114,0.0,0.0,,1.7771073,Q1 2020,HEALTH CARE,"","",23.0
Inozyme pharma  inc.,INZY,"",106999.0,1240000.0,0.0054,0.008,115,0.0,0.0,,0.4522053,Q3 2020,HEALTH CARE,"","",26.29
Kezar life sciences inc,KZR,"",139676.0,1207000.0,0.0053,0.0033,116,0.0,0.0,,0.2898273,Q2 2020,HEALTH CARE,"","",5.18
Passage bio  inc.,PASG,"",117161.0,1167000.0,0.0051,0.0068,117,0.0,0.0,,0.2165895,Q1 2020,HEALTH CARE,"","",15.75
Affimed n.v.,AFMD,"",164605.0,1017000.0,0.0045,0.0061,118,0.0,0.0,,0.1674733,Q3 2014,HEALTH CARE,"","",6.3
Surrozen inc,SRZNW,"",833333.0,950000.0,0.0042,,119,833333.0,,new,N/A,Q3 2021, ,"","",
Oyster point pharma  inc.,OYST,"",61424.0,728000.0,0.0032,0.0046,120,0.0,0.0,,0.2361134,Q2 2020,HEALTH CARE,"","",28.88
Bellicum pharmaceuticals inc,BLCM,"",249123.0,727000.0,0.0032,0.0036,121,0.0,0.0,,2.9665259,Q4 2014,HEALTH CARE,"","",2231.4
Mereo biopharma group plc,MREO,"",292692.0,708000.0,0.0031,0.0342,122,-2166707.0,-88.099044,reduction,0.2706533,Q4 2020,HEALTH CARE,"","",3.56
Apellis pharmaceuticals inc,APLS,"",0.0,0.0,,0.6306,"",-2271917.0,-100.0,soldall,0.0000000,Q2 2018,HEALTH CARE,"","",41.4
Chiasma inc,CHMA1,"",0.0,0.0,,0.0295,"",-1420740.0,-100.0,soldall,N/A,Q2 2020,HEALTH CARE,"","",5.07
Syros pharmaceuticals inc,SYRS,"",0.0,0.0,,0.0016,"",-65497.0,-100.0,soldall,0.0000000,Q2 2016,HEALTH CARE,"","",13.72
Adc therapeutics sa,ADCT,"",0.0,0.0,,0.1517,"",-1418107.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",46.81
Iveric bio inc,ISEE,"",0.0,0.0,,0.039,"",-1406037.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",3.89
Frequency therapeutics inc,FREQ,"",0.0,0.0,,0.0024,"",-55555.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",17.54
Orchard therapeutics plc,ORTX,"",0.0,0.0,,0.023,"",-1192003.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,"","",8.19
Silverback therapeutics  inc.,SBTX,"",0.0,0.0,,0.0323,"",-238095.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,"","",46.34
Assembly biosciences inc,ASMB,"",0.0,0.0,,0.0359,"",-2108621.0,-100.0,soldall,0.0000000,Q1 2015,HEALTH CARE,"","",13.84
Protagonist therapeutics inc,PTGX,"",0.0,0.0,,0.0897,"",-455276.0,-100.0,soldall,0.0000000,Q1 2019,HEALTH CARE,"","",11.55
