Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Hippo holdings inc,HIPO,"",3329237.0,9422000.0,0.1081,0.2052,48,0.0,0.0,,0.5916928,Q3 2021,FINANCE,"","",4.68
Root  inc.,ROOT,"",2777778.0,8611000.0,0.0988,0.6425,49,-6481481.0,-69.999997,reduction,2.0964362,Q4 2020,FINANCE,"","",15.71
Supernova partners acquisition company i,SNII,"",700000.0,7203000.0,0.0827,,50,700000.0,,new,2.0289855,Q4 2021,FINANCE,"","",10.29
Definitive healthcare corp,DH,"",250000.0,6833000.0,0.0784,0.141,51,0.0,0.0,,0.2832433,Q3 2021, ,"","",42.83
Tcv acquisition corp,TCVA,"",500000.0,4930000.0,0.0566,0.0645,52,0.0,0.0,,1.2165450,Q2 2021,FINANCE,"","",9.91
Meli kaszek pioneer corp,MEKA,"",400000.0,4624000.0,0.0531,0.0582,53,0.0,0.0,,1.3456686,Q3 2021,FINANCE,"","",11.05
Alkami technology inc,ALKT,"",200000.0,4012000.0,0.046,0.065,54,0.0,0.0,,0.2268915,Q2 2021, ,"","",35.67
Udemy inc,UDMY,"",200000.0,3908000.0,0.0449,,55,200000.0,,new,0.1439419,Q4 2021,INFORMATION TECHNOLOGY,"","",19.54
Vtex,VTEX,"",350000.0,3752000.0,0.0431,0.0948,56,0.0,0.0,,No Data,Q3 2021,INFORMATION TECHNOLOGY,"","",20.57
23andme holding co,ME,"",500000.0,3330000.0,0.0382,0.0596,57,0.0,0.0,,0.5337471,Q2 2021,HEALTH CARE,"","",2.46
Freshworks inc,FRSH,"",100000.0,2626000.0,0.0301,0.0562,58,0.0,0.0,,0.2901058,Q3 2021, ,"","",42.69
Doma holdings inc,DOMA,"",500000.0,2540000.0,0.0292,0.0487,59,0.0,0.0,,0.1550031,Q3 2021,INFORMATION TECHNOLOGY,"","",7.4
Portage fintech acquisition corp,PFTA,"",182000.0,1769000.0,0.0203,0.0231,60,0.0,0.0,,0.7023941,Q3 2021, ,"","",9.65
Health assurance acquisition equity warr,HAACW,"",1000000.0,830000.0,0.0095,0.013,61,0.0,0.0,,4.0336136,Q2 2021, ,"","",1.8
Supernova partners acquisition co ii ltd,SNII.WS,"",175000.0,415000.0,0.0048,,62,175000.0,,new,N/A,Q4 2021, ,"","",
Grab holdings limited,GRABW,"",102000.0,215000.0,0.0025,0.003,63,0.0,0.0,,No Data,Q2 2021,FINANCE,"","",3.19
Portage fintech acquisition corp,PFTAW,"",60666.0,39000.0,0.0004,0.0013,64,0.0,0.0,,N/A,Q3 2021, ,"","",
Blend labs inc,BLND,"",0.0,0.0,,0.0887,"",-500000.0,-100.0,soldall,0.0000000,Q3 2021,INFORMATION TECHNOLOGY,"","",13.48
Tuya inc ads,TUYA,"",0.0,0.0,,0.3404,"",-2850000.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",21.14
Oak street health  inc.,OSH,"",0.0,0.0,,0.196,"",-350019.0,-100.0,soldall,0.0000000,Q3 2020,INFORMATION TECHNOLOGY,"","",53.44
Agilon health inc,AGL,"",0.0,0.0,,0.2761,"",-800000.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",40.57
Monday.com ltd,MNDY,"",0.0,0.0,,0.4295,"",-100000.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",5.45
Offerpad solutions inc,OPAD,"",0.0,0.0,,0.09,"",-700000.0,-100.0,soldall,0.0000000,Q2 2021,REAL ESTATE,"","",9.93
Poshmark inc,POSH,"",0.0,0.0,,0.1721,"",-550000.0,-100.0,soldall,0.0000000,Q1 2021,CONSUMER DISCRETIONARY,"","",40.6
Alibaba group holding ltd adr,BABA,"",0.0,0.0,,1.1827,"",-606716.0,-100.0,soldall,0.0000000,Q4 2014,COMMUNICATIONS,"","",164.54
Qualtrics intl inc,XM,"",0.0,0.0,,0.4502,"",-800000.0,-100.0,soldall,0.0000000,Q1 2021,INFORMATION TECHNOLOGY,"","",32.91
Marqeta inc,MQ,"",0.0,0.0,,0.1456,"",-500000.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",13.32
Fubotv inc,FUBO,"",0.0,0.0,,1.3551,"",-4295360.0,-100.0,soldall,0.0000000,Q4 2020,INFORMATION TECHNOLOGY,"","",
Agora  inc. ads,API,"",0.0,0.0,,0.3814,"",-998866.0,-100.0,soldall,0.0000000,Q2 2020,INFORMATION TECHNOLOGY,"","",44.17
Lyell immunopharma inc,LYEL,"",0.0,0.0,,0.1949,"",-1000000.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",
Offerpad solutions inc,OPAD.WS,"",0.0,0.0,,0.0018,"",-175000.0,-100.0,soldall,N/A,Q2 2021, ,"","",
Matterport inc,MTTR,"",0.0,0.0,,0.3893,"",-1563500.0,-100.0,soldall,0.0000000,Q3 2021,FINANCE,"","",18.91
Futu holdings ltd,FUTU,"",0.0,0.0,,0.2697,"",-225000.0,-100.0,soldall,0.0000000,Q3 2021,INFORMATION TECHNOLOGY,"","",91.02
Honest company inc,HNST,"",0.0,0.0,,0.0525,"",-384313.0,-100.0,soldall,0.0000000,Q2 2021,CONSUMER STAPLES,"","",16.19
Lifestance health group inc,LFST,"",0.0,0.0,,0.0939,"",-491840.0,-100.0,soldall,0.0000000,Q2 2021,HEALTH CARE,"","",8.55
Jd.com inc adr,JD,"",0.0,0.0,,0.2853,"",-300000.0,-100.0,soldall,0.0000000,Q3 2021,CONSUMER DISCRETIONARY,"","",72.24
Compass inc,COMP,"",0.0,0.0,,0.0653,"",-374110.0,-100.0,soldall,0.0000000,Q2 2021,INFORMATION TECHNOLOGY,"","",13.14
Ccc intelligent solutions holdings inc,CCCS.WS,"",0.0,0.0,,0.6354,"",-20802000.0,-100.0,soldall,N/A,Q3 2021, ,"","",
